task_type,m1_1,m2_1,m3_1,m4_1
T1,0.1,0.472,0.6,0.743
T3,1.347,5.676,8.009,9.61
T4,1.335,6.027,8.475,10.816
T4,1.183,6.375,7.63,10.058
T4,1.277,5.893,7.454,9.41
T2,1.137,5.747,7.524,8.58
T2,1.118,5.457,7.628,8.254
T4,1.397,5.751,8.696,9.383
T3,1.277,5.73,7.878,10.416
T3,1.176,5.55,7.684,9.852
T4,1.395,5.588,8.45,9.91
T1,0.096,0.45,0.611,0.685
T2,1.156,4.877,7.7,8.967
T2,1.162,5.02,7.331,9.604
T3,1.341,5.915,7.2,10.516
T2,1.056,5.764,7.367,8.34
T2,1.168,4.875,7.729,8.775
T3,1.182,5.771,8.302,10.409
T4,1.34,6.191,7.597,10.828
T4,1.358,6.424,8.188,9.651
T2,1.164,5.317,7.156,9.399
T2,1.118,5.754,6.931,8.814
T2,1.161,4.932,7.347,9.49
T3,1.334,6.223,8.204,10.472
T4,1.373,5.685,8.699,9.872
T1,0.096,0.43,0.58,0.688
T3,1.228,6.122,8.456,9.344
T4,1.359,5.723,7.389,10.717
T3,1.349,6.287,7.266,10.196
T3,1.33,6.269,7.654,10.166
T1,0.09,0.455,0.6,0.764
T2,1.183,5.149,6.826,8.725
T4,1.362,6.379,8.155,9.325
T1,0.09,0.443,0.54,0.779
T3,1.168,5.778,7.152,10.062
T2,1.08,5.462,6.583,8.549
T2,1.207,5.107,7.549,8.847
T3,1.246,6.013,7.792,10.534
T1,0.086,0.444,0.554,0.729
T4,1.234,6.154,8.342,9.527
T3,1.177,5.373,7.223,10.321
T2,1.152,5.643,7.738,9.39
T4,1.316,5.864,7.49,10.378
T2,1.148,5.423,6.948,8.391
T4,1.266,6.529,8.055,10.785
T1,0.099,0.402,0.637,0.735
T4,1.238,6.129,8.349,10.48
T1,0.099,0.43,0.611,0.68
T2,1.147,5.685,7.693,8.541
T4,1.289,5.693,8.118,9.916
T1,0.09,0.459,0.613,0.72
T2,1.215,4.895,6.932,9.202
T3,1.311,6.323,7.369,9.504
T4,1.343,6.02,8.557,9.305
T1,0.087,0.441,0.569,0.698
T4,1.25,5.957,8.042,10.603
T2,1.197,5.331,6.598,8.155
T2,1.194,5.425,7.544,8.318
T4,1.249,5.502,7.916,10.261
T1,0.094,0.404,0.625,0.79
T4,1.369,5.85,7.77,10.247
T1,0.1,0.436,0.597,0.735
T1,0.094,0.454,0.623,0.748
T2,1.238,5.532,6.675,8.233
T3,1.318,5.866,7.506,9.003
T1,0.095,0.428,0.635,0.763
T4,1.388,5.985,8.044,10.313
T2,1.069,5.42,6.969,9.546
T4,1.348,5.967,7.96,9.45
T2,1.231,5.669,7.683,8.241
T4,1.284,5.623,8.502,10.109
T1,0.096,0.445,0.583,0.683
T1,0.092,0.414,0.61,0.752
T2,1.153,5.681,6.977,8.168
T2,1.222,5.125,7.27,9.434
T2,1.128,5.411,7.623,8.504
T3,1.278,5.497,8.289,9.328
T1,0.1,0.413,0.556,0.774
T2,1.119,5.474,7.219,9.376
T1,0.098,0.405,0.568,0.754
T2,1.051,5.616,7.482,9.496
T3,1.283,5.434,8.082,9.131
T2,1.153,5.709,6.955,9.348
T1,0.101,0.4,0.545,0.709
T3,1.298,5.835,8.018,9.399
T4,1.384,6.017,8.177,9.652
T2,1.197,5.234,6.921,8.671
T4,1.394,5.719,8.256,10.534
T3,1.169,5.544,7.651,10.502
T2,1.125,5.766,7.014,8.999
T2,1.183,5.431,7.686,9.532
T3,1.175,6.102,8.393,10.436
T1,0.101,0.448,0.582,0.779
T4,1.217,5.677,8.251,10.19
T3,1.277,5.979,8.309,10.468
T1,0.087,0.449,0.546,0.728
T2,1.056,5.302,6.619,8.857
T3,1.189,5.991,7.506,10.038
T4,1.252,6.087,7.562,10.732
T2,1.199,4.909,6.94,9.503
T4,1.246,5.615,8.76,9.913
T3,1.143,5.728,7.332,10.301
T4,1.285,6.268,7.665,10.177
T4,1.319,5.549,7.843,9.993
T4,1.264,5.958,8.188,10.051
T1,0.094,0.461,0.604,0.682
T1,0.09,0.419,0.542,0.773
T3,1.237,6.184,7.236,9.581
T2,1.158,5.179,7.252,8.448
T1,0.095,0.426,0.606,0.703
T4,1.219,6.414,8.126,9.823
T1,0.102,0.432,0.563,0.7
T4,1.307,6.149,7.662,10.662
T1,0.092,0.462,0.635,0.722
T1,0.087,0.431,0.567,0.698
T2,1.15,5.166,6.85,8.218
T1,0.091,0.449,0.623,0.713
T3,1.162,6.238,8.039,10.432
T1,0.097,0.418,0.614,0.772
T2,1.159,5.055,6.622,9.176
T2,1.121,5.341,6.534,8.35
T2,1.053,5.378,6.715,9.236
T4,1.251,6.456,8.598,9.49
T2,1.225,5.219,7.561,9.52
T1,0.096,0.459,0.629,0.725
T2,1.061,5.068,6.551,9.583
T4,1.397,5.99,7.914,10.861
T3,1.204,6.263,7.22,9.166
T4,1.393,6.07,8.729,10.108
T4,1.38,5.517,7.589,10.24
T1,0.092,0.424,0.537,0.7
T4,1.182,6.382,7.405,9.528
T3,1.182,5.429,8.274,9.075
T3,1.252,5.81,8.366,10.506
T3,1.17,6.215,7.991,9.207
T4,1.303,5.773,7.538,10.492
T1,0.1,0.453,0.565,0.784
T3,1.182,5.35,7.642,8.877
T4,1.258,5.51,8.022,9.814
T3,1.267,6.225,7.623,9.169
T3,1.253,6.025,8.383,9.457
T1,0.091,0.424,0.563,0.725
T3,1.172,5.485,8.2,10.009
T3,1.209,5.517,8.495,9.767
T4,1.317,6.287,7.527,9.232
T3,1.168,5.89,7.945,9.461
T1,0.1,0.438,0.552,0.679
T1,0.09,0.419,0.636,0.676
T1,0.093,0.458,0.625,0.721
T3,1.351,5.98,7.644,9.529
T3,1.291,5.519,8.402,8.884
T4,1.193,6.028,8.109,9.328
T4,1.374,6.227,7.462,9.609
T4,1.254,6.453,8.261,10.711
T1,0.092,0.45,0.588,0.744
T1,0.087,0.469,0.576,0.765
T1,0.092,0.45,0.608,0.74
T3,1.168,5.452,8.473,8.894
T3,1.206,6.242,8.248,8.876
T4,1.271,6.035,8.094,9.2
T3,1.234,5.622,7.806,10.13
T3,1.332,5.573,8.376,8.903
T1,0.088,0.411,0.626,0.685
T4,1.194,6.259,7.402,10.049
T3,1.343,6.125,8.285,10.357
T4,1.179,6.251,7.384,9.464
T1,0.09,0.411,0.572,0.726
T1,0.096,0.409,0.602,0.672
T4,1.195,5.675,8.46,10.745
T1,0.097,0.467,0.554,0.745
T4,1.287,5.529,8.302,9.87
T1,0.1,0.428,0.621,0.725
T1,0.097,0.427,0.576,0.667
T1,0.095,0.432,0.564,0.697
T1,0.087,0.404,0.599,0.673
T4,1.181,6.158,8.591,10.06
T1,0.099,0.457,0.543,0.729
T4,1.274,5.963,8.391,9.6
T1,0.099,0.422,0.565,0.76
T4,1.3,5.508,7.653,9.262
T1,0.099,0.451,0.591,0.726
T4,1.257,6.358,8.619,9.868
T1,0.094,0.425,0.552,0.749
T4,1.378,6.106,8.622,10.134
T1,0.099,0.403,0.565,0.742
T4,1.238,6.364,8.744,9.178
T1,0.095,0.431,0.552,0.756
T1,0.091,0.405,0.574,0.705
T1,0.098,0.469,0.563,0.729
T4,1.343,6.229,8.146,9.472
T4,1.388,5.904,7.637,9.655
