task_type,m1_1,m2_1,m3_1,m4_1
T3,0.674,4.528,20.226,26.251
T3,0.636,4.549,17.864,29.717
T3,0.674,4.279,17.469,30.769
T4,1.032,7.514,33.263,49.847
T4,1.13,8.166,35.264,53.424
T2,0.368,3.001,11.754,18.767
T1,0.013,0.096,0.405,0.613
T3,0.599,4.289,18.022,27.826
T2,0.352,2.743,12.535,16.874
T2,0.362,2.759,11.524,17.434
T4,1.077,8.304,31.195,53.927
T4,1.005,8.348,34.544,50.753
T1,0.014,0.101,0.373,0.638
T1,0.013,0.098,0.396,0.555
T2,0.405,2.795,12.299,16.475
T3,0.643,4.21,19.252,27.796
T3,0.58,4.414,19.218,27.086
T1,0.013,0.09,0.407,0.626
T3,0.611,4.641,19.092,28.267
T1,0.014,0.092,0.423,0.635
T1,0.013,0.096,0.383,0.63
T2,0.385,2.688,10.777,18.381
T2,0.412,2.569,12.42,16.573
T3,0.583,4.262,20.315,26.386
T3,0.596,4.458,20.13,27.418
T2,0.389,3.046,10.873,17.464
T3,0.617,4.841,18.765,29.769
T4,1.123,7.743,31.696,48.21
T1,0.012,0.096,0.379,0.594
T3,0.583,4.577,18.515,29.225
T2,0.362,2.623,12.586,16.221
T2,0.38,2.773,11.084,17.018
T3,0.673,4.696,20.051,29.815
T4,1.141,8.107,36.038,50.412
T1,0.013,0.103,0.389,0.618
T2,0.388,2.613,11.852,16.663
T2,0.38,2.771,11.862,17.64
T1,0.013,0.088,0.4,0.621
T2,0.359,2.784,12.576,18.6
T4,1.189,8.497,33.013,50.061
T2,0.354,2.577,12.084,18.194
T3,0.606,4.465,19.051,30.144
T2,0.354,2.984,10.67,16.451
T1,0.013,0.096,0.399,0.621
T3,0.642,4.196,18.903,28.151
T2,0.417,2.608,12.119,16.628
T1,0.013,0.089,0.376,0.568
T4,1.152,8.714,34.272,47.596
T4,1.056,7.783,31.806,50.674
T1,0.013,0.098,0.395,0.608
T4,1.168,8.623,36.066,48.49
T1,0.012,0.087,0.422,0.57
T2,0.41,2.802,10.754,16.381
T4,1.047,7.753,32.993,48.703
T1,0.014,0.097,0.406,0.594
T3,0.628,4.311,20.36,27.205
T4,1.055,7.783,33.219,46.555
T2,0.355,3.009,12.532,18.663
T1,0.012,0.091,0.377,0.614
T2,0.415,2.697,11.154,16.765
T2,0.358,2.819,11.386,17.948
T4,1.117,7.943,31.251,46.303
T2,0.358,2.842,11.842,17.305
T1,0.012,0.1,0.408,0.622
T2,0.41,2.982,11.695,17.491
T2,0.404,2.873,12.54,18.227
T3,0.632,4.505,20.532,30.805
T4,1.072,7.576,33.672,49.877
T3,0.648,4.215,20.432,29.168
T2,0.414,2.632,11.721,18.063
T2,0.397,2.968,11.402,16.155
T2,0.358,2.969,11.621,18.264
T2,0.358,3.002,11.233,16.897
T3,0.66,4.76,18.705,26.232
T4,1.02,8.662,33.574,52.528
T3,0.602,4.468,18.315,29.149
T1,0.013,0.094,0.425,0.596
T4,1.188,7.872,33.344,52.522
T2,0.355,2.878,12.541,16.584
T1,0.013,0.098,0.363,0.549
T3,0.583,4.783,18.642,26.789
T3,0.644,4.411,17.992,29.796
T3,0.667,4.746,18.017,27.845
T2,0.354,2.963,12.286,17.523
T2,0.385,3.039,11.314,16.645
T1,0.014,0.087,0.366,0.625
T4,1.173,8.248,32.571,52.314
T3,0.598,4.684,18.359,29.119
T1,0.014,0.096,0.363,0.545
T3,0.648,4.336,18.097,27.811
T1,0.013,0.089,0.409,0.571
T2,0.394,2.81,11.883,18.722
T1,0.014,0.09,0.404,0.582
T1,0.014,0.097,0.373,0.578
T1,0.012,0.087,0.409,0.621
T1,0.012,0.092,0.419,0.611
T2,0.372,2.645,12.103,17.764
T2,0.373,2.989,10.849,16.933
T4,1.123,8.368,31.146,52.537
T1,0.013,0.087,0.36,0.62
T3,0.655,4.565,19.053,27.566
T2,0.411,2.976,12.473,17.38
T1,0.012,0.092,0.394,0.538
T3,0.628,4.434,19.34,25.961
T1,0.013,0.099,0.372,0.596
T1,0.014,0.102,0.4,0.6
T3,0.671,4.443,19.342,28.149
T4,1.136,8.053,34.939,54.082
T4,1.006,8.518,31.454,50.291
T4,1.086,7.874,30.73,47.049
T2,0.383,3.042,12.287,16.995
T2,0.377,2.888,12.456,16.348
T4,1.188,7.685,35.849,46.914
T3,0.636,4.485,19.025,30.511
T3,0.586,4.344,18.556,28.859
T4,1.187,7.467,34.835,49.55
T1,0.013,0.097,0.407,0.553
T2,0.39,2.582,12.575,17.76
T2,0.391,2.657,11.972,19.022
T3,0.668,4.63,17.389,30.805
T2,0.356,3.051,12.031,16.52
T2,0.394,2.58,12.621,17.38
T3,0.589,4.517,20.051,30.491
T4,1.14,8.272,31.317,54.142
T4,1.155,8.583,33.753,48.257
T2,0.392,2.814,11.686,18.616
T2,0.377,3.046,11.318,17.458
T2,0.391,2.611,11.998,18.797
T3,0.665,4.871,19.812,30.673
T4,1.168,7.595,35.862,49.358
T1,0.013,0.093,0.386,0.556
T3,0.612,4.792,20.422,27.369
T4,1.156,7.647,30.46,53.587
T3,0.672,4.922,17.548,29.865
T3,0.663,4.907,18.484,29.778
T1,0.012,0.098,0.4,0.617
T2,0.398,2.725,11.148,17.281
T4,1.158,8.524,33.619,46.626
T1,0.012,0.095,0.359,0.629
T3,0.582,4.523,17.272,29.474
T2,0.364,2.891,10.75,16.933
T2,0.407,2.703,12.327,17.522
T3,0.621,4.707,18.817,30.857
T1,0.012,0.096,0.369,0.589
T4,1.05,8.223,34.388,47.634
T3,0.587,4.206,17.445,30.232
T2,0.388,2.987,12.637,18.599
T4,1.12,7.835,30.878,51.89
T2,0.387,2.87,11.346,16.619
T4,1.077,8.724,33.204,53.927
T1,0.014,0.087,0.424,0.593
T4,1.053,8.189,34.416,52.401
T1,0.014,0.093,0.407,0.549
T2,0.386,3.009,12.563,16.917
T4,1.096,7.607,33.466,49.581
T1,0.012,0.099,0.408,0.581
T2,0.409,2.591,11.32,18.227
T3,0.653,4.95,17.796,27.84
T4,1.143,8.044,35.275,46.523
T1,0.012,0.095,0.379,0.563
T4,1.063,7.96,33.152,53.015
T2,0.403,2.822,10.774,16.153
T2,0.402,2.872,12.32,16.475
T4,1.063,7.352,32.631,51.303
T1,0.013,0.087,0.416,0.638
T4,1.165,7.816,32.03,51.235
T1,0.014,0.094,0.397,0.593
T1,0.013,0.098,0.415,0.604
T2,0.417,2.928,10.9,16.307
T3,0.657,4.592,18.128,26.371
T1,0.013,0.092,0.423,0.616
T4,1.18,7.996,33.16,51.566
T2,0.36,2.869,11.38,18.907
T4,1.146,7.973,32.813,47.25
T2,0.415,3.001,12.547,16.322
T4,1.092,7.513,35.048,50.545
T1,0.013,0.096,0.388,0.551
T1,0.013,0.089,0.406,0.608
T2,0.388,3.007,11.393,16.179
T2,0.412,2.713,11.872,18.685
T2,0.38,2.864,12.449,16.843
T3,0.637,4.303,20.019,27.323
T1,0.014,0.089,0.37,0.625
T2,0.377,2.898,11.788,18.571
T1,0.013,0.087,0.378,0.609
T2,0.354,2.973,12.219,18.808
T3,0.64,4.253,19.518,26.745
T2,0.389,3.022,11.358,18.515
T1,0.014,0.086,0.363,0.573
T3,0.647,4.567,19.363,27.531
T4,1.178,8.04,33.71,48.258
T2,0.403,2.77,11.302,17.174
T4,1.185,7.641,34.032,52.669
T3,0.582,4.339,18.477,30.762
T2,0.379,3.052,11.454,17.825
T2,0.399,2.875,12.552,18.88
T3,0.586,4.777,20.27,30.568
T1,0.014,0.097,0.388,0.629
T4,1.035,7.585,34.015,50.949
T3,0.636,4.68,20.066,30.662
T1,0.012,0.097,0.364,0.588
T2,0.356,2.806,10.81,17.544
T3,0.593,4.689,18.127,29.403
T4,1.065,8.133,31.174,53.658
T2,0.404,2.598,11.333,18.823
T4,1.059,7.503,36.111,49.564
T3,0.57,4.483,17.707,30.174
T4,1.093,8.375,31.597,50.886
T4,1.122,7.414,32.332,49.967
T4,1.075,7.961,33.754,50.254
T1,0.013,0.099,0.402,0.551
T1,0.012,0.09,0.361,0.624
T3,0.617,4.841,17.476,28.065
T2,0.39,2.741,11.843,16.734
T1,0.013,0.092,0.403,0.568
T4,1.037,8.57,33.497,49.116
T1,0.014,0.093,0.375,0.566
T4,1.112,8.216,31.587,53.312
T1,0.013,0.1,0.423,0.583
T1,0.012,0.093,0.378,0.563
T2,0.387,2.735,11.186,16.278
T1,0.012,0.097,0.415,0.576
T3,0.579,4.883,19.414,30.558
T1,0.013,0.09,0.409,0.623
T2,0.391,2.676,10.815,18.174
T2,0.378,2.827,10.671,16.538
T2,0.355,2.846,10.966,18.293
T4,1.064,8.626,35.446,47.45
T2,0.413,2.762,12.347,18.856
T1,0.013,0.099,0.419,0.585
T2,0.357,2.682,10.698,18.982
T4,1.188,8.004,32.623,54.305
T3,0.6,4.903,17.436,26.85
T4,1.185,8.111,35.985,50.54
T4,1.174,7.372,31.284,51.202
T1,0.013,0.091,0.358,0.566
T4,1.006,8.528,30.525,47.639
T3,0.589,4.25,19.981,26.581
T3,0.624,4.548,20.203,30.775
T3,0.583,4.865,19.298,26.968
T4,1.108,7.713,31.074,52.46
T1,0.014,0.098,0.376,0.633
T3,0.589,4.188,18.455,26.003
T4,1.07,7.363,33.069,49.068
T3,0.631,4.872,18.41,26.859
T3,0.624,4.716,20.246,27.7
T1,0.012,0.091,0.375,0.585
T3,0.584,4.294,19.803,29.317
T3,0.603,4.319,20.516,28.61
T4,1.12,8.401,31.028,46.158
T3,0.582,4.61,19.186,27.714
T1,0.014,0.095,0.368,0.548
T1,0.012,0.09,0.423,0.546
T1,0.013,0.099,0.416,0.582
T3,0.673,4.681,18.461,27.913
T3,0.644,4.32,20.291,26.022
T4,1.014,8.054,33.429,46.642
T4,1.168,8.32,30.76,48.045
T4,1.067,8.622,34.055,53.553
T1,0.013,0.097,0.392,0.601
T1,0.012,0.101,0.384,0.618
T1,0.013,0.097,0.405,0.598
T3,0.582,4.267,20.462,26.052
T3,0.601,4.886,19.919,25.999
T4,1.081,8.064,33.365,45.998
T3,0.615,4.4,18.851,29.672
T3,0.664,4.363,20.229,26.077
T1,0.012,0.089,0.417,0.553
T4,1.016,8.362,30.513,50.247
T3,0.669,4.795,20.009,30.337
T4,1.003,8.352,30.44,47.322
T1,0.012,0.089,0.381,0.586
T1,0.013,0.088,0.401,0.542
T4,1.016,7.582,34.876,53.726
T1,0.013,0.101,0.369,0.601
T4,1.095,7.387,34.225,49.35
T1,0.014,0.092,0.413,0.586
T1,0.013,0.092,0.384,0.538
T1,0.013,0.093,0.375,0.563
T1,0.012,0.087,0.399,0.543
T4,1.004,8.228,35.414,50.298
T1,0.014,0.099,0.361,0.589
T4,1.083,7.967,34.593,47.998
T1,0.014,0.091,0.376,0.614
T4,1.105,7.359,31.547,46.312
T1,0.014,0.097,0.394,0.586
T4,1.069,8.495,35.532,49.34
T1,0.013,0.092,0.367,0.605
T4,1.172,8.158,35.541,50.671
T1,0.014,0.087,0.376,0.599
T4,1.053,8.504,36.046,45.892
T1,0.013,0.093,0.367,0.611
T1,0.012,0.087,0.382,0.569
T1,0.013,0.101,0.375,0.589
T4,1.142,8.322,33.579,47.362
T4,1.18,7.889,31.481,48.276
