task_type,m1_1,m2_1,m3_1,m4_1
T2,0.278,0.539,6.851,11.837
T1,0.012,0.028,0.4,0.595
T4,1.028,2.383,31.826,49.966
T3,0.281,0.6,8.033,11.765
T2,0.25,0.517,7.239,10.913
T1,0.014,0.028,0.387,0.551
T3,0.244,0.578,8.184,12.403
T3,0.256,0.562,7.048,11.9
T1,0.014,0.029,0.391,0.538
T4,1.071,2.525,31.014,45.691
T2,0.261,0.575,7.378,12.181
T4,1.113,2.188,32.755,49.026
T4,1.162,2.341,29.585,52.254
T3,0.258,0.537,7.772,11.24
T2,0.237,0.514,8.085,11.931
T1,0.012,0.026,0.381,0.541
T2,0.256,0.546,7.219,11.827
T4,1.102,2.52,31.81,45.991
T3,0.248,0.537,7.265,11.289
T3,0.277,0.592,7.437,12.114
T4,1.099,2.542,30.747,46.505
T3,0.278,0.587,8.021,12.676
T4,1.071,2.187,31.471,53.425
T2,0.256,0.56,7.745,11.279
T4,1.126,2.214,33.51,54.171
T3,0.256,0.576,7.24,12.72
T2,0.255,0.556,7.286,11.916
T3,0.281,0.583,8.113,12.841
T4,1.163,2.516,30.791,51.592
T3,0.262,0.567,7.261,11.711
T4,1.109,2.371,34.139,49.145
T3,0.282,0.554,8.101,10.991
T3,0.266,0.557,7.155,12.442
T3,0.282,0.524,6.997,12.882
T4,1.032,2.197,31.822,49.847
T4,1.13,2.388,33.736,53.424
T2,0.246,0.586,7.514,12.54
T1,0.013,0.028,0.387,0.613
T3,0.251,0.525,7.218,11.65
T2,0.235,0.536,8.013,11.275
T2,0.242,0.539,7.367,11.649
T4,1.077,2.428,29.843,53.927
T4,1.005,2.441,33.047,50.753
T1,0.014,0.03,0.357,0.638
T1,0.013,0.029,0.379,0.555
T2,0.271,0.546,7.862,11.009
T3,0.269,0.515,7.711,11.638
T3,0.243,0.54,7.697,11.34
T1,0.013,0.026,0.389,0.626
T3,0.256,0.568,7.647,11.835
T1,0.014,0.027,0.405,0.635
T1,0.013,0.028,0.366,0.63
T2,0.257,0.525,6.889,12.282
T2,0.276,0.502,7.939,11.074
T3,0.244,0.522,8.137,11.047
T3,0.25,0.546,8.063,11.479
T2,0.26,0.595,6.951,11.669
T3,0.258,0.593,7.516,12.464
T4,1.123,2.264,30.323,48.21
T1,0.012,0.028,0.362,0.594
T3,0.244,0.56,7.416,12.236
T2,0.242,0.513,8.045,10.839
T2,0.254,0.542,7.086,11.371
T3,0.282,0.575,8.031,12.483
T4,1.141,2.371,34.476,50.412
T1,0.013,0.03,0.372,0.618
T2,0.259,0.511,7.576,11.134
T2,0.254,0.541,7.583,11.787
T1,0.013,0.026,0.383,0.621
T2,0.24,0.544,8.039,12.429
T4,1.189,2.485,31.582,50.061
T2,0.236,0.504,7.725,12.157
T3,0.254,0.547,7.63,12.621
T2,0.237,0.583,6.821,10.993
T1,0.013,0.028,0.382,0.621
T3,0.269,0.514,7.571,11.786
T2,0.278,0.51,7.747,11.111
T1,0.013,0.026,0.359,0.568
T4,1.152,2.548,32.787,47.596
T4,1.056,2.276,30.428,50.674
T1,0.013,0.029,0.377,0.608
T4,1.168,2.522,34.503,48.49
T1,0.012,0.025,0.404,0.57
T2,0.274,0.547,6.875,10.946
T4,1.047,2.267,31.564,48.703
T1,0.014,0.028,0.388,0.594
T3,0.263,0.528,8.155,11.39
T4,1.055,2.276,31.779,46.555
T2,0.238,0.588,8.011,12.471
T1,0.012,0.027,0.361,0.614
T2,0.277,0.527,7.13,11.203
T2,0.239,0.551,7.279,11.993
T4,1.117,2.323,29.897,46.303
T2,0.239,0.555,7.57,11.563
T1,0.012,0.029,0.39,0.622
T2,0.274,0.583,7.476,11.688
T2,0.27,0.561,8.016,12.179
T3,0.265,0.552,8.224,12.897
T4,1.072,2.216,32.213,49.877
T3,0.271,0.516,8.184,12.212
T2,0.277,0.514,7.493,12.069
T2,0.265,0.58,7.289,10.795
T2,0.239,0.58,7.429,12.204
T2,0.239,0.587,7.181,11.29
T3,0.276,0.583,7.492,10.983
T4,1.02,2.533,32.12,52.528
T3,0.252,0.547,7.336,12.204
T1,0.013,0.028,0.406,0.596
T4,1.188,2.302,31.899,52.522
T2,0.237,0.562,8.017,11.081
T1,0.013,0.029,0.347,0.549
T3,0.244,0.586,7.467,11.216
T3,0.27,0.54,7.206,12.475
T3,0.279,0.581,7.216,11.658
T2,0.236,0.579,7.854,11.709
T2,0.257,0.594,7.233,11.122
T1,0.014,0.025,0.35,0.625
T4,1.173,2.412,31.159,52.314
T3,0.25,0.573,7.353,12.192
T1,0.014,0.028,0.347,0.545
T3,0.271,0.531,7.249,11.644
T1,0.013,0.026,0.391,0.571
T2,0.264,0.549,7.596,12.51
T1,0.014,0.026,0.387,0.582
T1,0.014,0.028,0.357,0.578
T1,0.012,0.026,0.392,0.621
T1,0.012,0.027,0.401,0.611
T2,0.249,0.517,7.737,11.87
T2,0.249,0.584,6.935,11.315
T4,1.123,2.447,29.797,52.537
T1,0.013,0.026,0.344,0.62
T3,0.274,0.559,7.631,11.541
T2,0.274,0.582,7.973,11.613
T1,0.012,0.027,0.377,0.538
T3,0.263,0.543,7.746,10.869
T1,0.013,0.029,0.356,0.596
T1,0.014,0.03,0.382,0.6
T3,0.281,0.544,7.747,11.785
T4,1.136,2.355,33.425,54.082
T4,1.006,2.491,30.091,50.291
T4,1.086,2.303,29.398,47.049
T2,0.256,0.594,7.854,11.356
T2,0.252,0.564,7.963,10.924
T4,1.188,2.247,34.295,46.914
T3,0.266,0.549,7.62,12.774
T3,0.245,0.532,7.432,12.083
T4,1.187,2.184,33.326,49.55
T1,0.013,0.028,0.389,0.553
T2,0.26,0.504,8.039,11.867
T2,0.262,0.519,7.653,12.711
T3,0.28,0.567,6.965,12.897
T2,0.238,0.596,7.691,11.039
T2,0.263,0.504,8.068,11.614
T3,0.247,0.553,8.031,12.766
T4,1.14,2.419,29.96,54.142
T4,1.155,2.51,32.291,48.257
T2,0.262,0.55,7.47,12.439
T2,0.252,0.595,7.235,11.666
T2,0.261,0.51,7.67,12.56
T3,0.278,0.596,7.935,12.842
T4,1.168,2.221,34.308,49.358
T1,0.013,0.027,0.37,0.556
T3,0.256,0.587,8.18,11.459
T4,1.156,2.236,29.14,53.587
T3,0.281,0.603,7.029,12.504
T3,0.278,0.601,7.404,12.468
T1,0.012,0.029,0.382,0.617
T2,0.266,0.532,7.126,11.547
T4,1.158,2.493,32.163,46.626
T1,0.012,0.028,0.344,0.629
T3,0.244,0.554,6.918,12.34
T2,0.243,0.565,6.872,11.315
T2,0.272,0.528,7.88,11.709
T3,0.26,0.576,7.537,12.919
T1,0.012,0.028,0.353,0.589
T4,1.05,2.405,32.898,47.634
T3,0.246,0.515,6.987,12.657
T2,0.259,0.584,8.078,12.428
T4,1.12,2.291,29.54,51.89
T2,0.258,0.561,7.253,11.105
T4,1.077,2.551,31.766,53.927
T1,0.014,0.025,0.406,0.593
T4,1.053,2.395,32.925,52.401
T1,0.014,0.027,0.389,0.549
T2,0.258,0.588,8.031,11.304
T4,1.096,2.225,32.016,49.581
T1,0.012,0.029,0.39,0.581
T2,0.274,0.506,7.236,12.179
T3,0.274,0.606,7.128,11.656
T4,1.143,2.352,33.747,46.523
T1,0.012,0.028,0.362,0.563
T4,1.063,2.328,31.716,53.015
T2,0.27,0.551,6.887,10.793
T2,0.269,0.561,7.875,11.008
T4,1.063,2.15,31.217,51.303
T1,0.013,0.025,0.398,0.638
T4,1.165,2.286,30.643,51.235
T1,0.014,0.027,0.38,0.593
T1,0.013,0.029,0.397,0.604
T2,0.279,0.572,6.968,10.896
T3,0.275,0.562,7.261,11.041
T1,0.013,0.027,0.405,0.616
T4,1.18,2.338,31.723,51.566
T2,0.241,0.561,7.275,12.634
T4,1.146,2.332,31.391,47.25
T2,0.277,0.586,8.02,10.906
T4,1.092,2.197,33.53,50.545
T1,0.013,0.028,0.371,0.551
T1,0.013,0.026,0.388,0.608
T2,0.26,0.588,7.283,10.81
T2,0.275,0.53,7.589,12.486
T2,0.254,0.56,7.958,11.255
T3,0.267,0.527,8.018,11.439
T1,0.014,0.026,0.354,0.625
T2,0.252,0.566,7.536,12.409
T1,0.013,0.026,0.362,0.609
T2,0.237,0.581,7.811,12.568
T3,0.268,0.521,7.818,11.198
T2,0.26,0.59,7.261,12.371
T1,0.014,0.025,0.347,0.573
T3,0.271,0.559,7.756,11.527
T4,1.178,2.351,32.249,48.258
T2,0.269,0.541,7.225,11.476
T4,1.185,2.235,32.558,52.669
T3,0.244,0.531,7.401,12.879
T2,0.253,0.596,7.322,11.911
T2,0.266,0.562,8.024,12.615
T3,0.245,0.585,8.119,12.798
T1,0.014,0.028,0.371,0.629
T4,1.035,2.218,32.541,50.949
T3,0.266,0.573,8.037,12.837
T1,0.012,0.028,0.348,0.588
T2,0.238,0.548,6.91,11.723
T3,0.248,0.574,7.261,12.31
T4,1.065,2.378,29.823,53.658
T2,0.27,0.508,7.245,12.578
T4,1.059,2.194,34.547,49.564
T3,0.239,0.549,7.092,12.633
T4,1.093,2.449,30.227,50.886
T4,1.122,2.168,30.931,49.967
T4,1.075,2.328,32.291,50.254
T1,0.013,0.029,0.385,0.551
T1,0.012,0.026,0.345,0.624
T3,0.258,0.593,7.0,11.75
T2,0.261,0.536,7.57,11.181
T1,0.013,0.027,0.386,0.568
T4,1.037,2.506,32.045,49.116
T1,0.014,0.027,0.358,0.566
T4,1.112,2.403,30.219,53.312
T1,0.013,0.029,0.405,0.583
T1,0.012,0.027,0.361,0.563
T2,0.259,0.534,7.15,10.877
T1,0.012,0.028,0.397,0.576
T3,0.242,0.598,7.776,12.794
T1,0.013,0.026,0.391,0.623
T2,0.261,0.523,6.913,12.144
T2,0.252,0.552,6.821,11.051
T2,0.237,0.556,7.01,12.223
T4,1.064,2.522,33.91,47.45
T2,0.276,0.54,7.893,12.6
T1,0.013,0.029,0.401,0.585
T2,0.239,0.524,6.839,12.683
T4,1.188,2.341,31.21,54.305
T3,0.251,0.6,6.984,11.241
T4,1.185,2.372,34.426,50.54
T4,1.174,2.156,29.929,51.202
T1,0.013,0.027,0.342,0.566
T4,1.006,2.494,29.203,47.639
T3,0.247,0.52,8.003,11.129
T3,0.261,0.557,8.092,12.885
T3,0.244,0.596,7.73,11.291
T4,1.108,2.256,29.728,52.46
T1,0.014,0.029,0.36,0.633
T3,0.247,0.513,7.392,10.887
T4,1.07,2.153,31.636,49.068
T3,0.264,0.597,7.374,11.245
T3,0.261,0.577,8.109,11.597
T1,0.012,0.027,0.359,0.585
T3,0.245,0.526,7.932,12.274
T3,0.252,0.529,8.217,11.978
T4,1.12,2.457,29.684,46.158
T3,0.244,0.564,7.685,11.603
T1,0.014,0.028,0.352,0.548
T1,0.012,0.026,0.405,0.546
T1,0.013,0.029,0.398,0.582
T3,0.282,0.573,7.394,11.686
T3,0.269,0.529,8.127,10.895
T4,1.014,2.355,31.981,46.642
T4,1.168,2.433,29.427,48.045
T4,1.067,2.521,32.579,53.553
T1,0.013,0.028,0.375,0.601
T1,0.012,0.03,0.367,0.618
T1,0.013,0.028,0.387,0.598
T3,0.244,0.522,8.196,10.907
T3,0.252,0.598,7.978,10.885
T4,1.081,2.358,31.919,45.998
T3,0.257,0.539,7.55,12.423
T3,0.278,0.534,8.103,10.918
T1,0.012,0.026,0.399,0.553
T4,1.016,2.445,29.191,50.247
T3,0.28,0.587,8.014,12.701
T4,1.003,2.442,29.121,47.322
T1,0.012,0.026,0.364,0.586
T1,0.013,0.026,0.384,0.542
T4,1.016,2.217,33.365,53.726
T1,0.013,0.029,0.353,0.601
T4,1.095,2.16,32.743,49.35
T1,0.014,0.027,0.395,0.586
T1,0.013,0.027,0.367,0.538
T1,0.013,0.027,0.359,0.563
T1,0.012,0.025,0.382,0.543
T4,1.004,2.406,33.879,50.298
T1,0.014,0.029,0.346,0.589
T4,1.083,2.33,33.094,47.998
T1,0.014,0.027,0.36,0.614
T4,1.105,2.152,30.18,46.312
T1,0.014,0.028,0.377,0.586
T4,1.069,2.484,33.993,49.34
T1,0.013,0.027,0.352,0.605
T4,1.172,2.386,34.001,50.671
T1,0.014,0.025,0.36,0.599
T4,1.053,2.487,34.484,45.892
T1,0.013,0.027,0.352,0.611
T1,0.012,0.026,0.366,0.569
T1,0.013,0.03,0.359,0.589
T4,1.142,2.434,32.124,47.362
T4,1.18,2.307,30.117,48.276
