task_type,m1_1,m2_1,m3_1,m4_1
T1,0.012,0.162,0.42,0.587
T4,1.161,14.964,33.102,51.376
T4,1.103,13.731,32.59,54.22
T3,0.783,10.438,26.019,37.396
T4,1.17,15.139,33.141,54.005
T3,0.838,11.927,29.039,39.256
T2,0.6,7.473,16.4,24.659
T3,0.862,12.066,28.388,38.67
T3,0.782,11.556,28.19,37.711
T2,0.574,7.985,18.177,26.348
T2,0.557,8.081,17.585,24.7
T3,0.834,11.984,29.407,41.241
T1,0.013,0.181,0.425,0.625
T2,0.573,8.073,16.828,24.487
T2,0.54,7.965,18.031,23.047
T2,0.539,7.46,16.592,26.809
T3,0.844,11.245,24.895,40.638
T4,1.115,13.543,34.399,47.749
T1,0.014,0.18,0.429,0.637
T1,0.013,0.189,0.436,0.548
T2,0.593,7.787,17.369,23.992
T3,0.832,11.777,29.065,40.795
T2,0.52,7.35,17.895,25.759
T4,1.044,15.19,32.198,51.207
T2,0.55,7.541,16.309,25.497
T1,0.012,0.18,0.42,0.623
T3,0.832,11.535,25.303,41.547
T1,0.013,0.171,0.447,0.615
T1,0.012,0.16,0.393,0.618
T2,0.53,7.827,17.619,23.359
T1,0.012,0.185,0.408,0.55
T1,0.014,0.168,0.42,0.545
T1,0.012,0.161,0.408,0.613
T4,1.16,13.806,32.699,50.648
T4,1.011,15.026,34.951,45.871
T1,0.013,0.16,0.435,0.563
T4,1.189,15.493,33.168,47.604
T1,0.013,0.171,0.418,0.598
T1,0.013,0.177,0.428,0.621
T1,0.013,0.164,0.409,0.635
T4,1.092,15.404,33.376,50.601
T2,0.582,6.852,17.994,26.446
T1,0.013,0.16,0.445,0.639
T1,0.014,0.166,0.379,0.59
T3,0.885,10.466,28.768,40.551
T1,0.013,0.176,0.443,0.591
T2,0.532,7.739,18.17,26.21
T1,0.012,0.168,0.383,0.596
T1,0.012,0.185,0.397,0.628
T4,1.012,14.814,37.906,54.008
T4,1.164,14.138,36.493,49.43
T3,0.838,11.907,28.688,35.421
T2,0.513,7.156,16.228,26.572
T1,0.014,0.163,0.437,0.608
T1,0.012,0.169,0.4,0.6
T2,0.552,8.047,16.993,23.886
T4,1.066,13.744,33.307,50.563
T3,0.857,11.088,26.765,38.087
T3,0.827,12.159,29.413,38.053
T2,0.562,7.554,17.814,26.746
T1,0.012,0.171,0.378,0.619
T2,0.57,7.072,17.262,25.935
T3,0.781,11.536,25.256,35.928
T2,0.522,6.962,18.142,25.503
T2,0.591,7.014,17.405,23.902
T3,0.79,10.682,26.951,36.112
T2,0.527,6.991,17.477,24.293
T4,1.134,13.603,33.276,46.25
T4,1.115,14.171,32.691,53.157
T4,1.037,13.943,33.168,53.14
T4,1.114,14.475,35.3,45.807
T3,0.775,11.049,28.974,40.842
T3,0.83,10.838,24.854,39.236
T3,0.825,10.675,28.432,39.252
T3,0.837,12.361,24.766,38.969
T2,0.52,7.249,19.133,26.425
T4,1.017,15.075,36.136,49.851
T3,0.84,11.876,28.151,37.471
T3,0.839,10.456,26.857,36.643
T2,0.598,7.326,16.293,25.474
T1,0.012,0.177,0.442,0.595
T4,1.028,15.036,35.17,49.966
T3,0.911,12.263,28.764,38.12
T2,0.539,7.021,17.215,23.485
T1,0.014,0.175,0.427,0.551
T3,0.792,11.817,29.303,40.189
T3,0.831,11.5,25.235,38.558
T1,0.014,0.184,0.432,0.538
T4,1.071,15.934,34.273,45.691
T2,0.561,7.807,17.547,26.214
T4,1.113,13.806,36.197,49.026
T4,1.162,14.773,32.694,52.254
T3,0.837,10.982,27.83,36.42
T2,0.509,6.985,19.228,25.675
T1,0.012,0.162,0.421,0.541
T2,0.552,7.419,17.167,25.452
T4,1.102,15.9,35.153,45.991
T3,0.803,10.975,26.014,36.58
T3,0.896,12.105,26.63,39.252
T4,1.099,16.039,33.978,46.505
T3,0.902,12.008,28.721,41.072
T4,1.071,13.8,34.778,53.425
T2,0.551,7.606,18.419,24.272
T4,1.126,13.972,37.032,54.171
T3,0.828,11.776,25.925,41.216
T2,0.548,7.544,17.327,25.644
T3,0.911,11.925,29.05,41.606
T4,1.163,15.874,34.026,51.592
T3,0.847,11.592,25.998,37.945
T4,1.109,14.958,37.727,49.145
T3,0.914,11.334,29.008,35.612
T3,0.863,11.387,25.62,40.313
T3,0.914,10.711,25.054,41.741
T4,1.032,13.864,35.166,49.847
T4,1.13,15.068,37.281,53.424
T2,0.529,7.963,17.869,26.987
T1,0.013,0.177,0.428,0.613
T3,0.813,10.735,25.846,37.749
T2,0.506,7.277,19.056,24.265
T2,0.521,7.322,17.519,25.07
T4,1.077,15.322,32.979,53.927
T4,1.005,15.405,36.52,50.753
T1,0.014,0.187,0.394,0.638
T1,0.013,0.181,0.419,0.555
T2,0.582,7.416,18.698,23.691
T3,0.872,10.539,27.611,37.708
T3,0.786,11.05,27.562,36.745
T1,0.013,0.166,0.43,0.626
T3,0.829,11.618,27.381,38.347
T1,0.014,0.171,0.448,0.635
T1,0.013,0.177,0.405,0.63
T2,0.553,7.131,16.384,26.431
T2,0.593,6.817,18.881,23.831
T3,0.791,10.668,29.136,35.795
T3,0.809,11.159,28.869,37.195
T2,0.559,8.082,16.53,25.113
T3,0.837,12.118,26.912,40.385
T4,1.123,14.288,33.51,48.21
T1,0.012,0.177,0.4,0.594
T3,0.791,11.457,26.553,39.646
T2,0.52,6.961,19.133,23.326
T2,0.547,7.359,16.851,24.471
T3,0.913,11.755,28.757,40.446
T4,1.141,14.959,38.099,50.412
T1,0.013,0.189,0.411,0.618
T2,0.557,6.934,18.018,23.961
T2,0.546,7.353,18.034,25.366
T1,0.013,0.162,0.423,0.621
T2,0.517,7.387,19.118,26.747
T4,1.189,15.679,34.901,50.061
T2,0.509,6.839,18.371,26.162
T3,0.822,11.177,27.322,40.894
T2,0.51,7.917,16.221,23.657
T1,0.013,0.178,0.422,0.621
T3,0.871,10.503,27.11,38.19
T2,0.599,6.921,18.425,23.91
T1,0.013,0.165,0.397,0.568
T4,1.152,16.078,36.232,47.596
T4,1.056,14.361,33.626,50.674
T1,0.013,0.181,0.417,0.608
T4,1.168,15.911,38.129,48.49
T1,0.012,0.16,0.446,0.57
T2,0.59,7.435,16.349,23.556
T4,1.047,14.306,34.881,48.703
T1,0.014,0.179,0.429,0.594
T3,0.852,10.791,29.199,36.906
T4,1.055,14.361,35.119,46.555
T2,0.511,7.984,19.051,26.838
T1,0.012,0.168,0.399,0.614
T2,0.597,7.156,16.957,24.109
T2,0.514,7.479,17.31,25.809
T4,1.117,14.656,33.039,46.303
T2,0.515,7.541,18.003,24.884
T1,0.012,0.185,0.431,0.622
T2,0.59,7.912,17.779,25.152
T2,0.582,7.623,19.063,26.21
T3,0.857,11.278,29.447,41.789
T4,1.072,13.98,35.598,49.877
T3,0.879,10.55,29.303,39.569
T2,0.596,6.983,17.82,25.974
T2,0.571,7.875,17.334,23.23
T2,0.514,7.877,17.667,26.263
T2,0.515,7.966,17.078,24.297
T3,0.895,11.916,26.827,35.586
T4,1.02,15.983,35.495,52.528
T3,0.816,11.184,26.267,39.543
T1,0.013,0.174,0.449,0.596
T4,1.188,14.525,35.251,52.522
T2,0.511,7.635,19.065,23.847
T1,0.013,0.182,0.383,0.549
T3,0.791,11.972,26.736,36.342
T3,0.874,11.041,25.803,40.421
T3,0.905,11.881,25.839,37.773
T2,0.509,7.861,18.678,25.197
T2,0.554,8.063,17.2,23.936
T1,0.014,0.16,0.387,0.625
T4,1.173,15.219,34.434,52.314
T3,0.811,11.725,26.33,39.503
T1,0.014,0.178,0.383,0.545
T3,0.88,10.855,25.955,37.728
T1,0.013,0.164,0.432,0.571
T2,0.567,7.455,18.066,26.922
T1,0.014,0.167,0.427,0.582
T1,0.014,0.179,0.394,0.578
T1,0.012,0.161,0.433,0.621
T1,0.012,0.171,0.443,0.611
T2,0.535,7.019,18.399,25.544
T2,0.536,7.931,16.493,24.349
T4,1.123,15.441,32.928,52.537
T1,0.013,0.161,0.381,0.62
T3,0.889,11.428,27.325,37.396
T2,0.591,7.897,18.962,24.992
T1,0.012,0.17,0.417,0.538
T3,0.852,11.099,27.737,35.218
T1,0.013,0.183,0.393,0.596
T1,0.014,0.188,0.422,0.6
T3,0.91,11.122,27.74,38.186
T4,1.136,14.86,36.938,54.082
T4,1.006,15.718,33.253,50.291
T4,1.086,14.53,32.487,47.049
T2,0.551,8.072,18.679,24.438
T2,0.542,7.664,18.936,23.508
T4,1.188,14.18,37.899,46.914
T3,0.863,11.228,27.285,41.391
T3,0.795,10.874,26.613,39.15
T4,1.187,13.778,36.828,49.55
T1,0.013,0.179,0.43,0.553
T2,0.56,6.85,19.117,25.539
T2,0.563,7.05,18.2,27.354
T3,0.906,11.591,24.939,41.789
T2,0.512,8.095,18.29,23.755
T2,0.566,6.846,19.187,24.993
T3,0.799,11.307,28.756,41.364
T4,1.14,15.264,33.108,54.142
T4,1.155,15.837,35.684,48.257
T2,0.564,7.467,17.765,26.77
T2,0.542,8.081,17.206,25.105
T2,0.562,6.927,18.24,27.03
T3,0.902,12.193,28.414,41.611
T4,1.168,14.015,37.913,49.358
T1,0.013,0.171,0.408,0.556
T3,0.83,11.995,29.289,37.129
T4,1.156,14.109,32.202,53.587
T3,0.912,12.32,25.168,40.515
T3,0.899,12.284,26.51,40.397
T1,0.012,0.181,0.422,0.617
T2,0.573,7.231,16.947,24.85
T4,1.158,15.728,35.542,46.626
T1,0.012,0.176,0.38,0.629
T3,0.79,11.321,24.77,39.985
T2,0.523,7.671,16.343,24.35
T2,0.585,7.172,18.74,25.197
T3,0.842,11.782,26.987,41.86
T1,0.012,0.177,0.39,0.589
T4,1.05,15.173,36.355,47.634
T3,0.796,10.528,25.019,41.012
T2,0.558,7.925,19.211,26.745
T4,1.12,14.457,32.644,51.89
T2,0.556,7.616,17.249,23.898
T4,1.077,16.098,35.104,53.927
T1,0.014,0.16,0.448,0.593
T4,1.053,15.111,36.385,52.401
T1,0.014,0.171,0.43,0.549
T2,0.556,7.984,19.1,24.326
T4,1.096,14.037,35.381,49.581
T1,0.012,0.183,0.431,0.581
T2,0.589,6.875,17.209,26.21
T3,0.886,12.39,25.522,37.767
T4,1.143,14.843,37.293,46.523
T1,0.012,0.175,0.4,0.563
T4,1.063,14.688,35.049,53.015
T2,0.58,7.488,16.379,23.227
T2,0.579,7.619,18.729,23.69
T4,1.063,13.566,34.497,51.303
T1,0.013,0.161,0.44,0.638
T4,1.165,14.423,33.863,51.235
T1,0.014,0.174,0.42,0.593
T1,0.013,0.181,0.439,0.604
T2,0.6,7.769,16.571,23.449
T3,0.891,11.494,25.998,35.775
T1,0.013,0.171,0.447,0.616
T4,1.18,14.755,35.057,51.566
T2,0.518,7.612,17.301,27.188
T4,1.146,14.712,34.69,47.25
T2,0.596,7.962,19.074,23.471
T4,1.092,13.863,37.053,50.545
T1,0.013,0.177,0.41,0.551
T1,0.013,0.165,0.429,0.608
T2,0.559,7.979,17.32,23.264
T2,0.592,7.198,18.048,26.869
T2,0.547,7.599,18.925,24.22
T3,0.864,10.77,28.711,37.065
T1,0.014,0.164,0.391,0.625
T2,0.542,7.688,17.921,26.705
T1,0.013,0.161,0.4,0.609
T2,0.509,7.887,18.576,27.046
T3,0.868,10.647,27.993,36.282
T2,0.559,8.018,17.268,26.624
T1,0.014,0.159,0.383,0.573
T3,0.878,11.432,27.77,37.348
T4,1.178,14.836,35.638,48.258
T2,0.58,7.351,17.181,24.697
T4,1.185,14.1,35.979,52.669
T3,0.79,10.863,26.5,41.731
T2,0.545,8.097,17.413,25.633
T2,0.573,7.627,19.081,27.149
T3,0.795,11.957,29.071,41.468
T1,0.014,0.178,0.41,0.629
T4,1.035,13.997,35.96,50.949
T3,0.863,11.715,28.778,41.595
T1,0.012,0.179,0.385,0.588
T2,0.512,7.446,16.433,25.228
T3,0.804,11.739,25.997,39.888
T4,1.065,15.008,32.957,53.658
T2,0.581,6.894,17.229,27.067
T4,1.059,13.844,38.177,49.564
T3,0.773,11.223,25.395,40.934
T4,1.093,15.453,33.404,50.886
T4,1.122,13.681,34.182,49.967
T4,1.075,14.689,35.684,50.254
T1,0.013,0.184,0.425,0.551
T1,0.012,0.167,0.381,0.624
T3,0.837,12.117,25.064,38.072
T2,0.561,7.274,18.004,24.063
T1,0.013,0.17,0.426,0.568
T4,1.037,15.813,35.413,49.116
T1,0.014,0.172,0.396,0.566
T4,1.112,15.161,33.394,53.312
T1,0.013,0.184,0.447,0.583
T1,0.012,0.171,0.399,0.563
T2,0.557,7.256,17.005,23.408
T1,0.012,0.179,0.439,0.576
T3,0.785,12.223,27.843,41.455
T1,0.013,0.166,0.432,0.623
T2,0.562,7.1,16.441,26.134
T2,0.543,7.501,16.222,23.781
T2,0.51,7.553,16.671,26.305
T4,1.064,15.916,37.474,47.45
T2,0.594,7.329,18.771,27.115
T1,0.013,0.183,0.443,0.585
T2,0.514,7.117,16.264,27.295
T4,1.188,14.769,34.489,54.305
T3,0.814,12.272,25.007,36.424
T4,1.185,14.966,38.043,50.54
T4,1.174,13.603,33.074,51.202
T1,0.013,0.169,0.378,0.566
T4,1.006,15.735,32.272,47.639
T3,0.799,10.638,28.657,36.059
T3,0.846,11.384,28.975,41.749
T3,0.791,12.178,27.677,36.585
T4,1.108,14.233,32.851,52.46
T1,0.014,0.18,0.398,0.633
T3,0.799,10.483,26.467,35.276
T4,1.07,13.586,34.961,49.068
T3,0.856,12.197,26.403,36.436
T3,0.847,11.806,29.037,37.577
T1,0.012,0.169,0.396,0.585
T3,0.792,10.748,28.401,39.771
T3,0.817,10.81,29.423,38.812
T4,1.12,15.502,32.803,46.158
T3,0.79,11.541,27.517,37.596
T1,0.014,0.175,0.389,0.548
T1,0.012,0.167,0.448,0.546
T1,0.013,0.182,0.44,0.582
T3,0.914,11.718,26.477,37.866
T3,0.873,10.814,29.101,35.301
T4,1.014,14.861,35.341,46.642
T4,1.168,15.352,32.519,48.045
T4,1.067,15.91,36.003,53.553
T1,0.013,0.179,0.414,0.601
T1,0.012,0.187,0.406,0.618
T1,0.013,0.179,0.428,0.598
T3,0.79,10.682,29.346,35.342
T3,0.815,12.231,28.568,35.27
T4,1.081,14.88,35.273,45.998
T3,0.834,11.015,27.036,40.253
T3,0.901,10.92,29.013,35.376
T1,0.012,0.163,0.44,0.553
T4,1.016,15.431,32.258,50.247
T3,0.908,12.002,28.697,41.155
T4,1.003,15.411,32.181,47.322
T1,0.012,0.164,0.402,0.586
T1,0.013,0.163,0.424,0.542
T4,1.016,13.991,36.871,53.726
T1,0.013,0.186,0.39,0.601
T4,1.095,13.631,36.183,49.35
T1,0.014,0.17,0.437,0.586
T1,0.013,0.17,0.406,0.538
T1,0.013,0.172,0.397,0.563
T1,0.012,0.161,0.422,0.543
T4,1.004,15.182,37.44,50.298
T1,0.014,0.182,0.382,0.589
T4,1.083,14.701,36.571,47.998
T1,0.014,0.168,0.398,0.614
T4,1.105,13.579,33.351,46.312
T1,0.014,0.18,0.416,0.586
T4,1.069,15.675,37.565,49.34
T1,0.013,0.169,0.388,0.605
T4,1.172,15.054,37.574,50.671
T1,0.014,0.16,0.398,0.599
T4,1.053,15.691,38.107,45.892
T1,0.013,0.172,0.388,0.611
T1,0.012,0.161,0.404,0.569
T1,0.013,0.187,0.396,0.589
T4,1.142,15.357,35.5,47.362
T4,1.18,14.556,33.282,48.276
