task_type,m1_1,m2_1,m3_1,m4_1
T1,0.038,0.042,1.127,1.667
T2,0.442,0.434,12.72,17.975
T3,0.716,0.667,20.311,30.935
T3,0.645,0.699,20.275,30.145
T1,0.038,0.038,1.156,1.877
T3,0.68,0.735,20.142,31.459
T1,0.041,0.04,1.204,1.905
T1,0.04,0.041,1.089,1.889
T2,0.42,0.417,11.146,20.054
T2,0.45,0.399,12.845,18.081
T3,0.649,0.675,21.433,29.366
T3,0.664,0.706,21.237,30.514
T2,0.424,0.473,11.246,19.053
T3,0.687,0.767,19.797,33.131
T4,3.37,3.306,90.141,144.631
T1,0.036,0.041,1.077,1.782
T3,0.649,0.725,19.533,32.525
T2,0.395,0.407,13.017,17.698
T2,0.415,0.431,11.464,18.567
T3,0.749,0.744,21.154,33.182
T4,3.423,3.461,102.487,151.235
T1,0.04,0.044,1.106,1.855
T2,0.423,0.406,12.258,18.18
T2,0.414,0.43,12.269,19.245
T1,0.04,0.037,1.138,1.864
T2,0.392,0.432,13.006,20.293
T4,3.566,3.628,93.884,150.183
T2,0.386,0.4,12.498,19.85
T3,0.674,0.707,20.099,33.549
T2,0.387,0.463,11.035,17.949
T1,0.04,0.041,1.135,1.862
T3,0.715,0.665,19.943,31.331
T2,0.455,0.405,12.535,18.141
T1,0.04,0.038,1.068,1.703
T4,3.456,3.72,97.465,142.788
T4,3.167,3.323,90.453,152.023
T1,0.039,0.042,1.122,1.824
T4,3.504,3.682,102.566,145.469
T1,0.036,0.037,1.201,1.711
T2,0.448,0.435,11.122,17.872
T4,3.142,3.31,93.829,146.109
T1,0.042,0.042,1.155,1.783
T3,0.699,0.683,21.48,30.277
T4,3.164,3.323,94.47,139.664
T2,0.388,0.467,12.961,20.362
T1,0.035,0.039,1.072,1.842
T2,0.453,0.419,11.536,18.292
T2,0.39,0.438,11.776,19.582
T4,3.351,3.391,88.874,138.91
T2,0.391,0.441,12.248,18.88
T1,0.036,0.043,1.16,1.867
T2,0.448,0.463,12.095,19.083
T2,0.441,0.446,12.969,19.886
T3,0.703,0.714,21.662,34.283
T4,3.215,3.235,95.758,149.63
T3,0.721,0.668,21.556,32.462
T2,0.452,0.409,12.123,19.707
T2,0.433,0.461,11.793,17.625
T2,0.39,0.461,12.019,19.927
T2,0.391,0.466,11.618,18.435
T3,0.734,0.754,19.734,29.194
T4,3.06,3.698,95.481,157.584
T3,0.67,0.708,19.323,32.441
T1,0.039,0.04,1.207,1.789
T4,3.563,3.361,94.825,157.567
T2,0.387,0.447,12.97,18.093
T1,0.04,0.042,1.031,1.646
T3,0.649,0.758,19.667,29.815
T3,0.717,0.699,18.981,33.161
T3,0.742,0.752,19.008,30.989
T2,0.386,0.46,12.707,19.118
T2,0.42,0.472,11.702,18.161
T1,0.041,0.037,1.041,1.876
T4,3.518,3.522,92.627,156.943
T3,0.665,0.742,19.369,32.408
T1,0.041,0.041,1.031,1.636
T3,0.722,0.687,19.093,30.952
T1,0.038,0.038,1.162,1.713
T2,0.43,0.436,12.29,20.426
T1,0.041,0.039,1.15,1.747
T1,0.041,0.042,1.06,1.735
T1,0.037,0.037,1.164,1.864
T1,0.037,0.04,1.192,1.832
T2,0.406,0.411,12.517,19.381
T2,0.407,0.464,11.22,18.474
T4,3.369,3.573,88.575,157.612
T1,0.04,0.037,1.024,1.859
T3,0.729,0.723,20.101,30.679
T2,0.448,0.462,12.9,18.962
T1,0.037,0.039,1.121,1.614
T3,0.699,0.702,20.404,28.893
T1,0.04,0.042,1.058,1.787
T1,0.041,0.044,1.136,1.8
T3,0.747,0.704,20.406,31.328
T4,3.407,3.438,99.362,162.246
T4,3.018,3.637,89.45,150.874
T4,3.258,3.362,87.391,141.146
T2,0.418,0.472,12.708,18.542
T2,0.411,0.449,12.883,17.836
T4,3.565,3.281,101.949,140.741
T3,0.708,0.71,20.072,33.957
T3,0.652,0.688,19.577,32.118
T4,3.56,3.188,99.066,148.651
T1,0.04,0.042,1.157,1.659
T2,0.425,0.401,13.006,19.377
T2,0.427,0.413,12.382,20.754
T3,0.744,0.733,18.346,34.283
T2,0.388,0.474,12.443,18.024
T2,0.429,0.401,13.054,18.963
T3,0.656,0.715,21.154,33.934
T4,3.42,3.532,89.061,162.425
T4,3.465,3.665,95.99,144.771
T2,0.428,0.437,12.086,20.311
T2,0.411,0.473,11.706,19.048
T2,0.427,0.405,12.409,20.508
T3,0.74,0.771,20.902,34.137
T4,3.504,3.243,101.987,148.074
T1,0.04,0.04,1.099,1.667
T3,0.681,0.759,21.546,30.46
T4,3.467,3.265,86.625,160.761
T3,0.748,0.78,18.514,33.238
T3,0.738,0.777,19.501,33.141
T1,0.037,0.042,1.136,1.85
T2,0.435,0.423,11.53,18.854
T4,3.474,3.639,95.609,139.878
T1,0.037,0.041,1.022,1.888
T3,0.648,0.716,18.222,32.803
T2,0.397,0.449,11.118,18.475
T2,0.444,0.42,12.749,19.118
T3,0.691,0.745,19.852,34.342
T1,0.035,0.041,1.05,1.767
T4,3.149,3.511,97.795,142.902
T3,0.653,0.666,18.404,33.646
T2,0.424,0.464,13.07,20.292
T4,3.359,3.345,87.813,155.669
T2,0.422,0.446,11.735,18.132
T4,3.231,3.725,94.429,161.782
T1,0.041,0.037,1.206,1.78
T4,3.158,3.497,97.875,157.203
T1,0.041,0.04,1.157,1.646
T2,0.422,0.467,12.994,18.457
T4,3.289,3.248,95.174,148.744
T1,0.037,0.042,1.16,1.743
T2,0.447,0.402,11.708,19.886
T3,0.727,0.784,18.775,30.984
T4,3.428,3.435,100.318,139.57
T1,0.036,0.041,1.077,1.69
T4,3.19,3.399,94.281,159.045
T2,0.44,0.438,11.143,17.623
T2,0.439,0.446,12.742,17.974
T4,3.188,3.139,92.798,153.91
T1,0.039,0.037,1.183,1.913
T4,3.494,3.337,91.09,153.704
T1,0.041,0.04,1.129,1.78
T1,0.039,0.042,1.18,1.813
T2,0.455,0.455,11.274,17.791
T3,0.731,0.727,19.125,29.349
T1,0.039,0.04,1.203,1.849
T4,3.541,3.414,94.303,154.698
T2,0.393,0.446,11.77,20.628
T4,3.439,3.404,93.316,141.75
T2,0.453,0.466,12.976,17.808
T4,3.276,3.208,99.673,151.636
T1,0.04,0.041,1.104,1.655
T1,0.038,0.038,1.154,1.823
T2,0.424,0.467,11.783,17.651
T2,0.449,0.421,12.279,20.386
T2,0.415,0.445,12.875,18.376
T3,0.709,0.681,21.12,30.408
T1,0.041,0.038,1.053,1.875
T2,0.411,0.45,12.192,20.262
T1,0.04,0.037,1.076,1.827
T2,0.386,0.462,12.638,20.52
T3,0.712,0.674,20.592,29.765
T2,0.424,0.469,11.748,20.2
T1,0.042,0.037,1.031,1.718
T3,0.72,0.723,20.428,30.64
T4,3.533,3.433,95.866,144.773
T2,0.44,0.43,11.689,18.738
T4,3.556,3.263,96.784,158.006
T3,0.648,0.687,19.494,34.236
T2,0.413,0.474,11.846,19.448
T2,0.435,0.446,12.981,20.598
T3,0.652,0.757,21.385,34.02
T1,0.041,0.041,1.102,1.888
T4,3.105,3.239,96.734,152.846
T3,0.708,0.741,21.17,34.124
T1,0.036,0.041,1.035,1.764
T2,0.388,0.436,11.18,19.141
T3,0.66,0.743,19.124,32.724
T4,3.195,3.473,88.653,160.975
T2,0.441,0.403,11.721,20.537
T4,3.179,3.203,102.696,148.692
T3,0.634,0.71,18.681,33.582
T4,3.279,3.576,89.856,152.659
T4,3.366,3.166,91.948,149.902
T4,3.225,3.399,95.991,150.762
T1,0.039,0.043,1.144,1.653
T1,0.037,0.039,1.026,1.872
T3,0.686,0.767,18.437,31.234
T2,0.426,0.426,12.248,18.257
T1,0.039,0.039,1.147,1.703
T4,3.112,3.659,95.261,147.347
T1,0.042,0.04,1.065,1.697
T4,3.335,3.508,89.831,159.936
T1,0.038,0.043,1.203,1.749
T1,0.036,0.04,1.074,1.69
T2,0.423,0.425,11.569,17.76
T1,0.037,0.041,1.18,1.727
T3,0.644,0.773,20.482,34.009
T1,0.04,0.039,1.162,1.869
T2,0.426,0.416,11.185,19.829
T2,0.412,0.439,11.036,18.043
T2,0.387,0.442,11.342,19.958
T4,3.193,3.683,100.804,142.351
T2,0.45,0.429,12.77,20.573
T1,0.04,0.042,1.191,1.756
T2,0.39,0.417,11.065,20.709
T4,3.566,3.417,92.777,162.916
T3,0.668,0.777,18.396,29.882
T4,3.554,3.463,102.337,151.619
T4,3.522,3.148,88.969,153.605
T1,0.038,0.039,1.017,1.697
T4,3.017,3.641,86.811,142.917
T3,0.655,0.673,21.081,29.583
T3,0.694,0.72,21.314,34.251
T3,0.649,0.771,20.36,30.014
T4,3.324,3.293,88.371,157.381
T1,0.041,0.042,1.07,1.899
T3,0.655,0.663,19.47,28.94
T4,3.209,3.144,94.044,147.205
T3,0.703,0.772,19.423,29.892
T3,0.695,0.747,21.36,30.828
T1,0.037,0.039,1.066,1.756
T3,0.65,0.68,20.892,32.628
T3,0.671,0.684,21.644,31.841
T4,3.36,3.587,88.24,138.473
T3,0.648,0.73,20.242,30.844
T1,0.041,0.04,1.045,1.644
T1,0.037,0.039,1.204,1.639
T1,0.038,0.042,1.183,1.747
T3,0.749,0.741,19.477,31.065
T3,0.716,0.684,21.407,28.961
T4,3.043,3.439,95.068,139.926
T4,3.505,3.552,87.477,144.134
T4,3.2,3.682,96.847,160.659
T1,0.038,0.042,1.114,1.802
T1,0.036,0.043,1.091,1.853
T1,0.038,0.042,1.151,1.793
T3,0.648,0.676,21.587,28.994
T3,0.669,0.774,21.015,28.935
T4,3.243,3.443,94.886,137.993
T3,0.684,0.697,19.888,33.023
T3,0.739,0.691,21.342,29.022
T1,0.036,0.038,1.185,1.66
T4,3.047,3.571,86.775,150.742
T3,0.745,0.759,21.11,33.763
T4,3.008,3.566,86.567,141.967
T1,0.037,0.038,1.082,1.759
T1,0.04,0.038,1.141,1.628
T4,3.05,3.237,99.184,161.177
T1,0.04,0.043,1.049,1.804
T4,3.284,3.154,97.333,148.049
T1,0.041,0.039,1.175,1.757
T1,0.04,0.039,1.091,1.615
T1,0.039,0.04,1.068,1.688
T1,0.036,0.037,1.135,1.63
T4,3.013,3.513,100.713,150.894
T1,0.041,0.042,1.027,1.767
T4,3.25,3.402,98.377,143.994
T1,0.041,0.039,1.071,1.841
T4,3.316,3.142,89.715,138.936
T1,0.041,0.042,1.119,1.758
T4,3.208,3.627,101.049,148.019
T1,0.039,0.039,1.045,1.814
T4,3.517,3.483,101.075,152.014
T1,0.041,0.037,1.069,1.798
T4,3.159,3.631,102.509,137.676
T1,0.039,0.04,1.045,1.832
T1,0.037,0.037,1.087,1.707
T1,0.04,0.043,1.066,1.767
T4,3.427,3.553,95.495,142.086
T4,3.541,3.368,89.528,144.828
