task_type,m1_1,m2_1,m3_1,m4_1
T3,20.651,48.985,137.172,137.193
T3,22.205,47.361,135.553,140.05
T1,14.259,31.357,89.807,85.189
T4,26.007,57.783,154.391,160.708
T1,13.53,31.748,91.138,89.536
T4,25.534,57.574,141.174,154.127
T4,24.259,52.834,138.988,162.659
T3,19.438,45.345,125.28,126.661
T4,25.736,58.248,141.339,162.014
T3,20.825,51.81,139.822,132.961
T2,19.307,42.077,102.349,108.25
T3,21.422,52.413,136.686,130.977
T3,19.42,50.201,135.735,127.728
T2,18.466,44.956,113.434,115.665
T2,17.942,45.497,109.744,108.43
T3,20.72,52.059,141.593,139.686
T1,15.089,35.476,92.182,95.249
T2,18.46,45.452,105.015,107.497
T2,17.386,44.843,112.526,101.174
T2,17.345,42.0,103.542,117.687
T3,20.97,48.85,119.867,137.642
T4,24.531,52.109,146.702,143.246
T1,15.195,35.117,92.985,97.185
T1,14.388,36.979,94.556,83.584
T2,19.076,43.845,108.393,105.323
T3,20.674,51.158,139.947,138.173
T2,16.742,41.38,111.679,113.081
T4,22.967,58.445,137.315,153.62
T2,17.691,42.457,101.78,111.93
T1,13.499,35.237,91.064,94.996
T3,20.661,50.11,121.833,140.723
T1,14.839,33.515,96.906,93.732
T1,13.663,31.207,85.282,94.285
T2,17.053,44.066,109.952,102.542
T1,13.391,36.282,88.403,83.867
T1,15.409,32.788,90.985,83.055
T1,13.526,31.488,88.517,93.489
T4,25.532,53.12,139.456,151.944
T4,22.251,57.815,149.057,137.612
T1,15.037,31.257,94.331,85.916
T4,26.15,59.612,141.454,142.812
T1,14.151,33.514,90.72,91.234
T1,14.076,34.531,92.795,94.697
T1,14.057,32.107,88.733,96.858
T4,24.026,59.269,142.343,151.802
T2,18.744,38.577,112.296,116.096
T1,14.261,31.252,96.455,97.508
T1,15.343,32.377,82.151,89.936
T3,21.989,45.465,138.517,137.349
T1,14.175,34.501,96.085,90.083
T2,17.126,43.575,113.392,115.059
T1,13.684,32.805,83.067,90.846
T1,13.557,36.106,86.12,95.848
T4,22.262,56.999,161.662,162.024
T4,25.604,54.398,155.634,148.289
T3,20.823,51.724,138.131,119.972
T2,16.517,40.291,101.276,116.649
T1,15.514,31.847,94.765,92.695
T1,13.637,32.984,86.82,91.453
T2,17.767,45.309,106.049,104.858
T4,23.447,52.883,142.048,151.69
T3,21.291,48.166,128.874,129.002
T3,20.55,52.818,141.624,128.888
T2,18.089,42.533,111.169,117.411
T1,13.531,33.469,82.004,94.358
T2,18.354,39.82,107.728,113.85
T3,19.405,50.113,121.609,121.69
T2,16.799,39.197,113.216,111.956
T2,19.012,39.494,108.62,104.93
T3,19.631,46.404,129.772,122.313
T2,16.956,39.362,109.067,106.643
T4,24.94,52.339,141.915,138.75
T4,24.534,54.523,139.42,159.471
T4,22.818,53.647,141.454,159.42
T4,24.518,55.693,150.546,137.421
T3,19.243,47.999,139.512,138.334
T3,20.607,47.082,119.673,132.893
T3,20.497,46.373,136.901,132.949
T3,20.781,53.698,119.248,131.99
T2,16.743,40.813,119.404,116.004
T4,22.376,58.003,154.111,149.554
T3,20.871,51.592,135.548,126.916
T3,20.836,45.423,129.315,124.112
T2,19.246,41.246,101.68,111.829
T1,13.86,34.56,95.922,90.808
T4,22.623,57.852,149.994,149.898
T3,22.64,53.271,138.497,129.114
T2,17.342,39.531,107.43,103.098
T1,15.548,34.195,92.675,84.061
T3,19.669,51.335,141.094,136.123
T3,20.63,49.957,121.509,130.597
T1,15.663,36.055,93.574,82.086
T4,23.555,61.308,146.168,137.074
T2,18.051,43.955,109.506,115.079
T4,24.479,53.12,154.37,147.078
T4,25.556,56.841,139.431,156.763
T3,20.802,47.705,134.002,123.355
T2,16.395,39.326,119.998,112.712
T1,13.532,31.667,91.182,82.468
T2,17.766,41.772,107.135,111.73
T4,24.249,61.177,149.92,137.972
T3,19.947,47.677,125.255,123.897
T3,22.266,52.587,128.226,132.95
T4,24.179,61.713,144.909,139.514
T3,22.4,52.161,138.294,139.113
T4,23.559,53.098,148.321,160.276
T2,17.742,42.827,114.944,106.552
T4,24.784,53.761,157.933,162.512
T3,20.563,51.156,124.828,139.599
T2,17.655,42.476,108.134,112.573
T3,22.616,51.803,139.874,140.92
T4,25.58,61.075,145.115,154.777
T3,21.048,50.355,125.18,128.523
T4,24.39,57.554,160.896,147.435
T3,22.703,49.237,139.675,120.618
T3,21.44,49.466,123.359,136.543
T3,22.7,46.527,120.635,141.379
T4,22.707,53.344,149.973,149.541
T4,24.864,57.976,158.997,160.273
T2,17.036,44.833,111.516,118.471
T1,15.006,34.631,92.719,93.565
T3,20.184,46.635,124.451,127.856
T2,16.287,40.973,118.919,106.521
T2,16.779,41.223,109.333,110.054
T4,23.687,58.954,140.648,161.78
T4,22.109,59.271,155.749,152.258
T1,15.681,36.506,85.485,97.307
T1,14.214,35.437,90.831,84.717
T2,18.747,41.753,116.686,104.003
T3,21.664,45.783,132.948,127.717
T3,19.527,48.001,132.709,124.457
T1,14.267,32.427,93.197,95.43
T3,20.581,50.471,131.839,129.881
T1,15.269,33.374,97.028,96.865
T1,14.748,34.597,87.733,96.013
T2,17.81,40.15,102.247,116.031
T2,19.089,38.382,117.831,104.617
T3,19.649,46.341,140.289,121.239
T3,20.09,48.476,139.007,125.981
T2,17.995,45.504,103.16,110.242
T3,20.797,52.639,129.58,136.785
T4,24.712,54.975,142.911,144.631
T1,13.509,34.549,86.779,90.586
T3,19.657,49.769,127.854,134.284
T2,16.749,39.193,119.403,102.398
T2,17.61,41.433,105.159,107.426
T3,22.678,51.063,138.465,136.993
T4,25.104,57.557,162.485,151.235
T1,15.09,37.007,89.177,94.293
T2,17.943,39.042,112.445,105.186
T2,17.577,41.4,112.542,111.353
T1,14.854,31.61,91.692,94.766
T2,16.628,41.59,119.308,117.416
T4,26.153,60.328,148.846,150.183
T2,16.383,38.506,114.647,114.849
T3,20.413,48.554,131.555,138.508
T2,16.413,44.573,101.228,103.852
T1,14.864,34.804,91.486,94.661
T3,21.634,45.626,130.536,129.351
T2,19.29,38.968,114.981,104.964
T1,14.896,32.299,86.095,86.552
T4,25.341,61.863,154.522,142.788
T4,23.224,55.255,143.407,152.023
T1,14.518,35.355,90.415,92.736
T4,25.694,61.22,162.61,145.469
T1,13.339,31.345,96.781,87.003
T2,19.0,41.859,102.028,103.406
T4,23.045,55.043,148.759,146.109
T1,15.596,35.071,93.062,90.643
T3,21.165,46.875,140.596,125.002
T4,23.206,55.256,149.774,139.664
T2,16.456,44.95,118.894,117.815
T1,13.224,32.902,86.407,93.663
T2,19.207,40.29,105.821,105.834
T2,16.552,42.111,108.025,113.3
T4,24.576,56.391,140.903,138.91
T2,16.589,42.459,112.351,109.24
T1,13.311,36.267,93.498,94.892
T2,19.001,44.544,110.952,110.414
T2,18.722,42.917,118.967,115.061
T3,21.296,48.991,141.788,141.541
T4,23.576,53.789,151.816,149.63
T3,21.834,45.83,141.095,134.023
T2,19.19,39.317,111.205,114.023
T2,18.382,44.34,108.176,101.979
T2,16.559,44.351,110.254,115.294
T2,16.576,44.851,106.576,106.662
T3,22.224,51.763,129.172,120.53
T4,22.439,61.496,151.378,157.584
T3,20.272,48.582,126.477,133.934
T1,14.68,34.023,97.304,90.958
T4,26.129,55.886,150.338,157.567
T2,16.436,42.989,118.977,104.685
T1,15.017,35.546,83.101,83.66
T3,19.64,52.008,128.733,123.092
T3,21.711,47.962,124.243,136.908
T3,22.48,51.61,124.415,127.94
T2,16.376,44.258,116.561,110.614
T2,17.834,45.396,107.341,105.076
T1,15.458,31.31,83.927,95.359
T4,25.802,58.557,146.853,156.943
T3,20.142,50.933,126.779,133.797
T1,15.338,34.737,83.116,83.174
T3,21.847,47.154,124.973,127.786
T1,14.2,32.051,93.624,87.08
T2,18.263,41.974,112.742,118.186
T1,15.132,32.602,92.653,88.813
T1,15.14,35.078,85.412,88.202
T1,13.692,31.569,93.817,94.774
T1,13.668,33.381,96.076,93.133
T2,17.234,39.519,114.82,112.136
T2,17.263,44.653,102.925,106.891
T4,24.704,59.411,140.429,157.612
T1,14.806,31.577,82.534,94.497
T3,22.073,49.644,131.571,126.662
T2,19.011,44.461,118.336,109.713
T1,13.925,33.178,90.324,82.03
T3,21.151,48.216,133.555,119.285
T1,14.973,35.779,85.297,90.829
T1,15.444,36.782,91.585,91.491
T3,22.615,48.315,133.57,129.338
T4,24.984,57.174,157.531,162.246
T4,22.132,60.478,141.816,150.874
T4,23.895,55.906,138.551,141.146
T2,17.743,45.446,116.57,107.28
T2,17.433,43.149,118.176,103.197
T4,26.144,54.559,161.631,140.741
T3,21.436,48.774,131.379,140.192
T3,19.74,47.239,128.14,132.603
T4,26.108,53.012,157.062,148.651
T1,14.752,35.068,93.213,84.344
T2,18.039,38.567,119.304,112.114
T2,18.124,39.693,113.578,120.081
T3,22.514,50.35,120.082,141.542
T2,16.469,45.578,114.139,104.283
T2,18.223,38.547,119.742,109.716
T3,19.853,49.12,138.462,140.1
T4,25.078,58.731,141.199,162.425
T4,25.414,60.937,152.184,144.771
T2,18.157,42.043,110.866,117.517
T2,17.439,45.5,107.377,110.208
T2,18.102,39.0,113.827,118.657
T3,22.393,52.967,136.812,140.939
T4,25.696,53.925,161.692,148.074
T1,14.755,33.512,88.553,84.764
T3,20.621,52.108,141.029,125.758
T4,25.425,54.288,137.337,160.761
T3,22.649,53.517,121.182,137.226
T3,22.34,53.363,127.646,136.826
T1,13.884,35.463,91.583,94.056
T2,18.448,40.712,105.763,109.091
T4,25.48,60.515,151.58,139.878
T1,13.819,34.473,82.346,95.965
T3,19.611,49.181,119.27,135.43
T2,16.843,43.193,101.989,106.894
T2,18.821,40.381,116.949,110.613
T3,20.918,51.18,129.942,141.783
T1,13.22,34.57,84.598,89.842
T4,23.095,58.38,155.047,142.902
T3,19.762,45.735,120.467,138.909
T2,17.977,44.62,119.889,117.408
T4,24.636,55.624,139.22,155.669
T2,17.909,42.881,107.644,104.911
T4,23.694,61.938,149.709,161.782
T1,15.143,31.331,97.211,90.464
T4,23.163,58.143,155.172,157.203
T1,15.17,33.49,93.282,83.693
T2,17.888,44.954,119.194,106.789
T4,24.123,54.008,150.891,148.744
T1,13.772,35.758,93.502,88.613
T2,18.956,38.709,107.397,115.059
T3,22.013,53.823,122.89,127.919
T4,25.141,57.11,159.046,139.57
T1,13.416,34.314,86.769,85.925
T4,23.391,56.513,149.476,159.045
T2,18.679,42.157,102.217,101.966
T2,18.625,42.9,116.881,103.998
T4,23.382,52.198,147.124,153.91
T1,14.407,31.484,95.364,97.25
T4,25.627,55.494,144.417,153.704
T1,15.333,33.947,91.032,90.468
T1,14.472,35.396,95.118,92.164
T2,19.312,43.744,103.416,102.94
T3,22.13,49.932,125.181,121.171
T1,14.617,33.361,96.924,93.972
T4,25.971,56.773,149.511,154.698
T2,16.667,42.858,107.97,119.354
T4,25.223,56.607,147.944,141.75
T2,19.2,44.828,119.033,103.035
T4,24.022,53.341,158.023,151.636
T1,14.807,34.634,88.967,84.107
T1,14.126,32.276,93.02,92.668
T2,17.983,44.926,108.091,102.129
T2,19.064,40.529,112.634,117.953
T2,17.599,42.784,118.103,106.324
T3,21.458,46.787,138.244,125.542
T1,15.361,32.153,84.849,95.32
T2,17.46,43.288,111.838,117.234
T1,15.089,31.53,86.691,92.858
T2,16.394,44.408,115.926,118.728
T3,21.549,46.249,134.787,122.888
T2,17.991,45.144,107.762,116.876
T1,15.52,31.192,83.13,87.348
T3,21.801,49.663,133.715,126.5
T4,25.907,57.082,151.988,144.773
T2,18.666,41.387,107.223,108.416
T4,26.082,54.252,153.443,158.006
T3,19.625,47.188,127.596,141.345
T2,17.543,45.59,108.667,112.524
T2,18.453,42.944,119.081,119.18
T3,19.736,51.942,139.976,140.454
T1,15.452,34.863,88.856,95.957
T4,22.768,53.854,153.363,152.846
T3,21.445,50.889,138.566,140.884
T1,13.338,34.932,83.384,89.673
T2,16.472,41.924,102.555,110.749
T3,19.968,50.993,125.178,135.102
T4,23.434,57.745,140.553,160.975
T2,18.71,38.814,107.519,118.824
T4,23.31,53.267,162.817,148.692
T3,19.198,48.751,122.278,138.645
T4,24.045,59.458,142.46,152.659
T4,24.688,52.638,145.777,149.902
T4,23.648,56.518,152.186,150.762
T1,14.373,35.912,92.193,84.053
T1,13.818,32.622,82.675,95.152
T3,20.78,52.639,120.682,128.951
T2,18.068,40.952,112.354,105.633
T1,14.564,33.179,92.409,86.595
T4,22.819,60.844,151.028,147.347
T1,15.659,33.611,85.855,86.26
T4,24.455,58.334,142.419,159.936
T1,14.138,35.976,96.929,88.934
T1,13.355,33.533,86.527,85.927
T2,17.934,40.852,106.122,102.757
T1,13.946,35.007,95.1,87.773
T3,19.508,53.097,134.064,140.409
T1,14.977,32.523,93.649,95.035
T2,18.084,39.975,102.602,114.728
T2,17.478,42.235,101.238,104.398
T2,16.43,42.523,104.041,115.478
T4,23.419,61.24,159.817,142.351
T2,19.109,41.266,117.141,119.033
T1,14.809,35.737,95.964,89.275
T2,16.545,40.072,101.5,119.823
T4,26.149,56.826,147.09,162.916
T3,20.225,53.311,120.409,123.37
T4,26.064,57.584,162.247,151.619
T4,25.831,52.338,141.053,153.605
T1,14.1,33.025,81.997,86.272
T4,22.124,60.544,137.631,142.917
T3,19.845,46.213,137.983,122.134
T3,21.019,49.454,139.514,141.406
T3,19.639,52.904,133.267,123.914
T4,24.376,54.763,140.104,157.381
T1,15.39,35.278,86.266,96.546
T3,19.84,45.537,127.44,119.481
T4,23.537,52.272,149.1,147.205
T3,21.274,52.983,127.132,123.412
T3,21.038,51.286,139.813,127.276
T1,13.958,33.025,85.904,89.284
T3,19.679,46.689,136.749,134.706
T3,20.304,46.961,141.673,131.458
T4,24.638,59.645,139.897,138.473
T3,19.612,50.133,132.494,127.341
T1,15.351,34.138,84.245,83.581
T1,13.855,32.637,97.024,83.309
T1,14.319,35.656,95.314,88.83
T3,22.691,50.902,127.487,128.254
T3,21.686,46.976,140.122,119.566
T4,22.316,57.18,150.723,139.926
T4,25.707,59.07,138.688,144.134
T4,23.467,61.216,153.543,160.659
T1,14.176,35.075,89.764,91.598
T1,13.339,36.554,87.937,94.195
T1,14.125,35.065,92.779,91.168
T3,19.614,46.405,141.3,119.703
T3,20.253,53.133,137.554,119.462
T4,23.786,57.253,150.433,137.993
T3,20.713,47.851,130.177,136.338
T3,22.373,47.439,139.697,119.819
T1,13.463,31.981,95.473,84.372
T4,22.343,59.371,137.574,150.742
T3,22.558,52.139,138.174,139.393
T4,22.058,59.296,137.245,141.967
T1,13.788,32.047,87.211,89.396
T1,14.833,31.877,91.928,82.737
T4,22.364,53.832,157.249,161.177
T1,14.948,36.36,84.571,91.706
T4,24.085,52.447,154.313,148.049
T1,15.392,33.328,94.687,89.299
T1,14.906,33.25,87.909,82.115
T1,14.591,33.665,86.039,85.796
T1,13.417,31.496,91.465,82.858
T4,22.095,58.415,159.672,150.894
T1,15.165,35.62,82.801,89.838
T4,23.833,56.564,155.969,143.994
T1,15.219,32.887,86.286,93.598
T4,24.32,52.246,142.236,138.936
T1,15.201,35.147,90.225,89.372
T4,23.525,60.312,160.205,148.019
T1,14.439,33.119,84.212,92.198
T4,25.792,57.922,160.247,152.014
T1,15.168,31.353,86.176,91.388
T4,23.169,60.374,162.52,137.676
T1,14.538,33.605,84.22,93.134
T1,13.979,31.553,87.646,86.779
T1,15.063,36.555,85.9,89.803
T4,25.134,59.087,151.4,142.086
T4,25.97,56.008,141.94,144.828
