task_type,m1_1,m2_1,m3_1,m4_1
T3,2.05,4.381,9.47,9.074
T3,1.859,4.196,9.404,8.849
T2,1.841,3.915,8.187,8.348
T2,1.789,3.962,7.921,7.826
T3,1.983,4.352,9.81,9.678
T1,1.573,3.23,6.956,7.188
T2,1.841,3.958,7.579,7.759
T2,1.734,3.905,8.121,7.302
T2,1.729,3.657,7.473,8.494
T3,2.007,4.084,8.305,9.536
T4,2.259,4.191,9.78,9.55
T1,1.584,3.197,7.017,7.334
T1,1.5,3.367,7.136,6.308
T2,1.902,3.818,7.823,7.602
T3,1.979,4.276,9.696,9.573
T2,1.669,3.603,8.06,8.162
T4,2.115,4.701,9.154,10.241
T2,1.764,3.697,7.346,8.079
T1,1.407,3.208,6.872,7.169
T3,1.977,4.189,8.441,9.75
T1,1.547,3.052,7.313,7.073
T1,1.424,2.841,6.436,7.115
T2,1.7,3.837,7.936,7.401
T1,1.396,3.303,6.671,6.329
T1,1.606,2.985,6.866,6.268
T1,1.41,2.867,6.68,7.055
T4,2.351,4.273,9.297,10.13
T4,2.049,4.65,9.937,9.174
T1,1.568,2.846,7.119,6.484
T4,2.408,4.795,9.43,9.521
T1,1.475,3.051,6.846,6.885
T1,1.467,3.144,7.003,7.146
T1,1.465,2.923,6.696,7.309
T4,2.213,4.767,9.49,10.12
T2,1.869,3.359,8.105,8.379
T1,1.487,2.845,7.279,7.358
T1,1.599,2.948,6.199,6.787
T3,2.105,3.801,9.597,9.516
T1,1.478,3.141,7.251,6.798
T2,1.708,3.795,8.184,8.304
T1,1.426,2.987,6.269,6.856
T1,1.413,3.287,6.499,7.233
T4,2.05,4.585,10.777,10.802
T4,2.358,4.376,10.376,9.886
T3,1.993,4.324,9.57,8.312
T2,1.647,3.509,7.31,8.419
T1,1.617,2.9,7.151,6.995
T1,1.422,3.003,6.552,6.901
T2,1.771,3.946,7.654,7.568
T4,2.159,4.254,9.47,10.113
T3,2.038,4.026,8.929,8.938
T3,1.967,4.415,9.812,8.93
T2,1.804,3.704,8.024,8.474
T1,1.411,3.047,6.188,7.121
T2,1.83,3.468,7.775,8.217
T3,1.857,4.189,8.425,8.431
T2,1.675,3.413,8.171,8.08
T2,1.896,3.439,7.84,7.573
T3,1.879,3.879,8.991,8.474
T2,1.691,3.428,7.872,7.697
T4,2.297,4.21,9.461,9.25
T4,2.259,4.386,9.295,10.631
T4,2.101,4.315,9.43,10.628
T4,2.258,4.48,10.036,9.161
T3,1.842,4.012,9.666,9.584
T3,1.972,3.936,8.291,9.207
T3,1.962,3.876,9.485,9.211
T3,1.989,4.489,8.262,9.145
T2,1.669,3.554,8.618,8.373
T4,2.061,4.666,10.274,9.97
T3,1.998,4.313,9.391,8.793
T3,1.994,3.797,8.959,8.599
T2,1.919,3.592,7.339,8.071
T1,1.445,3.147,7.239,6.853
T4,2.084,4.653,10.0,9.993
T3,2.167,4.453,9.595,8.945
T2,1.729,3.442,7.754,7.441
T1,1.621,3.113,6.994,6.344
T3,1.883,4.291,9.775,9.431
T3,1.974,4.176,8.418,9.048
T1,1.633,3.283,7.061,6.195
T4,2.169,4.931,9.745,9.138
T2,1.8,3.828,7.904,8.306
T4,2.254,4.273,10.291,9.805
T4,2.354,4.572,9.295,10.451
T3,1.991,3.988,9.284,8.546
T2,1.635,3.425,8.661,8.135
T1,1.411,2.883,6.881,6.223
T2,1.771,3.638,7.732,8.064
T4,2.233,4.921,9.995,9.198
T3,1.909,3.986,8.678,8.584
T3,2.131,4.396,8.884,9.211
T4,2.227,4.964,9.661,9.301
T3,2.144,4.36,9.581,9.638
T4,2.17,4.271,9.888,10.685
T2,1.769,3.729,8.296,7.69
T4,2.282,4.324,10.529,10.834
T3,1.968,4.276,8.648,9.672
T2,1.76,3.699,7.805,8.125
T3,2.165,4.33,9.691,9.763
T4,2.356,4.913,9.674,10.318
T3,2.014,4.209,8.673,8.904
T4,2.246,4.629,10.726,9.829
T3,2.173,4.116,9.677,8.357
T3,2.052,4.135,8.547,9.46
T3,2.173,3.889,8.358,9.795
T4,2.091,4.291,9.998,9.969
T4,2.29,4.663,10.6,10.685
T2,1.699,3.904,8.049,8.551
T1,1.564,3.153,6.997,7.061
T3,1.932,3.898,8.622,8.858
T2,1.624,3.568,8.583,7.688
T2,1.673,3.59,7.891,7.943
T4,2.181,4.742,9.377,10.785
T4,2.036,4.768,10.383,10.151
T1,1.635,3.324,6.451,7.343
T1,1.482,3.227,6.854,6.393
T2,1.869,3.636,8.422,7.506
T3,2.073,3.827,9.211,8.849
T3,1.869,4.013,9.194,8.623
T1,1.487,2.952,7.033,7.202
T3,1.97,4.219,9.134,8.999
T1,1.592,3.039,7.322,7.31
T1,1.537,3.15,6.621,7.246
T2,1.776,3.496,7.38,8.374
T2,1.903,3.342,8.504,7.551
T3,1.881,3.874,9.72,8.4
T3,1.923,4.052,9.631,8.728
T2,1.794,3.963,7.445,7.957
T3,1.99,4.4,8.978,9.477
T4,2.276,4.422,9.527,9.642
T1,1.408,3.146,6.549,6.836
T3,1.881,4.16,8.858,9.304
T2,1.67,3.413,8.618,7.391
T2,1.756,3.608,7.59,7.753
T3,2.17,4.269,9.593,9.491
T4,2.312,4.63,10.832,10.082
T1,1.573,3.369,6.73,7.116
T2,1.789,3.4,8.116,7.592
T2,1.753,3.605,8.123,8.037
T1,1.549,2.878,6.919,7.151
T2,1.658,3.622,8.611,8.474
T4,2.409,4.853,9.923,10.012
T2,1.634,3.353,8.275,8.289
T3,1.954,4.059,9.115,9.596
T2,1.636,3.882,7.306,7.495
T1,1.55,3.169,6.904,7.143
T3,2.071,3.814,9.044,8.962
T2,1.923,3.393,8.299,7.576
T1,1.553,2.941,6.497,6.532
T4,2.334,4.976,10.301,9.519
T4,2.139,4.445,9.56,10.135
T1,1.513,3.219,6.823,6.998
T4,2.366,4.924,10.841,9.698
T1,1.391,2.854,7.303,6.566
T2,1.894,3.645,7.364,7.463
T4,2.122,4.427,9.917,9.741
T1,1.626,3.193,7.023,6.84
T3,2.026,3.918,9.741,8.661
T4,2.137,4.445,9.985,9.311
T2,1.641,3.914,8.581,8.503
T1,1.379,2.996,6.521,7.068
T2,1.915,3.509,7.638,7.639
T2,1.65,3.667,7.797,8.177
T4,2.263,4.536,9.394,9.261
T2,1.654,3.697,8.109,7.884
T1,1.388,3.302,7.056,7.161
T2,1.895,3.879,8.008,7.969
T2,1.867,3.737,8.586,8.304
T3,2.038,4.095,9.823,9.806
T4,2.171,4.327,10.121,9.975
T3,2.09,3.831,9.775,9.285
T2,1.913,3.424,8.026,8.23
T2,1.833,3.861,7.808,7.36
T2,1.651,3.862,7.958,8.321
T2,1.653,3.906,7.692,7.698
T3,2.127,4.327,8.949,8.351
T4,2.067,4.946,10.092,10.506
T3,1.94,4.061,8.763,9.279
T1,1.53,3.098,7.343,6.864
T4,2.406,4.495,10.023,10.504
T2,1.639,3.744,8.587,7.556
T1,1.566,3.236,6.271,6.313
T3,1.88,4.347,8.919,8.528
T3,2.078,4.009,8.608,9.485
T3,2.152,4.314,8.62,8.864
T2,1.633,3.854,8.413,7.984
T2,1.778,3.953,7.747,7.584
T1,1.611,2.851,6.333,7.196
T4,2.376,4.71,9.79,10.463
T3,1.928,4.258,8.784,9.27
T1,1.599,3.163,6.272,6.277
T3,2.091,3.942,8.658,8.853
T1,1.48,2.918,7.065,6.571
T2,1.821,3.655,8.137,8.53
T1,1.578,2.968,6.992,6.702
T1,1.578,3.194,6.446,6.656
T1,1.427,2.874,7.08,7.152
T1,1.425,3.039,7.25,7.028
T2,1.718,3.441,8.287,8.093
T2,1.721,3.889,7.429,7.715
T4,2.275,4.779,9.362,10.507
T1,1.543,2.875,6.228,7.131
T3,2.113,4.15,9.116,8.776
T2,1.896,3.872,8.541,7.918
T1,1.452,3.021,6.816,6.19
T3,2.024,4.031,9.253,8.264
T1,1.561,3.258,6.437,6.854
T1,1.61,3.349,6.911,6.904
T3,2.164,4.039,9.254,8.961
T4,2.301,4.599,10.502,10.816
T4,2.038,4.865,9.454,10.058
T4,2.201,4.497,9.237,9.41
T2,1.769,3.958,8.413,7.743
T2,1.738,3.758,8.529,7.448
T4,2.408,4.389,10.775,9.383
T3,2.052,4.077,9.102,9.713
T3,1.889,3.949,8.878,9.187
T4,2.404,4.264,10.471,9.91
T1,1.538,3.193,7.034,6.365
T2,1.799,3.359,8.611,8.092
T2,1.807,3.457,8.197,8.667
T3,2.155,4.209,8.32,9.806
T2,1.642,3.969,8.238,7.527
T2,1.817,3.357,8.642,7.919
T3,1.9,4.106,9.593,9.707
T4,2.31,4.724,9.413,10.828
T4,2.341,4.902,10.146,9.651
T2,1.81,3.661,8.002,8.482
T2,1.739,3.962,7.75,7.954
T2,1.805,3.396,8.215,8.564
T3,2.143,4.428,9.479,9.765
T4,2.367,4.338,10.779,9.872
T1,1.538,3.051,6.683,6.397
T3,1.974,4.356,9.771,8.713
T4,2.342,4.367,9.156,10.717
T3,2.168,4.474,8.396,9.507
T3,2.138,4.461,8.844,9.48
T1,1.447,3.229,6.911,7.098
T2,1.839,3.545,7.633,7.874
T4,2.347,4.868,10.105,9.325
T1,1.441,3.139,6.214,7.242
T3,1.877,4.111,8.263,9.383
T2,1.679,3.761,7.361,7.715
T2,1.877,3.516,8.441,7.983
T3,2.002,4.278,9.003,9.823
T1,1.378,3.148,6.384,6.78
T4,2.127,4.696,10.336,9.527
T3,1.891,3.823,8.346,9.624
T2,1.792,3.886,8.653,8.474
T4,2.269,4.474,9.281,10.378
T2,1.786,3.734,7.769,7.572
T4,2.182,4.982,9.981,10.785
T1,1.579,2.853,7.336,6.827
T4,2.133,4.677,10.345,10.48
T1,1.581,3.049,7.039,6.316
T2,1.784,3.915,8.603,7.707
T4,2.222,4.344,10.059,9.916
T1,1.436,3.256,7.056,6.687
T2,1.89,3.371,7.751,8.304
T3,2.107,4.499,8.514,8.863
T4,2.315,4.594,10.603,9.305
T1,1.399,3.124,6.548,6.484
T4,2.154,4.546,9.965,10.603
T2,1.862,3.671,7.377,7.359
T2,1.857,3.736,8.436,7.506
T4,2.153,4.199,9.808,10.261
T1,1.502,2.867,7.197,7.339
T4,2.36,4.464,9.628,10.247
T1,1.598,3.091,6.87,6.827
T1,1.509,3.223,7.178,6.955
T2,1.926,3.809,7.464,7.43
T3,2.118,4.174,8.673,8.395
T1,1.524,3.037,7.314,7.091
T4,2.392,4.567,9.967,10.313
T2,1.662,3.732,7.793,8.614
T4,2.323,4.553,9.863,9.45
T2,1.914,3.904,8.591,7.436
T4,2.212,4.291,10.535,10.109
T1,1.544,3.153,6.714,6.347
T1,1.473,2.939,7.02,6.993
T2,1.793,3.912,7.801,7.371
T2,1.901,3.529,8.129,8.513
T2,1.755,3.726,8.524,7.674
T3,2.054,3.911,9.578,8.698
T1,1.601,2.927,6.403,7.193
T2,1.741,3.77,8.072,8.461
T1,1.573,2.871,6.542,7.007
T2,1.635,3.867,8.367,8.569
T3,2.062,3.866,9.338,8.514
T2,1.794,3.931,7.778,8.435
T1,1.618,2.84,6.273,6.592
T3,2.087,4.152,9.264,8.764
T4,2.386,4.591,10.133,9.652
T2,1.861,3.604,7.739,7.825
T4,2.402,4.364,10.23,10.534
T3,1.878,3.945,8.84,9.793
T2,1.749,3.97,7.843,8.121
T2,1.84,3.74,8.595,8.602
T3,1.889,4.342,9.698,9.731
T1,1.611,3.174,6.705,7.241
T4,2.097,4.332,10.224,10.19
T3,2.052,4.254,9.6,9.761
T1,1.39,3.181,6.292,6.767
T2,1.642,3.651,7.402,7.993
T3,1.911,4.263,8.673,9.36
T4,2.158,4.645,9.37,10.732
T2,1.866,3.38,7.76,8.576
T4,2.147,4.285,10.854,9.913
T3,1.837,4.075,8.472,9.606
T4,2.214,4.783,9.497,10.177
T4,2.274,4.234,9.718,9.993
T4,2.178,4.546,10.146,10.051
T1,1.498,3.27,6.957,6.343
T1,1.44,2.97,6.239,7.181
T3,1.989,4.4,8.361,8.934
T2,1.801,3.566,8.109,7.624
T1,1.518,3.021,6.974,6.535
T4,2.102,4.894,10.069,9.823
T1,1.632,3.06,6.479,6.51
T4,2.252,4.692,9.495,10.662
T1,1.474,3.276,7.315,6.711
T1,1.392,3.053,6.53,6.484
T2,1.788,3.558,7.659,7.416
T1,1.454,3.187,7.177,6.624
T3,1.867,4.439,9.288,9.728
T1,1.561,2.961,7.067,7.172
T2,1.803,3.481,7.405,8.28
T2,1.743,3.678,7.307,7.535
T2,1.638,3.703,7.509,8.335
T4,2.157,4.926,10.654,9.49
T2,1.905,3.594,8.455,8.591
T1,1.544,3.254,7.242,6.737
T2,1.65,3.49,7.326,8.648
T4,2.408,4.571,9.806,10.861
T3,1.936,4.456,8.342,8.547
T4,2.4,4.632,10.816,10.108
T4,2.379,4.21,9.404,10.24
T1,1.47,3.007,6.188,6.51
T4,2.038,4.87,9.175,9.528
T3,1.899,3.863,9.56,8.462
T3,2.012,4.134,9.666,9.797
T3,1.88,4.422,9.233,8.585
T4,2.245,4.405,9.34,10.492
T1,1.604,3.212,6.51,7.286
T3,1.899,3.807,8.829,8.278
T4,2.168,4.205,9.94,9.814
T3,2.036,4.429,8.808,8.55
T3,2.014,4.287,9.687,8.818
T1,1.455,3.007,6.483,6.738
T3,1.883,3.903,9.474,9.333
T3,1.943,3.926,9.816,9.108
T4,2.269,4.798,9.326,9.232
T3,1.877,4.191,9.18,8.823
T1,1.6,3.108,6.357,6.307
T1,1.444,2.972,7.322,6.287
T1,1.493,3.246,7.193,6.703
T3,2.172,4.255,8.833,8.886
T3,2.076,3.927,9.708,8.284
T4,2.055,4.599,10.048,9.328
T4,2.368,4.751,9.246,9.609
T4,2.161,4.924,10.236,10.711
T1,1.478,3.194,6.774,6.912
T1,1.391,3.328,6.636,7.108
T1,1.472,3.193,7.001,6.88
T3,1.877,3.879,9.79,8.293
T3,1.938,4.442,9.53,8.277
T4,2.191,4.605,10.029,9.2
T3,1.982,4.0,9.019,9.446
T3,2.141,3.966,9.679,8.301
T1,1.404,2.912,7.205,6.367
T4,2.058,4.776,9.172,10.049
T3,2.159,4.358,9.573,9.658
T4,2.031,4.77,9.15,9.464
T1,1.437,2.918,6.581,6.746
T1,1.546,2.902,6.937,6.244
T4,2.06,4.33,10.483,10.745
T1,1.558,3.311,6.382,6.92
T4,2.218,4.219,10.288,9.87
T1,1.605,3.034,7.145,6.739
T1,1.554,3.027,6.634,6.197
T1,1.521,3.065,6.493,6.474
T1,1.399,2.868,6.902,6.253
T4,2.035,4.699,10.645,10.06
T1,1.581,3.243,6.248,6.78
T4,2.195,4.55,10.398,9.6
T1,1.587,2.994,6.511,7.063
T4,2.24,4.203,9.482,9.262
T1,1.585,3.2,6.809,6.744
T4,2.167,4.851,10.68,9.868
T1,1.505,3.015,6.355,6.958
T4,2.375,4.659,10.683,10.134
T1,1.581,2.855,6.503,6.896
T4,2.134,4.856,10.835,9.178
T1,1.516,3.06,6.356,7.028
T1,1.457,2.873,6.614,6.549
T1,1.57,3.328,6.482,6.777
T4,2.315,4.753,10.093,9.472
T4,2.392,4.505,9.463,9.655
