task_type,m1_1,m2_1,m3_1,m4_1
T2,0.016,0.048,0.414,0.438
T3,0.021,0.077,0.595,0.595
T2,0.014,0.047,0.435,0.431
T2,0.016,0.048,0.418,0.403
T3,0.021,0.071,0.635,0.598
T2,0.014,0.048,0.419,0.41
T4,0.037,0.11,0.946,0.925
T4,0.036,0.114,0.929,1.063
T4,0.034,0.112,0.943,1.063
T4,0.036,0.117,1.004,0.916
T3,0.021,0.074,0.682,0.677
T3,0.022,0.072,0.585,0.65
T3,0.022,0.071,0.67,0.65
T3,0.022,0.083,0.583,0.646
T2,0.014,0.049,0.459,0.446
T4,0.033,0.122,1.027,0.997
T3,0.023,0.079,0.663,0.621
T3,0.023,0.07,0.632,0.607
T2,0.016,0.05,0.391,0.43
T1,0.01,0.034,0.302,0.285
T4,0.033,0.121,1.0,0.999
T3,0.024,0.082,0.677,0.631
T2,0.015,0.048,0.413,0.396
T1,0.011,0.034,0.291,0.264
T3,0.021,0.079,0.69,0.666
T3,0.022,0.077,0.594,0.639
T1,0.011,0.036,0.294,0.258
T4,0.035,0.129,0.974,0.914
T2,0.015,0.053,0.421,0.443
T4,0.036,0.111,1.029,0.981
T4,0.038,0.119,0.93,1.045
T3,0.023,0.073,0.655,0.603
T2,0.014,0.048,0.461,0.433
T1,0.009,0.031,0.287,0.259
T2,0.015,0.05,0.412,0.43
T4,0.036,0.128,0.999,0.92
T3,0.022,0.073,0.613,0.606
T3,0.024,0.081,0.627,0.65
T4,0.036,0.129,0.966,0.93
T3,0.024,0.08,0.676,0.68
T4,0.035,0.111,0.989,1.069
T2,0.015,0.052,0.442,0.41
T4,0.037,0.113,1.053,1.083
T3,0.022,0.079,0.611,0.683
T2,0.015,0.051,0.416,0.433
T3,0.024,0.08,0.684,0.689
T4,0.038,0.128,0.967,1.032
T3,0.023,0.077,0.612,0.629
T4,0.036,0.121,1.073,0.983
T3,0.025,0.076,0.683,0.59
T3,0.023,0.076,0.603,0.668
T3,0.025,0.072,0.59,0.691
T4,0.034,0.112,1.0,0.997
T4,0.037,0.122,1.06,1.068
T2,0.014,0.054,0.429,0.456
T1,0.01,0.034,0.291,0.294
T3,0.022,0.072,0.609,0.625
T2,0.014,0.05,0.457,0.41
T2,0.014,0.05,0.42,0.423
T4,0.035,0.124,0.938,1.079
T4,0.033,0.124,1.038,1.015
T1,0.011,0.036,0.269,0.306
T1,0.01,0.035,0.286,0.266
T2,0.016,0.05,0.449,0.4
T3,0.023,0.07,0.65,0.625
T3,0.021,0.074,0.649,0.609
T1,0.01,0.032,0.293,0.3
T3,0.022,0.078,0.645,0.635
T1,0.011,0.033,0.305,0.305
T1,0.01,0.034,0.276,0.302
T2,0.015,0.049,0.393,0.446
T2,0.016,0.046,0.453,0.402
T3,0.021,0.071,0.686,0.593
T3,0.022,0.075,0.68,0.616
T2,0.015,0.055,0.397,0.424
T3,0.023,0.081,0.634,0.669
T4,0.036,0.115,0.953,0.964
T1,0.009,0.034,0.273,0.285
T3,0.021,0.077,0.625,0.657
T2,0.014,0.047,0.459,0.394
T2,0.015,0.05,0.404,0.413
T3,0.025,0.079,0.677,0.67
T4,0.037,0.121,1.083,1.008
T1,0.01,0.037,0.28,0.296
T2,0.015,0.047,0.432,0.404
T2,0.015,0.05,0.433,0.428
T1,0.01,0.031,0.288,0.298
T2,0.014,0.05,0.459,0.452
T4,0.039,0.126,0.992,1.001
T2,0.014,0.047,0.441,0.442
T3,0.022,0.075,0.643,0.677
T2,0.014,0.054,0.389,0.399
T1,0.01,0.034,0.288,0.298
T3,0.023,0.07,0.638,0.633
T2,0.016,0.047,0.442,0.404
T1,0.01,0.032,0.271,0.272
T4,0.037,0.13,1.03,0.952
T4,0.034,0.116,0.956,1.013
T1,0.01,0.035,0.284,0.292
T4,0.038,0.128,1.084,0.97
T1,0.009,0.031,0.304,0.274
T2,0.016,0.051,0.392,0.398
T4,0.034,0.115,0.992,0.974
T1,0.011,0.035,0.293,0.285
T3,0.023,0.072,0.688,0.611
T4,0.034,0.116,0.998,0.931
T2,0.014,0.054,0.457,0.453
T1,0.009,0.033,0.272,0.294
T2,0.016,0.049,0.407,0.407
T2,0.014,0.051,0.415,0.436
T4,0.036,0.118,0.939,0.926
T2,0.014,0.051,0.432,0.42
T1,0.009,0.036,0.294,0.298
T2,0.016,0.054,0.427,0.425
T2,0.016,0.052,0.457,0.442
T3,0.023,0.075,0.693,0.692
T4,0.035,0.113,1.012,0.998
T3,0.024,0.071,0.69,0.655
T2,0.016,0.048,0.428,0.438
T2,0.016,0.054,0.416,0.392
T2,0.014,0.054,0.424,0.443
T2,0.014,0.054,0.41,0.41
T3,0.024,0.08,0.632,0.589
T4,0.033,0.129,1.009,1.051
T3,0.022,0.075,0.619,0.655
T1,0.01,0.034,0.306,0.286
T4,0.039,0.117,1.002,1.05
T2,0.014,0.052,0.458,0.403
T1,0.01,0.035,0.261,0.263
T3,0.021,0.08,0.63,0.602
T3,0.023,0.074,0.608,0.67
T3,0.024,0.079,0.608,0.626
T2,0.014,0.054,0.448,0.425
T2,0.015,0.055,0.413,0.404
T1,0.011,0.031,0.264,0.3
T4,0.038,0.123,0.979,1.046
T3,0.022,0.078,0.62,0.654
T1,0.011,0.034,0.261,0.261
T3,0.024,0.073,0.611,0.625
T1,0.01,0.032,0.294,0.274
T2,0.016,0.051,0.434,0.454
T1,0.01,0.032,0.291,0.279
T1,0.01,0.035,0.268,0.277
T1,0.009,0.031,0.295,0.298
T1,0.009,0.033,0.302,0.293
T2,0.015,0.048,0.442,0.431
T2,0.015,0.054,0.396,0.411
T4,0.036,0.125,0.936,1.051
T1,0.01,0.031,0.259,0.297
T3,0.024,0.076,0.643,0.619
T2,0.016,0.054,0.455,0.422
T1,0.01,0.033,0.284,0.258
T3,0.023,0.074,0.653,0.583
T1,0.01,0.035,0.268,0.286
T1,0.011,0.036,0.288,0.288
T3,0.024,0.074,0.653,0.633
T4,0.037,0.12,1.05,1.082
T4,0.033,0.127,0.945,1.006
T4,0.035,0.117,0.924,0.941
T2,0.015,0.055,0.448,0.413
T2,0.015,0.052,0.454,0.397
T4,0.039,0.114,1.078,0.938
T3,0.023,0.075,0.643,0.686
T3,0.021,0.073,0.627,0.649
T4,0.039,0.111,1.047,0.991
T1,0.01,0.035,0.293,0.265
T2,0.015,0.047,0.459,0.431
T2,0.015,0.048,0.437,0.462
T3,0.024,0.077,0.587,0.692
T2,0.014,0.055,0.439,0.401
T2,0.015,0.047,0.46,0.422
T3,0.021,0.076,0.677,0.685
T4,0.037,0.123,0.941,1.083
T4,0.038,0.128,1.015,0.965
T2,0.015,0.051,0.426,0.452
T2,0.015,0.055,0.413,0.424
T2,0.015,0.047,0.438,0.456
T3,0.024,0.081,0.669,0.689
T4,0.038,0.113,1.078,0.987
T1,0.01,0.033,0.278,0.266
T3,0.022,0.08,0.69,0.615
T4,0.038,0.114,0.916,1.072
T3,0.025,0.082,0.593,0.671
T3,0.024,0.082,0.624,0.669
T1,0.01,0.035,0.288,0.296
T2,0.016,0.049,0.407,0.419
T4,0.038,0.127,1.011,0.933
T1,0.01,0.034,0.259,0.302
T3,0.021,0.076,0.583,0.662
T2,0.014,0.052,0.392,0.411
T2,0.016,0.049,0.45,0.425
T3,0.023,0.079,0.636,0.693
T1,0.009,0.034,0.266,0.282
T4,0.034,0.122,1.034,0.953
T3,0.021,0.07,0.589,0.679
T2,0.015,0.054,0.461,0.451
T4,0.036,0.117,0.928,1.038
T2,0.015,0.052,0.414,0.403
T4,0.035,0.13,0.998,1.079
T1,0.01,0.031,0.306,0.284
T4,0.034,0.122,1.034,1.048
T1,0.011,0.033,0.293,0.263
T2,0.015,0.054,0.458,0.411
T4,0.036,0.113,1.006,0.992
T1,0.01,0.035,0.294,0.279
T2,0.016,0.047,0.413,0.442
T3,0.024,0.083,0.601,0.626
T4,0.037,0.12,1.06,0.93
T1,0.009,0.034,0.273,0.27
T4,0.035,0.118,0.997,1.06
T2,0.016,0.051,0.393,0.392
T2,0.016,0.052,0.449,0.4
T4,0.035,0.109,0.981,1.026
T1,0.01,0.031,0.3,0.306
T4,0.038,0.116,0.963,1.025
T1,0.011,0.034,0.286,0.284
T1,0.01,0.035,0.299,0.29
T2,0.016,0.053,0.398,0.396
T3,0.024,0.077,0.612,0.593
T1,0.01,0.033,0.305,0.295
T4,0.038,0.119,0.997,1.031
T2,0.014,0.052,0.415,0.459
T4,0.037,0.119,0.986,0.945
T2,0.016,0.054,0.458,0.396
T4,0.035,0.112,1.053,1.011
T1,0.01,0.034,0.28,0.264
T1,0.01,0.032,0.292,0.291
T2,0.015,0.054,0.416,0.393
T2,0.016,0.049,0.433,0.454
T2,0.015,0.052,0.454,0.409
T3,0.023,0.072,0.676,0.614
T1,0.011,0.032,0.267,0.3
T2,0.015,0.052,0.43,0.451
T1,0.01,0.031,0.273,0.292
T2,0.014,0.054,0.446,0.457
T3,0.023,0.071,0.659,0.601
T2,0.015,0.055,0.414,0.449
T1,0.011,0.031,0.261,0.275
T3,0.024,0.076,0.654,0.619
T4,0.038,0.12,1.013,0.965
T2,0.016,0.05,0.412,0.417
T4,0.038,0.114,1.023,1.053
T3,0.021,0.073,0.624,0.691
T2,0.015,0.055,0.418,0.433
T2,0.016,0.052,0.458,0.458
T3,0.021,0.08,0.685,0.687
T1,0.011,0.034,0.279,0.302
T4,0.034,0.113,1.022,1.019
T3,0.023,0.078,0.678,0.689
T1,0.009,0.035,0.262,0.282
T2,0.014,0.051,0.394,0.426
T3,0.022,0.078,0.612,0.661
T4,0.035,0.121,0.937,1.073
T2,0.016,0.047,0.413,0.457
T4,0.034,0.112,1.085,0.991
T3,0.021,0.075,0.598,0.678
T4,0.035,0.125,0.95,1.018
T4,0.036,0.11,0.972,0.999
T4,0.035,0.118,1.015,1.005
T1,0.01,0.035,0.29,0.264
T1,0.01,0.032,0.26,0.299
T3,0.022,0.081,0.59,0.631
T2,0.015,0.05,0.432,0.406
T1,0.01,0.033,0.29,0.272
T4,0.034,0.128,1.007,0.982
T1,0.011,0.033,0.27,0.271
T4,0.036,0.122,0.949,1.066
T1,0.01,0.036,0.305,0.28
T1,0.009,0.033,0.272,0.27
T2,0.015,0.049,0.408,0.395
T1,0.01,0.035,0.299,0.276
T3,0.021,0.082,0.656,0.687
T1,0.01,0.032,0.294,0.299
T2,0.015,0.048,0.395,0.441
T2,0.015,0.051,0.389,0.401
T2,0.014,0.051,0.4,0.444
T4,0.035,0.128,1.065,0.949
T2,0.016,0.05,0.45,0.458
T1,0.01,0.035,0.302,0.281
T2,0.014,0.048,0.39,0.461
T4,0.039,0.119,0.981,1.086
T3,0.022,0.082,0.589,0.603
T4,0.038,0.121,1.082,1.011
T4,0.038,0.11,0.94,1.024
T1,0.01,0.033,0.258,0.271
T4,0.033,0.127,0.918,0.953
T3,0.021,0.071,0.675,0.597
T3,0.023,0.076,0.682,0.692
T3,0.021,0.081,0.652,0.606
T4,0.036,0.115,0.934,1.049
T1,0.011,0.035,0.271,0.304
T3,0.021,0.07,0.623,0.584
T4,0.035,0.11,0.994,0.981
T3,0.023,0.082,0.622,0.604
T3,0.023,0.079,0.684,0.622
T1,0.01,0.033,0.27,0.281
T3,0.021,0.072,0.669,0.659
T3,0.022,0.072,0.693,0.643
T4,0.036,0.125,0.933,0.923
T3,0.021,0.077,0.648,0.623
T1,0.011,0.034,0.265,0.263
T1,0.01,0.032,0.305,0.262
T1,0.01,0.035,0.3,0.279
T3,0.025,0.078,0.624,0.627
T3,0.023,0.072,0.685,0.585
T4,0.033,0.12,1.005,0.933
T4,0.038,0.124,0.925,0.961
T4,0.035,0.128,1.024,1.071
T1,0.01,0.035,0.282,0.288
T1,0.009,0.036,0.276,0.296
T1,0.01,0.035,0.292,0.287
T3,0.021,0.071,0.691,0.585
T3,0.022,0.082,0.673,0.584
T4,0.035,0.12,1.003,0.92
T3,0.022,0.074,0.637,0.667
T3,0.024,0.073,0.683,0.586
T1,0.009,0.032,0.3,0.265
T4,0.033,0.124,0.917,1.005
T3,0.024,0.08,0.676,0.682
T4,0.033,0.124,0.915,0.946
T1,0.01,0.032,0.274,0.281
T1,0.01,0.031,0.289,0.26
T4,0.033,0.113,1.048,1.075
T1,0.01,0.036,0.266,0.288
T4,0.036,0.11,1.029,0.987
T1,0.011,0.033,0.298,0.281
T1,0.01,0.033,0.276,0.258
T1,0.01,0.033,0.27,0.27
T1,0.009,0.031,0.288,0.26
T4,0.033,0.122,1.064,1.006
T1,0.011,0.035,0.26,0.282
T4,0.035,0.119,1.04,0.96
T1,0.011,0.032,0.271,0.294
T4,0.036,0.11,0.948,0.926
T1,0.011,0.035,0.284,0.281
T4,0.035,0.126,1.068,0.987
T1,0.01,0.033,0.265,0.29
T4,0.038,0.121,1.068,1.013
T1,0.011,0.031,0.271,0.287
T4,0.034,0.127,1.083,0.918
T1,0.01,0.033,0.265,0.293
T1,0.01,0.031,0.276,0.273
T1,0.01,0.036,0.27,0.282
T4,0.037,0.124,1.009,0.947
T4,0.038,0.117,0.946,0.966
