task_type,m1_1,m2_1,m3_1,m4_1
T3,0.25,0.306,7.072,10.552
T1,0.013,0.017,0.342,0.54
T2,0.164,0.21,5.182,7.056
T3,0.22,0.307,7.392,10.053
T3,0.248,0.298,7.391,11.534
T4,1.023,1.319,33.562,53.525
T3,0.249,0.287,6.292,10.44
T4,1.156,1.463,33.659,53.495
T4,1.089,1.462,33.412,46.329
T2,0.153,0.205,4.702,7.366
T1,0.013,0.015,0.403,0.614
T1,0.013,0.017,0.351,0.637
T2,0.17,0.213,5.074,7.075
T1,0.013,0.015,0.368,0.615
T2,0.177,0.225,4.674,7.277
T4,1.006,1.354,32.425,53.487
T4,1.026,1.365,33.06,45.926
T4,1.086,1.334,32.356,49.564
T4,1.087,1.435,28.913,51.938
T2,0.157,0.211,4.851,7.646
T3,0.241,0.275,6.465,11.11
T1,0.012,0.016,0.37,0.635
T3,0.234,0.285,6.673,10.098
T2,0.159,0.199,4.409,7.024
T2,0.167,0.194,4.437,7.185
T4,1.133,1.288,32.454,52.705
T3,0.249,0.303,7.022,11.202
T3,0.24,0.299,6.541,10.167
T2,0.169,0.202,4.855,6.969
T2,0.18,0.215,4.875,7.061
T3,0.24,0.296,7.359,11.314
T3,0.256,0.317,7.353,11.193
T3,0.251,0.323,7.028,11.104
T4,1.045,1.331,32.824,52.002
T3,0.22,0.323,6.366,10.245
T3,0.226,0.314,6.254,11.179
T4,1.015,1.296,34.055,48.67
T2,0.159,0.21,4.501,7.701
T3,0.232,0.295,7.154,11.323
T3,0.25,0.285,7.07,11.559
T1,0.013,0.015,0.372,0.559
T4,1.182,1.405,32.52,53.569
T1,0.012,0.015,0.378,0.587
T4,1.161,1.4,29.737,51.376
T4,1.103,1.285,29.276,54.22
T3,0.219,0.273,6.534,10.454
T4,1.17,1.417,29.771,54.005
T3,0.234,0.312,7.292,10.974
T2,0.18,0.21,4.43,7.415
T3,0.241,0.316,7.129,10.81
T3,0.219,0.302,7.079,10.542
T2,0.173,0.225,4.91,7.923
T2,0.168,0.227,4.75,7.428
T3,0.233,0.313,7.385,11.529
T1,0.013,0.017,0.382,0.625
T2,0.172,0.227,4.546,7.364
T2,0.162,0.224,4.871,6.931
T2,0.162,0.21,4.482,8.062
T3,0.236,0.294,6.252,11.36
T4,1.115,1.267,30.901,47.749
T1,0.014,0.017,0.385,0.637
T1,0.013,0.018,0.392,0.548
T2,0.178,0.219,4.692,7.215
T3,0.233,0.308,7.299,11.404
T2,0.156,0.207,4.834,7.746
T4,1.044,1.421,28.924,51.207
T2,0.165,0.212,4.406,7.667
T1,0.012,0.017,0.377,0.623
T3,0.232,0.302,6.354,11.615
T1,0.013,0.016,0.402,0.615
T1,0.012,0.015,0.353,0.618
T2,0.159,0.22,4.759,7.024
T1,0.012,0.017,0.366,0.55
T1,0.014,0.016,0.377,0.545
T1,0.012,0.015,0.367,0.613
T4,1.16,1.292,29.375,50.648
T4,1.011,1.406,31.397,45.871
T1,0.013,0.015,0.391,0.563
T4,1.189,1.45,29.795,47.604
T1,0.013,0.016,0.376,0.598
T1,0.013,0.016,0.385,0.621
T1,0.013,0.015,0.368,0.635
T4,1.092,1.442,29.983,50.601
T2,0.175,0.193,4.861,7.953
T1,0.013,0.015,0.4,0.639
T1,0.014,0.015,0.34,0.59
T3,0.247,0.274,7.224,11.336
T1,0.013,0.016,0.398,0.591
T2,0.16,0.218,4.908,7.882
T1,0.012,0.016,0.344,0.596
T1,0.012,0.017,0.357,0.628
T4,1.012,1.386,34.052,54.008
T4,1.164,1.323,32.782,49.43
T3,0.234,0.311,7.204,9.902
T2,0.154,0.201,4.384,7.991
T1,0.014,0.015,0.393,0.608
T1,0.012,0.016,0.36,0.6
T2,0.166,0.226,4.591,7.183
T4,1.066,1.286,29.921,50.563
T3,0.24,0.29,6.721,10.647
T3,0.231,0.318,7.386,10.638
T2,0.169,0.213,4.812,8.043
T1,0.012,0.016,0.34,0.619
T2,0.171,0.199,4.663,7.799
T3,0.218,0.302,6.343,10.044
T2,0.157,0.196,4.901,7.669
T2,0.178,0.197,4.702,7.188
T3,0.221,0.279,6.768,10.095
T2,0.158,0.197,4.721,7.305
T4,1.134,1.273,29.893,46.25
T4,1.115,1.326,29.367,53.157
T4,1.037,1.305,29.796,53.14
T4,1.114,1.355,31.711,45.807
T3,0.217,0.289,7.276,11.418
T3,0.232,0.284,6.242,10.968
T3,0.231,0.279,7.14,10.973
T3,0.234,0.323,6.219,10.894
T2,0.156,0.204,5.169,7.946
T4,1.017,1.411,32.462,49.851
T3,0.235,0.311,7.07,10.475
T3,0.234,0.274,6.744,10.244
T2,0.18,0.206,4.401,7.66
T1,0.012,0.017,0.397,0.595
T4,1.028,1.407,31.594,49.966
T3,0.255,0.321,7.223,10.657
T2,0.162,0.198,4.65,7.062
T1,0.014,0.016,0.384,0.551
T3,0.221,0.309,7.359,11.235
T3,0.232,0.301,6.337,10.779
T1,0.014,0.017,0.388,0.538
T4,1.071,1.491,30.789,45.691
T2,0.169,0.22,4.74,7.883
T4,1.113,1.292,32.516,49.026
T4,1.162,1.382,29.369,52.254
T3,0.234,0.287,6.989,10.181
T2,0.153,0.197,5.194,7.721
T1,0.012,0.015,0.378,0.541
T2,0.166,0.209,4.638,7.654
T4,1.102,1.488,31.579,45.991
T3,0.224,0.287,6.533,10.226
T3,0.251,0.317,6.688,10.973
T4,1.099,1.501,30.523,46.505
T3,0.252,0.314,7.213,11.482
T4,1.071,1.291,31.242,53.425
T2,0.166,0.214,4.976,7.299
T4,1.126,1.308,33.267,54.171
T3,0.231,0.308,6.51,11.522
T2,0.165,0.212,4.681,7.711
T3,0.254,0.312,7.295,11.631
T4,1.163,1.485,30.567,51.592
T3,0.237,0.303,6.529,10.608
T4,1.109,1.4,33.891,49.145
T3,0.255,0.296,7.285,9.955
T3,0.241,0.298,6.434,11.27
T3,0.255,0.28,6.292,11.669
T4,1.032,1.297,31.59,49.847
T4,1.13,1.41,33.491,53.424
T2,0.159,0.224,4.827,8.115
T1,0.013,0.017,0.384,0.613
T3,0.227,0.281,6.491,10.553
T2,0.152,0.205,5.148,7.297
T2,0.157,0.206,4.733,7.539
T4,1.077,1.434,29.626,53.927
T4,1.005,1.442,32.807,50.753
T1,0.014,0.017,0.354,0.638
T1,0.013,0.017,0.376,0.555
T2,0.175,0.209,5.051,7.124
T3,0.244,0.276,6.934,10.541
T3,0.22,0.289,6.921,10.272
T1,0.013,0.015,0.386,0.626
T3,0.232,0.304,6.876,10.72
T1,0.014,0.016,0.402,0.635
T1,0.013,0.017,0.364,0.63
T2,0.166,0.201,4.426,7.948
T2,0.178,0.192,5.101,7.166
T3,0.221,0.279,7.317,10.007
T3,0.226,0.292,7.25,10.398
T2,0.168,0.227,4.465,7.552
T3,0.234,0.317,6.758,11.29
T4,1.123,1.337,30.102,48.21
T1,0.012,0.017,0.36,0.594
T3,0.221,0.3,6.668,11.083
T2,0.156,0.196,5.169,7.014
T2,0.165,0.207,4.552,7.359
T3,0.255,0.307,7.222,11.307
T4,1.141,1.4,34.225,50.412
T1,0.013,0.018,0.37,0.618
T2,0.168,0.195,4.867,7.205
T2,0.164,0.207,4.872,7.628
T1,0.013,0.015,0.38,0.621
T2,0.155,0.208,5.164,8.043
T4,1.189,1.467,31.353,50.061
T2,0.153,0.192,4.963,7.867
T3,0.23,0.292,6.861,11.432
T2,0.153,0.223,4.382,7.114
T1,0.013,0.017,0.379,0.621
T3,0.243,0.275,6.808,10.676
T2,0.18,0.195,4.977,7.19
T1,0.013,0.015,0.357,0.568
T4,1.152,1.505,32.548,47.596
T4,1.056,1.344,30.207,50.674
T1,0.013,0.017,0.375,0.608
T4,1.168,1.489,34.252,48.49
T1,0.012,0.015,0.401,0.57
T2,0.178,0.209,4.416,7.083
T4,1.047,1.339,31.334,48.703
T1,0.014,0.017,0.386,0.594
T3,0.238,0.282,7.333,10.317
T4,1.055,1.344,31.548,46.555
T2,0.154,0.225,5.147,8.07
T1,0.012,0.016,0.358,0.614
T2,0.179,0.201,4.581,7.25
T2,0.155,0.21,4.676,7.761
T4,1.117,1.372,29.679,46.303
T2,0.155,0.212,4.863,7.483
T1,0.012,0.017,0.387,0.622
T2,0.178,0.223,4.803,7.563
T2,0.175,0.214,5.15,7.882
T3,0.24,0.295,7.395,11.682
T4,1.072,1.308,31.978,49.877
T3,0.246,0.276,7.359,11.062
T2,0.179,0.196,4.814,7.811
T2,0.172,0.222,4.683,6.986
T2,0.155,0.222,4.773,7.898
T2,0.155,0.224,4.613,7.306
T3,0.25,0.312,6.737,9.948
T4,1.02,1.496,31.886,52.528
T3,0.228,0.293,6.596,11.054
T1,0.013,0.016,0.403,0.596
T4,1.188,1.359,31.667,52.522
T2,0.154,0.215,5.15,7.171
T1,0.013,0.017,0.344,0.549
T3,0.221,0.313,6.714,10.16
T3,0.244,0.289,6.48,11.3
T3,0.253,0.311,6.489,10.56
T2,0.153,0.221,5.046,7.577
T2,0.167,0.227,4.646,7.198
T1,0.014,0.015,0.348,0.625
T4,1.173,1.424,30.933,52.314
T3,0.227,0.307,6.612,11.043
T1,0.014,0.017,0.344,0.545
T3,0.246,0.284,6.518,10.547
T1,0.013,0.015,0.388,0.571
T2,0.171,0.21,4.88,8.096
T1,0.014,0.016,0.384,0.582
T1,0.014,0.017,0.354,0.578
T1,0.012,0.015,0.389,0.621
T1,0.012,0.016,0.398,0.611
T2,0.161,0.198,4.97,7.681
T2,0.161,0.223,4.455,7.322
T4,1.123,1.445,29.58,52.537
T1,0.013,0.015,0.342,0.62
T3,0.248,0.299,6.862,10.454
T2,0.178,0.222,5.122,7.515
T1,0.012,0.016,0.374,0.538
T3,0.238,0.29,6.966,9.845
T1,0.013,0.017,0.353,0.596
T1,0.014,0.018,0.38,0.6
T3,0.254,0.291,6.966,10.675
T4,1.136,1.391,33.182,54.082
T4,1.006,1.471,29.872,50.291
T4,1.086,1.36,29.184,47.049
T2,0.166,0.227,5.046,7.349
T2,0.163,0.216,5.115,7.069
T4,1.188,1.327,34.046,46.914
T3,0.241,0.294,6.852,11.571
T3,0.222,0.284,6.683,10.944
T4,1.187,1.289,33.083,49.55
T1,0.013,0.017,0.386,0.553
T2,0.169,0.193,5.164,7.68
T2,0.169,0.198,4.916,8.226
T3,0.253,0.303,6.263,11.682
T2,0.154,0.228,4.941,7.143
T2,0.17,0.193,5.183,7.516
T3,0.223,0.296,7.222,11.563
T4,1.14,1.428,29.742,54.142
T4,1.155,1.482,32.056,48.257
T2,0.17,0.21,4.799,8.05
T2,0.163,0.227,4.648,7.549
T2,0.169,0.195,4.927,8.128
T3,0.252,0.319,7.135,11.633
T4,1.168,1.312,34.058,49.358
T1,0.013,0.016,0.367,0.556
T3,0.232,0.314,7.355,10.38
T4,1.156,1.32,28.928,53.587
T3,0.255,0.322,6.32,11.326
T3,0.251,0.321,6.657,11.293
T1,0.012,0.017,0.38,0.617
T2,0.172,0.203,4.578,7.473
T4,1.158,1.472,31.928,46.626
T1,0.012,0.016,0.341,0.629
T3,0.221,0.296,6.221,11.178
T2,0.157,0.216,4.415,7.322
T2,0.176,0.202,5.062,7.577
T3,0.235,0.308,6.777,11.702
T1,0.012,0.017,0.351,0.589
T4,1.05,1.42,32.659,47.634
T3,0.222,0.275,6.283,11.465
T2,0.168,0.223,5.19,8.043
T4,1.12,1.353,29.325,51.89
T2,0.167,0.214,4.66,7.187
T4,1.077,1.506,31.534,53.927
T1,0.014,0.015,0.403,0.593
T4,1.053,1.414,32.685,52.401
T1,0.014,0.016,0.387,0.549
T2,0.167,0.225,5.16,7.315
T4,1.096,1.314,31.783,49.581
T1,0.012,0.017,0.387,0.581
T2,0.177,0.193,4.649,7.882
T3,0.248,0.324,6.409,10.558
T4,1.143,1.389,33.501,46.523
T1,0.012,0.016,0.36,0.563
T4,1.063,1.374,31.485,53.015
T2,0.175,0.211,4.425,6.985
T2,0.174,0.214,5.059,7.124
T4,1.063,1.27,30.99,51.303
T1,0.013,0.015,0.395,0.638
T4,1.165,1.35,30.42,51.235
T1,0.014,0.016,0.377,0.593
T1,0.013,0.017,0.394,0.604
T2,0.18,0.219,4.477,7.051
T3,0.249,0.301,6.529,10.001
T1,0.013,0.016,0.402,0.616
T4,1.18,1.381,31.492,51.566
T2,0.156,0.214,4.674,8.176
T4,1.146,1.377,31.163,47.25
T2,0.179,0.224,5.153,7.058
T4,1.092,1.297,33.286,50.545
T1,0.013,0.017,0.369,0.551
T1,0.013,0.015,0.385,0.608
T2,0.168,0.225,4.679,6.996
T2,0.178,0.203,4.876,8.08
T2,0.164,0.214,5.112,7.283
T3,0.241,0.282,7.21,10.362
T1,0.014,0.015,0.352,0.625
T2,0.163,0.216,4.841,8.031
T1,0.013,0.015,0.359,0.609
T2,0.153,0.222,5.018,8.133
T3,0.242,0.278,7.03,10.143
T2,0.168,0.226,4.665,8.006
T1,0.014,0.015,0.344,0.573
T3,0.245,0.299,6.974,10.441
T4,1.178,1.388,32.014,48.258
T2,0.174,0.207,4.641,7.427
T4,1.185,1.32,32.321,52.669
T3,0.221,0.284,6.655,11.666
T2,0.164,0.228,4.704,7.708
T2,0.172,0.215,5.155,8.164
T3,0.222,0.313,7.3,11.593
T1,0.014,0.017,0.368,0.629
T4,1.035,1.31,32.304,50.949
T3,0.241,0.306,7.227,11.628
T1,0.012,0.017,0.346,0.588
T2,0.154,0.21,4.439,7.586
T3,0.225,0.307,6.529,11.151
T4,1.065,1.404,29.606,53.658
T2,0.175,0.194,4.654,8.14
T4,1.059,1.296,34.295,49.564
T3,0.216,0.294,6.377,11.443
T4,1.093,1.446,30.007,50.886
T4,1.122,1.28,30.706,49.967
T4,1.075,1.375,32.056,50.254
T1,0.013,0.017,0.382,0.551
T1,0.012,0.016,0.343,0.624
T3,0.234,0.317,6.294,10.643
T2,0.169,0.205,4.863,7.236
T1,0.013,0.016,0.383,0.568
T4,1.037,1.48,31.812,49.116
T1,0.014,0.016,0.356,0.566
T4,1.112,1.419,29.999,53.312
T1,0.013,0.017,0.402,0.583
T1,0.012,0.016,0.359,0.563
T2,0.168,0.204,4.594,7.039
T1,0.012,0.017,0.394,0.576
T3,0.22,0.32,6.992,11.589
T1,0.013,0.016,0.388,0.623
T2,0.169,0.2,4.441,7.859
T2,0.163,0.211,4.382,7.151
T2,0.153,0.213,4.504,7.91
T4,1.064,1.489,33.663,47.45
T2,0.179,0.206,5.071,8.154
T1,0.013,0.017,0.398,0.585
T2,0.155,0.2,4.394,8.208
T4,1.188,1.382,30.983,54.305
T3,0.228,0.321,6.28,10.182
T4,1.185,1.401,34.175,50.54
T4,1.174,1.273,29.711,51.202
T1,0.013,0.016,0.34,0.566
T4,1.006,1.473,28.99,47.639
T3,0.223,0.278,7.197,10.08
T3,0.237,0.298,7.276,11.671
T3,0.221,0.319,6.951,10.227
T4,1.108,1.332,29.511,52.46
T1,0.014,0.017,0.357,0.633
T3,0.223,0.274,6.647,9.862
T4,1.07,1.271,31.406,49.068
T3,0.239,0.319,6.631,10.186
T3,0.237,0.309,7.292,10.505
T1,0.012,0.016,0.356,0.585
T3,0.221,0.281,7.132,11.118
T3,0.228,0.283,7.389,10.85
T4,1.12,1.451,29.468,46.158
T3,0.221,0.302,6.91,10.51
T1,0.014,0.016,0.349,0.548
T1,0.012,0.016,0.402,0.546
T1,0.013,0.017,0.395,0.582
T3,0.255,0.307,6.649,10.586
T3,0.244,0.283,7.308,9.869
T4,1.014,1.391,31.748,46.642
T4,1.168,1.437,29.213,48.045
T4,1.067,1.489,32.342,53.553
T1,0.013,0.017,0.372,0.601
T1,0.012,0.017,0.364,0.618
T1,0.013,0.017,0.384,0.598
T3,0.221,0.279,7.37,9.88
T3,0.228,0.32,7.174,9.86
T4,1.081,1.392,31.687,45.998
T3,0.233,0.288,6.789,11.253
T3,0.252,0.286,7.286,9.889
T1,0.012,0.015,0.396,0.553
T4,1.016,1.444,28.978,50.247
T3,0.254,0.314,7.207,11.505
T4,1.003,1.442,28.909,47.322
T1,0.012,0.015,0.361,0.586
T1,0.013,0.015,0.381,0.542
T4,1.016,1.309,33.122,53.726
T1,0.013,0.017,0.35,0.601
T4,1.095,1.276,32.504,49.35
T1,0.014,0.016,0.392,0.586
T1,0.013,0.016,0.364,0.538
T1,0.013,0.016,0.357,0.563
T1,0.012,0.015,0.379,0.543
T4,1.004,1.421,33.633,50.298
T1,0.014,0.017,0.343,0.589
T4,1.083,1.376,32.853,47.998
T1,0.014,0.016,0.358,0.614
T4,1.105,1.271,29.96,46.312
T1,0.014,0.017,0.374,0.586
T4,1.069,1.467,33.745,49.34
T1,0.013,0.016,0.349,0.605
T4,1.172,1.409,33.754,50.671
T1,0.014,0.015,0.357,0.599
T4,1.053,1.468,34.233,45.892
T1,0.013,0.016,0.349,0.611
T1,0.012,0.015,0.363,0.569
T1,0.013,0.017,0.356,0.589
T4,1.142,1.437,31.89,47.362
T4,1.18,1.362,29.898,48.276
