task_type,m1_1,m2_1,m3_1,m4_1
T4,0.125,0.596,0.804,1.06
T2,0.12,0.533,0.66,0.815
T2,0.119,0.543,0.754,0.832
T4,0.125,0.55,0.792,1.026
T1,0.009,0.04,0.062,0.079
T4,0.137,0.585,0.777,1.025
T1,0.01,0.044,0.06,0.073
T1,0.009,0.045,0.062,0.075
T2,0.124,0.553,0.667,0.823
T3,0.132,0.587,0.751,0.9
T1,0.01,0.043,0.063,0.076
T4,0.139,0.598,0.804,1.031
T2,0.107,0.542,0.697,0.955
T4,0.135,0.597,0.796,0.945
T2,0.123,0.567,0.768,0.824
T4,0.128,0.562,0.85,1.011
T1,0.01,0.044,0.058,0.068
T1,0.009,0.041,0.061,0.075
T2,0.115,0.568,0.698,0.817
T2,0.122,0.513,0.727,0.943
T2,0.113,0.541,0.762,0.85
T3,0.128,0.55,0.829,0.933
T1,0.01,0.041,0.056,0.077
T2,0.112,0.547,0.722,0.938
T1,0.01,0.04,0.057,0.075
T2,0.105,0.562,0.748,0.95
T3,0.128,0.543,0.808,0.913
T2,0.115,0.571,0.696,0.935
T1,0.01,0.04,0.054,0.071
T3,0.13,0.583,0.802,0.94
T4,0.138,0.602,0.818,0.965
T2,0.12,0.523,0.692,0.867
T4,0.139,0.572,0.826,1.053
T3,0.117,0.554,0.765,1.05
T2,0.112,0.577,0.701,0.9
T2,0.118,0.543,0.769,0.953
T3,0.118,0.61,0.839,1.044
T1,0.01,0.045,0.058,0.078
T4,0.122,0.568,0.825,1.019
T3,0.128,0.598,0.831,1.047
T1,0.009,0.045,0.055,0.073
T2,0.106,0.53,0.662,0.886
T3,0.119,0.599,0.751,1.004
T4,0.125,0.609,0.756,1.073
T2,0.12,0.491,0.694,0.95
T4,0.125,0.562,0.876,0.991
T3,0.114,0.573,0.733,1.03
T4,0.129,0.627,0.766,1.018
T4,0.132,0.555,0.784,0.999
T4,0.126,0.596,0.819,1.005
T1,0.009,0.046,0.06,0.068
T1,0.009,0.042,0.054,0.077
T3,0.124,0.618,0.724,0.958
T2,0.116,0.518,0.725,0.845
T1,0.009,0.043,0.061,0.07
T4,0.122,0.641,0.813,0.982
T1,0.01,0.043,0.056,0.07
T4,0.131,0.615,0.766,1.066
T1,0.009,0.046,0.063,0.072
T1,0.009,0.043,0.057,0.07
T2,0.115,0.517,0.685,0.822
T1,0.009,0.045,0.062,0.071
T3,0.116,0.624,0.804,1.043
T1,0.01,0.042,0.061,0.077
T2,0.116,0.506,0.662,0.918
T2,0.112,0.534,0.653,0.835
T2,0.105,0.538,0.672,0.924
T4,0.125,0.646,0.86,0.949
T2,0.123,0.522,0.756,0.952
T1,0.01,0.046,0.063,0.072
T2,0.106,0.507,0.655,0.958
T4,0.14,0.599,0.791,1.086
T3,0.12,0.626,0.722,0.917
T4,0.139,0.607,0.873,1.011
T4,0.138,0.552,0.759,1.024
T1,0.009,0.042,0.054,0.07
T4,0.118,0.638,0.74,0.953
T3,0.118,0.543,0.827,0.907
T3,0.125,0.581,0.837,1.051
T3,0.117,0.622,0.799,0.921
T4,0.13,0.577,0.754,1.049
T1,0.01,0.045,0.057,0.078
T3,0.118,0.535,0.764,0.888
T4,0.126,0.551,0.802,0.981
T3,0.127,0.622,0.762,0.917
T3,0.125,0.603,0.838,0.946
T1,0.009,0.042,0.056,0.073
T3,0.117,0.549,0.82,1.001
T3,0.121,0.552,0.849,0.977
T4,0.132,0.629,0.753,0.923
T3,0.117,0.589,0.794,0.946
T1,0.01,0.044,0.055,0.068
T1,0.009,0.042,0.064,0.068
T1,0.009,0.046,0.062,0.072
T3,0.135,0.598,0.764,0.953
T3,0.129,0.552,0.84,0.888
T4,0.119,0.603,0.811,0.933
T4,0.137,0.623,0.746,0.961
T4,0.125,0.645,0.826,1.071
T1,0.009,0.045,0.059,0.074
T1,0.009,0.047,0.058,0.076
T1,0.009,0.045,0.061,0.074
T3,0.117,0.545,0.847,0.889
T3,0.121,0.624,0.825,0.888
T4,0.127,0.604,0.809,0.92
T3,0.123,0.562,0.781,1.013
T3,0.133,0.557,0.838,0.89
T1,0.009,0.041,0.063,0.069
T4,0.119,0.626,0.74,1.005
T3,0.134,0.613,0.828,1.036
T4,0.118,0.625,0.738,0.946
T1,0.009,0.041,0.057,0.073
T1,0.01,0.041,0.06,0.067
T4,0.12,0.567,0.846,1.075
T1,0.01,0.047,0.055,0.074
T4,0.129,0.553,0.83,0.987
T1,0.01,0.043,0.062,0.073
T1,0.01,0.043,0.058,0.067
T1,0.01,0.043,0.056,0.07
T1,0.009,0.04,0.06,0.067
T4,0.118,0.616,0.859,1.006
T1,0.01,0.046,0.054,0.073
T4,0.127,0.596,0.839,0.96
T1,0.01,0.042,0.057,0.076
T4,0.13,0.551,0.765,0.926
T1,0.01,0.045,0.059,0.073
T4,0.126,0.636,0.862,0.987
T1,0.009,0.043,0.055,0.075
T4,0.138,0.611,0.862,1.013
T1,0.01,0.04,0.056,0.074
T4,0.124,0.636,0.874,0.918
T1,0.009,0.043,0.055,0.076
T1,0.009,0.041,0.057,0.07
T1,0.01,0.047,0.056,0.073
T4,0.134,0.623,0.815,0.947
T4,0.139,0.59,0.764,0.966
