task_type,m1_1,m2_1,m3_1,m4_1
T3,0.003,0.003,0.052,0.156
T3,0.003,0.004,0.051,0.162
T2,0.001,0.001,0.014,0.051
T3,0.003,0.004,0.048,0.175
T4,0.016,0.021,0.273,0.964
T1,0.0,0.0,0.003,0.012
T3,0.003,0.004,0.047,0.172
T2,0.001,0.001,0.016,0.047
T2,0.001,0.001,0.014,0.049
T3,0.003,0.004,0.051,0.176
T4,0.017,0.022,0.311,1.008
T1,0.0,0.0,0.003,0.012
T2,0.001,0.001,0.015,0.048
T2,0.001,0.001,0.015,0.051
T1,0.0,0.0,0.003,0.012
T2,0.001,0.001,0.016,0.054
T4,0.017,0.023,0.285,1.001
T2,0.001,0.001,0.015,0.053
T3,0.003,0.004,0.048,0.178
T2,0.001,0.001,0.013,0.048
T1,0.0,0.0,0.003,0.012
T3,0.003,0.003,0.048,0.166
T2,0.001,0.001,0.015,0.048
T1,0.0,0.0,0.003,0.011
T4,0.017,0.024,0.296,0.952
T4,0.015,0.021,0.274,1.013
T1,0.0,0.0,0.003,0.012
T4,0.017,0.024,0.311,0.97
T1,0.0,0.0,0.004,0.011
T2,0.001,0.001,0.013,0.047
T4,0.015,0.021,0.285,0.974
T1,0.0,0.0,0.004,0.012
T3,0.003,0.003,0.052,0.16
T4,0.015,0.021,0.286,0.931
T2,0.001,0.001,0.016,0.054
T1,0.0,0.0,0.003,0.012
T2,0.001,0.001,0.014,0.049
T2,0.001,0.001,0.014,0.052
T4,0.016,0.022,0.27,0.926
T2,0.001,0.001,0.015,0.05
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.015,0.051
T2,0.001,0.001,0.016,0.053
T3,0.003,0.004,0.052,0.182
T4,0.016,0.021,0.29,0.998
T3,0.003,0.003,0.052,0.172
T2,0.001,0.001,0.015,0.052
T2,0.001,0.001,0.014,0.047
T2,0.001,0.001,0.015,0.053
T2,0.001,0.001,0.014,0.049
T3,0.003,0.004,0.048,0.155
T4,0.015,0.024,0.29,1.051
T3,0.003,0.004,0.047,0.172
T1,0.0,0.0,0.004,0.012
T4,0.017,0.021,0.288,1.05
T2,0.001,0.001,0.016,0.048
T1,0.0,0.0,0.003,0.011
T3,0.003,0.004,0.047,0.158
T3,0.003,0.004,0.046,0.176
T3,0.003,0.004,0.046,0.164
T2,0.001,0.001,0.015,0.051
T2,0.001,0.001,0.014,0.048
T1,0.0,0.0,0.003,0.013
T4,0.017,0.022,0.281,1.046
T3,0.003,0.004,0.047,0.172
T1,0.0,0.0,0.003,0.011
T3,0.003,0.004,0.046,0.164
T1,0.0,0.0,0.004,0.011
T2,0.001,0.001,0.015,0.054
T1,0.0,0.0,0.004,0.012
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.004,0.012
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.015,0.051
T2,0.001,0.001,0.014,0.049
T4,0.016,0.023,0.269,1.051
T1,0.0,0.0,0.003,0.012
T3,0.003,0.004,0.048,0.162
T2,0.001,0.001,0.016,0.05
T1,0.0,0.0,0.003,0.011
T3,0.003,0.004,0.049,0.153
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.003,0.012
T3,0.003,0.004,0.049,0.166
T4,0.016,0.022,0.301,1.082
T4,0.015,0.023,0.271,1.006
T4,0.016,0.021,0.265,0.941
T2,0.001,0.001,0.015,0.049
T2,0.001,0.001,0.016,0.047
T4,0.017,0.021,0.309,0.938
T3,0.003,0.004,0.048,0.18
T3,0.003,0.004,0.047,0.17
T4,0.017,0.02,0.3,0.991
T1,0.0,0.0,0.004,0.011
T2,0.001,0.001,0.016,0.051
T2,0.001,0.001,0.015,0.055
T3,0.003,0.004,0.044,0.182
T2,0.001,0.001,0.015,0.048
T2,0.001,0.001,0.016,0.05
T3,0.003,0.004,0.051,0.18
T4,0.017,0.023,0.27,1.083
T4,0.017,0.023,0.291,0.965
T2,0.001,0.001,0.015,0.054
T2,0.001,0.001,0.014,0.051
T2,0.001,0.001,0.015,0.054
T3,0.003,0.004,0.05,0.181
T4,0.017,0.021,0.309,0.987
T1,0.0,0.0,0.003,0.011
T3,0.003,0.004,0.052,0.161
T4,0.017,0.021,0.263,1.072
T3,0.003,0.004,0.045,0.176
T3,0.003,0.004,0.047,0.176
T1,0.0,0.0,0.003,0.012
T2,0.001,0.001,0.014,0.05
T4,0.017,0.023,0.29,0.933
T1,0.0,0.0,0.003,0.013
T3,0.003,0.004,0.044,0.174
T2,0.001,0.001,0.013,0.049
T2,0.001,0.001,0.015,0.051
T3,0.003,0.004,0.048,0.182
T1,0.0,0.0,0.003,0.012
T4,0.015,0.022,0.297,0.953
T3,0.003,0.003,0.044,0.178
T2,0.001,0.001,0.016,0.054
T4,0.016,0.021,0.266,1.038
T2,0.001,0.001,0.014,0.048
T4,0.016,0.024,0.286,1.079
T1,0.0,0.0,0.004,0.012
T4,0.015,0.022,0.297,1.048
T1,0.0,0.0,0.004,0.011
T2,0.001,0.001,0.016,0.049
T4,0.016,0.021,0.289,0.992
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.014,0.053
T3,0.003,0.004,0.045,0.164
T4,0.017,0.022,0.304,0.93
T1,0.0,0.0,0.003,0.011
T4,0.015,0.022,0.286,1.06
T2,0.001,0.001,0.013,0.047
T2,0.001,0.001,0.015,0.048
T4,0.015,0.02,0.281,1.026
T1,0.0,0.0,0.004,0.013
T4,0.017,0.021,0.276,1.025
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.014,0.047
T3,0.003,0.004,0.046,0.155
T1,0.0,0.0,0.004,0.012
T4,0.017,0.022,0.286,1.031
T2,0.001,0.001,0.014,0.055
T4,0.017,0.022,0.283,0.945
T2,0.001,0.001,0.016,0.047
T4,0.016,0.02,0.302,1.011
T1,0.0,0.0,0.003,0.011
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.014,0.047
T2,0.001,0.001,0.015,0.054
T2,0.001,0.001,0.016,0.049
T3,0.003,0.003,0.051,0.161
T1,0.0,0.0,0.003,0.013
T2,0.001,0.001,0.015,0.054
T1,0.0,0.0,0.003,0.012
T2,0.001,0.001,0.015,0.054
T3,0.003,0.003,0.05,0.158
T2,0.001,0.001,0.014,0.054
T1,0.0,0.0,0.003,0.011
T3,0.003,0.004,0.049,0.162
T4,0.017,0.022,0.291,0.965
T2,0.001,0.001,0.014,0.05
T4,0.017,0.021,0.293,1.053
T3,0.003,0.004,0.047,0.181
T2,0.001,0.001,0.014,0.052
T2,0.001,0.001,0.016,0.055
T3,0.003,0.004,0.051,0.18
T1,0.0,0.0,0.003,0.013
T4,0.015,0.021,0.293,1.019
T3,0.003,0.004,0.051,0.181
T1,0.0,0.0,0.003,0.012
T2,0.001,0.001,0.014,0.051
T3,0.003,0.004,0.046,0.173
T4,0.015,0.022,0.269,1.073
T2,0.001,0.001,0.014,0.054
T4,0.015,0.02,0.311,0.991
T3,0.002,0.004,0.045,0.178
T4,0.016,0.023,0.272,1.018
T4,0.016,0.02,0.279,0.999
T4,0.016,0.022,0.291,1.005
T1,0.0,0.0,0.003,0.011
T1,0.0,0.0,0.003,0.013
T3,0.003,0.004,0.044,0.165
T2,0.001,0.001,0.015,0.048
T1,0.0,0.0,0.003,0.011
T4,0.015,0.023,0.289,0.982
T1,0.0,0.0,0.003,0.011
T4,0.016,0.022,0.272,1.066
T1,0.0,0.0,0.004,0.012
T1,0.0,0.0,0.003,0.011
T2,0.001,0.001,0.014,0.047
T1,0.0,0.0,0.004,0.012
T3,0.003,0.004,0.049,0.18
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.014,0.053
T2,0.001,0.001,0.013,0.048
T2,0.001,0.001,0.014,0.053
T4,0.015,0.024,0.306,0.949
T2,0.001,0.001,0.015,0.055
T1,0.0,0.0,0.004,0.012
T2,0.001,0.001,0.013,0.055
T4,0.017,0.022,0.281,1.086
T3,0.003,0.004,0.044,0.158
T4,0.017,0.022,0.31,1.011
T4,0.017,0.02,0.27,1.024
T1,0.0,0.0,0.003,0.011
T4,0.015,0.023,0.263,0.953
T3,0.003,0.003,0.051,0.157
T3,0.003,0.004,0.051,0.181
T3,0.003,0.004,0.049,0.159
T4,0.016,0.021,0.268,1.049
T1,0.0,0.0,0.003,0.013
T3,0.003,0.003,0.047,0.153
T4,0.016,0.02,0.285,0.981
T3,0.003,0.004,0.047,0.158
T3,0.003,0.004,0.051,0.163
T1,0.0,0.0,0.003,0.012
T3,0.003,0.003,0.05,0.173
T3,0.003,0.004,0.052,0.169
T4,0.016,0.023,0.268,0.923
T3,0.003,0.004,0.049,0.163
T1,0.0,0.0,0.003,0.011
T1,0.0,0.0,0.004,0.011
T1,0.0,0.0,0.004,0.012
T3,0.003,0.004,0.047,0.165
T3,0.003,0.004,0.052,0.153
T4,0.015,0.022,0.288,0.933
T4,0.017,0.023,0.265,0.961
T4,0.015,0.024,0.294,1.071
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.004,0.012
T3,0.003,0.003,0.052,0.154
T3,0.003,0.004,0.051,0.153
T4,0.016,0.022,0.288,0.92
T3,0.003,0.004,0.048,0.175
T3,0.003,0.004,0.051,0.154
T1,0.0,0.0,0.004,0.011
T4,0.015,0.023,0.263,1.005
T3,0.003,0.004,0.051,0.179
T4,0.015,0.023,0.263,0.946
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.003,0.011
T4,0.015,0.021,0.301,1.075
T1,0.0,0.0,0.003,0.012
T4,0.016,0.02,0.295,0.987
T1,0.0,0.0,0.004,0.012
T1,0.0,0.0,0.003,0.011
T1,0.0,0.0,0.003,0.011
T1,0.0,0.0,0.003,0.011
T4,0.015,0.022,0.305,1.006
T1,0.0,0.0,0.003,0.012
T4,0.016,0.022,0.298,0.96
T1,0.0,0.0,0.003,0.012
T4,0.016,0.02,0.272,0.926
T1,0.0,0.0,0.003,0.012
T4,0.016,0.023,0.306,0.987
T1,0.0,0.0,0.003,0.012
T4,0.017,0.022,0.306,1.013
T1,0.0,0.0,0.003,0.012
T4,0.015,0.023,0.311,0.918
T1,0.0,0.0,0.003,0.012
T1,0.0,0.0,0.003,0.011
T1,0.0,0.0,0.003,0.012
T4,0.017,0.023,0.29,0.947
T4,0.017,0.022,0.271,0.966
