task_type,m1_1,m2_1,m3_1,m4_1
T2,1.153,3.867,23.026,24.893
T3,1.688,5.437,36.578,36.583
T3,1.815,5.257,36.146,37.345
T1,0.822,2.455,16.894,16.025
T4,2.658,8.018,51.464,53.569
T1,0.78,2.486,17.145,16.843
T4,2.609,7.989,47.058,51.376
T4,2.479,7.331,46.329,54.22
T3,1.589,5.033,33.407,33.775
T4,2.63,8.082,47.113,54.005
T3,1.702,5.751,37.284,35.455
T2,1.311,3.878,22.664,23.97
T3,1.751,5.818,36.448,34.926
T3,1.588,5.572,36.195,34.06
T2,1.254,4.144,25.119,25.612
T2,1.218,4.194,24.301,24.01
T3,1.694,5.779,37.757,37.248
T1,0.87,2.778,17.341,17.918
T2,1.253,4.19,23.254,23.804
T2,1.18,4.133,24.917,22.404
T2,1.177,3.871,22.928,26.06
T3,1.714,5.422,31.963,36.703
T4,2.507,7.23,48.901,47.749
T1,0.876,2.75,17.492,18.282
T1,0.83,2.896,17.788,15.723
T2,1.295,4.041,24.002,23.322
T3,1.69,5.679,37.318,36.845
T2,1.136,3.814,24.73,25.04
T4,2.347,8.11,45.772,51.207
T2,1.201,3.913,22.538,24.785
T1,0.778,2.759,17.131,17.87
T3,1.689,5.562,32.487,37.525
T1,0.856,2.624,18.23,17.632
T1,0.788,2.444,16.043,17.736
T2,1.158,4.062,24.347,22.707
T1,0.772,2.841,16.63,15.777
T1,0.889,2.567,17.116,15.624
T1,0.78,2.466,16.651,17.587
T4,2.609,7.371,46.485,50.648
T4,2.274,8.022,49.686,45.871
T1,0.867,2.448,17.745,16.162
T4,2.672,8.271,47.151,47.604
T1,0.816,2.624,17.066,17.163
T1,0.812,2.704,17.456,17.814
T1,0.811,2.514,16.692,18.221
T4,2.455,8.224,47.448,50.601
T2,1.272,3.556,24.866,25.708
T1,0.822,2.447,18.145,18.343
T1,0.885,2.535,15.454,16.918
T3,1.798,5.047,36.936,36.625
T1,0.817,2.702,18.075,16.946
T2,1.163,4.017,25.109,25.478
T1,0.789,2.569,15.626,17.09
T1,0.782,2.827,16.201,18.031
T4,2.275,7.909,53.887,54.008
T4,2.617,7.548,51.878,49.43
T3,1.702,5.741,36.834,31.991
T2,1.121,3.714,22.426,25.83
T1,0.895,2.494,17.827,17.437
T1,0.786,2.583,16.332,17.204
T2,1.206,4.176,23.483,23.219
T4,2.396,7.338,47.349,50.563
T3,1.741,5.346,34.365,34.399
T3,1.68,5.863,37.765,34.369
T2,1.228,3.92,24.617,25.999
T1,0.78,2.621,15.426,17.75
T2,1.246,3.67,23.855,25.211
T3,1.586,5.563,32.428,32.449
T2,1.14,3.613,25.07,24.791
T2,1.291,3.64,24.052,23.235
T3,1.605,5.151,34.604,32.615
T2,1.151,3.628,24.152,23.615
T4,2.549,7.262,47.305,46.25
T4,2.507,7.565,46.473,53.157
T4,2.332,7.444,47.151,53.14
T4,2.506,7.728,50.182,45.807
T3,1.573,5.328,37.202,36.888
T3,1.685,5.226,31.912,35.437
T3,1.676,5.147,36.505,35.452
T3,1.699,5.961,31.798,35.196
T2,1.137,3.762,26.44,25.688
T4,2.287,8.048,51.37,49.851
T3,1.706,5.727,36.145,33.843
T3,1.703,5.042,34.483,33.095
T2,1.307,3.802,22.516,24.763
T1,0.799,2.706,18.045,17.082
T4,2.312,8.027,49.998,49.966
T3,1.851,5.913,36.931,34.429
T2,1.177,3.644,23.789,22.83
T1,0.897,2.678,17.434,15.813
T3,1.608,5.698,37.624,36.298
T3,1.686,5.545,32.401,34.825
T1,0.903,2.823,17.603,15.442
T4,2.407,8.507,48.723,45.691
T2,1.225,4.052,24.249,25.483
T4,2.502,7.371,51.457,49.026
T4,2.612,7.887,46.477,52.254
T3,1.701,5.295,35.732,32.893
T2,1.113,3.625,26.572,24.959
T1,0.78,2.48,17.153,15.514
T2,1.206,3.85,23.724,24.741
T4,2.478,8.489,49.973,45.991
T3,1.631,5.292,33.4,33.038
T3,1.82,5.837,34.192,35.452
T4,2.471,8.563,48.303,46.505
T3,1.831,5.79,36.877,37.095
T4,2.408,7.368,49.44,53.425
T2,1.204,3.948,25.453,23.595
T4,2.533,7.46,52.644,54.171
T3,1.681,5.678,33.286,37.225
T2,1.198,3.915,23.945,24.928
T3,1.849,5.75,37.298,37.577
T4,2.614,8.475,48.372,51.592
T3,1.721,5.589,33.38,34.271
T4,2.492,7.986,53.632,49.145
T3,1.856,5.465,37.245,32.164
T3,1.753,5.491,32.894,36.41
T3,1.856,5.165,32.168,37.7
T4,2.32,7.402,49.991,49.847
T4,2.541,8.044,52.999,53.424
T2,1.156,4.132,24.694,26.234
T1,0.865,2.712,17.442,17.601
T3,1.65,5.177,33.186,34.094
T2,1.106,3.777,26.333,23.588
T2,1.139,3.8,24.21,24.37
T4,2.421,8.18,46.883,53.927
T4,2.259,8.224,51.916,50.753
T1,0.904,2.859,16.081,18.305
T1,0.82,2.775,17.087,15.937
T2,1.273,3.849,25.839,23.03
T3,1.771,5.082,35.451,34.057
T3,1.596,5.328,35.388,33.187
T1,0.823,2.539,17.532,17.952
T3,1.682,5.602,35.156,34.634
T1,0.881,2.613,18.253,18.222
T1,0.851,2.709,16.504,18.062
T2,1.209,3.701,22.641,25.694
T2,1.296,3.538,26.092,23.166
T3,1.606,5.144,37.409,32.329
T3,1.642,5.381,37.067,33.594
T2,1.222,4.194,22.843,24.412
T3,1.7,5.843,34.553,36.475
T4,2.525,7.628,47.637,48.21
T1,0.779,2.705,16.325,17.041
T3,1.607,5.524,34.093,35.808
T2,1.137,3.613,26.44,22.675
T2,1.195,3.819,23.286,23.788
T3,1.854,5.668,36.923,36.53
T4,2.565,7.986,54.162,50.412
T1,0.87,2.898,16.776,17.738
T2,1.218,3.599,24.899,23.292
T2,1.193,3.816,24.921,24.658
T1,0.857,2.475,17.249,17.827
T2,1.129,3.834,26.419,26.0
T4,2.673,8.371,49.615,50.061
T2,1.112,3.549,25.387,25.432
T3,1.669,5.39,35.08,36.934
T2,1.114,4.109,22.416,22.997
T1,0.857,2.725,17.21,17.807
T3,1.769,5.065,34.808,34.492
T2,1.309,3.592,25.461,23.243
T1,0.859,2.529,16.196,16.282
T4,2.59,8.584,51.507,47.596
T4,2.373,7.667,47.802,50.674
T1,0.837,2.768,17.008,17.445
T4,2.626,8.495,54.203,48.49
T1,0.769,2.454,18.206,16.367
T2,1.29,3.858,22.593,22.898
T4,2.355,7.637,49.586,48.703
T1,0.899,2.746,17.506,17.051
T3,1.73,5.203,37.491,33.333
T4,2.371,7.667,49.925,46.555
T2,1.117,4.143,26.327,26.089
T1,0.763,2.576,16.255,17.619
T2,1.304,3.714,23.433,23.436
T2,1.124,3.882,23.921,25.089
T4,2.512,7.825,46.968,46.303
T2,1.126,3.914,24.879,24.19
T1,0.768,2.84,17.588,17.851
T2,1.29,4.106,24.569,24.45
T2,1.271,3.956,26.344,25.479
T3,1.741,5.438,37.809,37.743
T4,2.409,7.463,50.605,49.877
T3,1.785,5.087,37.624,35.738
T2,1.303,3.624,24.625,25.249
T2,1.248,4.087,23.954,22.582
T2,1.124,4.088,24.414,25.53
T2,1.125,4.134,23.6,23.619
T3,1.817,5.746,34.444,32.14
T4,2.293,8.533,50.459,52.528
T3,1.657,5.393,33.726,35.714
T1,0.847,2.664,18.304,17.111
T4,2.67,7.754,50.113,52.522
T2,1.116,3.963,26.346,23.181
T1,0.866,2.783,15.633,15.738
T3,1.606,5.773,34.328,32.823
T3,1.775,5.324,33.13,36.508
T3,1.838,5.729,33.176,34.116
T2,1.112,4.08,25.811,24.494
T2,1.211,4.184,23.769,23.268
T1,0.891,2.452,15.788,17.939
T4,2.637,8.125,48.951,52.314
T3,1.647,5.654,33.807,35.678
T1,0.885,2.72,15.635,15.646
T3,1.786,5.234,33.325,34.075
T1,0.819,2.51,17.612,16.381
T2,1.24,3.869,24.965,26.171
T1,0.873,2.553,17.43,16.707
T1,0.873,2.747,16.067,16.592
T1,0.79,2.472,17.648,17.829
T1,0.788,2.614,18.073,17.52
T2,1.17,3.643,25.425,24.831
T2,1.172,4.116,22.791,23.67
T4,2.525,8.244,46.81,52.537
T1,0.854,2.473,15.526,17.776
T3,1.804,5.511,35.084,33.775
T2,1.291,4.098,26.204,24.294
T1,0.803,2.598,16.991,15.431
T3,1.729,5.352,35.613,31.808
T1,0.863,2.802,16.046,17.086
T1,0.891,2.88,17.229,17.211
T3,1.849,5.363,35.617,34.489
T4,2.553,7.933,52.51,54.082
T4,2.262,8.392,47.272,50.291
T4,2.442,7.757,46.184,47.049
T2,1.204,4.189,25.813,23.756
T2,1.183,3.977,26.169,22.852
T4,2.672,7.57,53.877,46.914
T3,1.752,5.414,35.033,37.383
T3,1.614,5.244,34.169,35.359
T4,2.668,7.356,52.354,49.55
T1,0.851,2.746,17.535,15.866
T2,1.225,3.555,26.418,24.826
T2,1.23,3.659,25.15,26.59
T3,1.841,5.589,32.021,37.743
T2,1.118,4.201,25.275,23.092
T2,1.237,3.553,26.515,24.295
T3,1.623,5.452,36.922,37.359
T4,2.563,8.149,47.066,54.142
T4,2.597,8.455,50.728,48.257
T2,1.233,3.875,24.55,26.023
T2,1.184,4.194,23.777,24.404
T2,1.229,3.595,25.205,26.275
T3,1.831,5.879,36.482,37.582
T4,2.626,7.482,53.897,49.358
T1,0.851,2.624,16.658,15.945
T3,1.686,5.784,37.606,33.534
T4,2.598,7.533,45.779,53.587
T3,1.852,5.94,32.314,36.592
T3,1.826,5.923,34.038,36.486
T1,0.801,2.777,17.228,17.693
T2,1.252,3.753,23.42,24.157
T4,2.604,8.397,50.527,46.626
T1,0.797,2.699,15.491,18.053
T3,1.603,5.459,31.804,36.113
T2,1.143,3.981,22.584,23.67
T2,1.278,3.722,25.897,24.494
T3,1.71,5.681,34.65,37.807
T1,0.762,2.707,15.914,16.901
T4,2.36,8.101,51.682,47.634
T3,1.616,5.077,32.123,37.041
T2,1.22,4.113,26.548,25.999
T4,2.518,7.718,46.407,51.89
T2,1.216,3.953,23.836,23.231
T4,2.421,8.594,49.903,53.927
T1,0.873,2.453,18.287,17.018
T4,2.367,8.068,51.724,52.401
T1,0.875,2.622,17.548,15.744
T2,1.214,4.144,26.394,23.647
T4,2.465,7.494,50.297,49.581
T1,0.794,2.8,17.589,16.67
T2,1.287,3.568,23.782,25.478
T3,1.8,5.974,32.769,34.111
T4,2.569,7.924,53.015,46.523
T1,0.774,2.687,16.323,16.164
T4,2.39,7.841,49.825,53.015
T2,1.268,3.886,22.635,22.579
T2,1.264,3.954,25.882,23.029
T4,2.389,7.243,49.041,51.303
T1,0.831,2.465,17.94,18.294
T4,2.619,7.7,48.139,51.235
T1,0.884,2.658,17.125,17.018
T1,0.835,2.772,17.893,17.337
T2,1.311,4.032,22.9,22.795
T3,1.809,5.542,33.38,32.311
T1,0.843,2.612,18.233,17.678
T4,2.654,7.877,49.837,51.566
T2,1.131,3.95,23.908,26.429
T4,2.578,7.854,49.315,47.25
T2,1.303,4.132,26.358,22.816
T4,2.455,7.401,52.674,50.545
T1,0.854,2.712,16.736,15.822
T1,0.815,2.527,17.498,17.432
T2,1.221,4.141,23.935,22.615
T2,1.294,3.736,24.941,26.119
T2,1.195,3.944,26.152,23.544
T3,1.754,5.193,36.864,33.477
T1,0.886,2.518,15.961,17.931
T2,1.185,3.99,24.765,25.96
T1,0.87,2.469,16.308,17.468
T2,1.113,4.093,25.67,26.291
T3,1.762,5.134,35.942,32.769
T2,1.221,4.161,23.862,25.881
T1,0.895,2.442,15.638,16.432
T3,1.782,5.513,35.656,33.732
T4,2.648,7.92,50.663,48.258
T2,1.267,3.815,23.743,24.007
T4,2.665,7.528,51.148,52.669
T3,1.604,5.238,34.024,37.69
T2,1.191,4.202,24.063,24.917
T2,1.253,3.958,26.369,26.391
T3,1.613,5.766,37.325,37.453
T1,0.891,2.73,16.715,18.051
T4,2.327,7.472,51.121,50.949
T3,1.753,5.649,36.95,37.568
T1,0.769,2.735,15.686,16.869
T2,1.118,3.864,22.71,24.524
T3,1.632,5.66,33.379,36.026
T4,2.395,8.012,46.851,53.658
T2,1.27,3.578,23.809,26.312
T4,2.382,7.391,54.272,49.564
T3,1.569,5.411,32.606,36.97
T4,2.457,8.25,47.487,50.886
T4,2.523,7.304,48.592,49.967
T4,2.417,7.842,50.729,50.254
T1,0.829,2.812,17.343,15.812
T1,0.797,2.554,15.553,17.9
T3,1.699,5.843,32.181,34.386
T2,1.226,3.775,24.879,23.391
T1,0.84,2.598,17.384,16.29
T4,2.332,8.442,50.343,49.116
T1,0.903,2.632,16.151,16.227
T4,2.499,8.094,47.473,53.312
T1,0.815,2.817,18.234,16.73
T1,0.77,2.626,16.277,16.164
T2,1.217,3.766,23.499,22.754
T1,0.804,2.741,17.89,16.512
T3,1.595,5.894,35.749,37.441
T1,0.864,2.547,17.617,17.878
T2,1.228,3.685,22.72,25.405
T2,1.186,3.893,22.418,23.117
T2,1.115,3.92,23.038,25.571
T4,2.393,8.497,53.272,47.45
T2,1.297,3.804,25.939,26.358
T1,0.854,2.798,18.052,16.794
T2,1.123,3.694,22.476,26.533
T4,2.672,7.885,49.03,54.305
T3,1.653,5.918,32.108,32.897
T4,2.664,7.99,54.082,50.54
T4,2.64,7.262,47.018,51.202
T1,0.813,2.586,15.425,16.229
T4,2.261,8.401,45.877,47.639
T3,1.622,5.13,36.794,32.568
T3,1.718,5.489,37.202,37.707
T3,1.605,5.872,35.537,33.042
T4,2.491,7.599,46.701,52.46
T1,0.888,2.762,16.228,18.162
T3,1.622,5.055,33.983,31.86
T4,2.405,7.253,49.7,49.068
T3,1.739,5.881,33.901,32.909
T3,1.72,5.693,37.282,33.939
T1,0.805,2.586,16.16,16.796
T3,1.609,5.183,36.465,35.92
T3,1.66,5.213,37.778,35.054
T4,2.518,8.276,46.632,46.158
T3,1.603,5.565,35.33,33.956
T1,0.885,2.673,15.848,15.723
T1,0.799,2.556,18.252,15.672
T1,0.826,2.792,17.93,16.71
T3,1.855,5.65,33.995,34.2
T3,1.773,5.214,37.365,31.883
T4,2.281,7.934,50.241,46.642
T4,2.627,8.196,46.229,48.045
T4,2.398,8.494,51.181,53.553
T1,0.818,2.747,16.886,17.231
T1,0.769,2.862,16.542,17.72
T1,0.815,2.746,17.453,17.15
T3,1.603,5.151,37.679,31.92
T3,1.656,5.898,36.68,31.855
T4,2.431,7.944,50.144,45.998
T3,1.693,5.311,34.713,36.355
T3,1.829,5.266,37.251,31.951
T1,0.776,2.504,17.96,15.872
T4,2.283,8.238,45.858,50.247
T3,1.844,5.787,36.845,37.17
T4,2.254,8.228,45.748,47.322
T1,0.795,2.509,16.406,16.817
T1,0.855,2.496,17.293,15.564
T4,2.285,7.469,52.416,53.726
T1,0.862,2.847,15.909,17.251
T4,2.461,7.277,51.438,49.35
T1,0.888,2.61,17.812,16.799
T1,0.86,2.604,16.537,15.447
T1,0.841,2.636,16.185,16.14
T1,0.774,2.466,17.206,15.587
T4,2.258,8.105,53.224,50.298
T1,0.875,2.789,15.576,16.9
T4,2.436,7.849,51.99,47.998
T1,0.878,2.575,16.232,17.607
T4,2.485,7.249,47.412,46.312
T1,0.877,2.752,16.973,16.812
T4,2.404,8.369,53.402,49.34
T1,0.833,2.593,15.842,17.344
T4,2.636,8.037,53.416,50.671
T1,0.875,2.455,16.211,17.191
T4,2.368,8.377,54.173,45.892
T1,0.838,2.631,15.843,17.52
T1,0.806,2.471,16.488,16.325
T1,0.869,2.862,16.159,16.893
T4,2.569,8.199,50.467,47.362
T4,2.654,7.771,47.313,48.276
