task_type,m1_1,m2_1,m3_1,m4_1
T2,0.095,1.1,3.423,4.242
T2,0.099,1.163,3.015,4.45
T3,0.172,1.92,5.32,7.605
T4,0.228,2.599,7.497,10.082
T1,0.003,0.033,0.081,0.124
T2,0.101,1.096,3.224,4.357
T2,0.099,1.162,3.227,4.613
T1,0.003,0.028,0.083,0.124
T2,0.094,1.167,3.421,4.864
T4,0.238,2.724,6.868,10.012
T2,0.093,1.081,3.287,4.758
T3,0.154,1.826,5.054,7.689
T2,0.093,1.251,2.902,4.302
T1,0.003,0.031,0.083,0.124
T3,0.164,1.716,5.015,7.181
T2,0.109,1.094,3.297,4.348
T1,0.003,0.029,0.078,0.113
T4,0.23,2.794,7.13,9.519
T4,0.211,2.495,6.617,10.135
T1,0.003,0.031,0.082,0.122
T4,0.234,2.765,7.503,9.698
T1,0.002,0.028,0.088,0.114
T2,0.107,1.175,2.925,4.284
T4,0.209,2.486,6.864,9.741
T1,0.003,0.031,0.084,0.119
T3,0.16,1.763,5.402,6.939
T4,0.211,2.495,6.911,9.311
T2,0.093,1.261,3.409,4.88
T1,0.002,0.029,0.078,0.123
T2,0.108,1.131,3.034,4.384
T2,0.093,1.182,3.097,4.693
T4,0.223,2.547,6.501,9.261
T2,0.094,1.192,3.221,4.525
T1,0.002,0.032,0.085,0.124
T2,0.107,1.25,3.181,4.574
T2,0.106,1.204,3.411,4.766
T3,0.161,1.842,5.447,7.857
T4,0.214,2.429,7.005,9.975
T3,0.165,1.723,5.421,7.44
T2,0.108,1.103,3.188,4.723
T2,0.104,1.244,3.101,4.224
T2,0.094,1.245,3.161,4.776
T2,0.094,1.259,3.056,4.418
T3,0.168,1.947,4.963,6.691
T4,0.204,2.777,6.985,10.506
T3,0.153,1.827,4.859,7.435
T1,0.003,0.03,0.088,0.119
T4,0.237,2.524,6.937,10.504
T2,0.093,1.206,3.411,4.337
T1,0.003,0.032,0.075,0.11
T3,0.149,1.956,4.946,6.833
T3,0.164,1.804,4.773,7.6
T3,0.17,1.941,4.78,7.102
T2,0.092,1.242,3.342,4.582
T2,0.101,1.274,3.078,4.353
T1,0.003,0.028,0.076,0.125
T4,0.235,2.644,6.776,10.463
T3,0.152,1.915,4.871,7.427
T1,0.003,0.031,0.075,0.109
T3,0.165,1.773,4.801,7.094
T1,0.003,0.028,0.085,0.114
T2,0.103,1.178,3.232,4.896
T1,0.003,0.029,0.084,0.116
T1,0.003,0.031,0.078,0.116
T1,0.002,0.028,0.085,0.124
T1,0.002,0.03,0.087,0.122
T2,0.097,1.109,3.292,4.645
T2,0.097,1.253,2.951,4.428
T4,0.225,2.683,6.479,10.507
T1,0.003,0.028,0.075,0.124
T3,0.167,1.867,5.055,7.031
T2,0.107,1.248,3.393,4.545
T1,0.003,0.029,0.082,0.108
T3,0.16,1.813,5.131,6.622
T1,0.003,0.032,0.077,0.119
T1,0.003,0.033,0.083,0.12
T3,0.171,1.817,5.132,7.18
T4,0.227,2.582,7.268,10.816
T4,0.201,2.731,6.543,10.058
T4,0.217,2.525,6.393,9.41
T2,0.1,1.275,3.342,4.444
T2,0.098,1.211,3.388,4.275
T4,0.238,2.464,7.458,9.383
T3,0.162,1.834,5.048,7.782
T3,0.149,1.776,4.923,7.361
T4,0.237,2.394,7.247,9.91
T1,0.003,0.031,0.085,0.111
T2,0.102,1.082,3.421,4.644
T2,0.102,1.114,3.256,4.974
T3,0.17,1.893,4.613,7.857
T2,0.093,1.279,3.272,4.32
T2,0.103,1.082,3.433,4.545
T3,0.15,1.847,5.32,7.777
T4,0.228,2.652,6.515,10.828
T4,0.231,2.752,7.022,9.651
T2,0.103,1.18,3.179,4.868
T2,0.098,1.277,3.079,4.565
T2,0.102,1.094,3.263,4.915
T3,0.169,1.992,5.256,7.824
T4,0.234,2.435,7.46,9.872
T1,0.003,0.03,0.08,0.111
T3,0.156,1.96,5.418,6.981
T4,0.231,2.452,6.337,10.717
T3,0.171,2.013,4.656,7.618
T3,0.169,2.007,4.904,7.595
T1,0.003,0.031,0.083,0.123
T2,0.104,1.142,3.032,4.519
T4,0.232,2.733,6.994,9.325
T1,0.002,0.031,0.075,0.126
T3,0.148,1.849,4.582,7.518
T2,0.095,1.212,2.924,4.428
T2,0.106,1.133,3.353,4.582
T3,0.158,1.925,4.992,7.871
T1,0.002,0.031,0.077,0.118
T4,0.21,2.637,7.154,9.527
T3,0.15,1.72,4.628,7.711
T2,0.102,1.252,3.437,4.864
T4,0.224,2.512,6.424,10.378
T2,0.101,1.203,3.086,4.346
T4,0.215,2.797,6.908,10.785
T1,0.003,0.028,0.088,0.119
T4,0.211,2.626,7.16,10.48
T1,0.003,0.03,0.085,0.11
T2,0.101,1.262,3.417,4.424
T4,0.219,2.439,6.962,9.916
T1,0.002,0.032,0.085,0.116
T2,0.107,1.086,3.079,4.766
T3,0.167,2.024,4.721,7.101
T4,0.228,2.579,7.338,9.305
T1,0.002,0.03,0.079,0.113
T4,0.213,2.552,6.897,10.603
T2,0.105,1.183,2.931,4.224
T2,0.105,1.204,3.351,4.308
T4,0.213,2.357,6.788,10.261
T1,0.003,0.028,0.087,0.128
T4,0.233,2.506,6.663,10.247
T1,0.003,0.03,0.083,0.119
T1,0.003,0.031,0.086,0.121
T2,0.109,1.228,2.965,4.264
T3,0.167,1.878,4.809,6.726
T1,0.003,0.03,0.088,0.123
T4,0.236,2.564,6.898,10.313
T2,0.094,1.203,3.096,4.944
T4,0.229,2.556,6.826,9.45
T2,0.108,1.258,3.413,4.268
T4,0.218,2.409,7.291,10.109
T1,0.003,0.031,0.081,0.11
T1,0.003,0.029,0.084,0.121
T2,0.102,1.261,3.099,4.231
T2,0.108,1.137,3.229,4.886
T2,0.099,1.201,3.386,4.404
T3,0.162,1.759,5.311,6.969
T1,0.003,0.029,0.077,0.125
T2,0.099,1.215,3.206,4.856
T1,0.003,0.028,0.079,0.122
T2,0.093,1.246,3.324,4.918
T3,0.163,1.739,5.178,6.822
T2,0.102,1.267,3.09,4.842
T1,0.003,0.028,0.075,0.115
T3,0.165,1.868,5.137,7.022
T4,0.235,2.578,7.013,9.652
T2,0.105,1.161,3.074,4.491
T4,0.237,2.45,7.08,10.534
T3,0.149,1.775,4.902,7.846
T2,0.099,1.279,3.116,4.661
T2,0.104,1.205,3.414,4.937
T3,0.149,1.953,5.378,7.797
T1,0.003,0.031,0.081,0.126
T4,0.207,2.432,7.076,10.19
T3,0.162,1.914,5.324,7.821
T1,0.002,0.031,0.076,0.118
T2,0.093,1.177,2.94,4.588
T3,0.151,1.918,4.809,7.5
T4,0.213,2.608,6.485,10.732
T2,0.106,1.089,3.083,4.922
T4,0.212,2.406,7.512,9.913
T3,0.145,1.833,4.698,7.696
T4,0.219,2.685,6.573,10.177
T4,0.224,2.377,6.726,9.993
T4,0.215,2.552,7.022,10.051
T1,0.003,0.032,0.084,0.11
T1,0.002,0.029,0.075,0.125
T3,0.157,1.979,4.637,7.158
T2,0.102,1.149,3.221,4.376
T1,0.003,0.029,0.084,0.114
T4,0.207,2.748,6.968,9.823
T1,0.003,0.03,0.078,0.113
T4,0.222,2.634,6.571,10.662
T1,0.003,0.032,0.088,0.117
T1,0.002,0.03,0.079,0.113
T2,0.101,1.146,3.043,4.257
T1,0.003,0.031,0.086,0.115
T3,0.148,1.997,5.151,7.794
T1,0.003,0.029,0.085,0.125
T2,0.102,1.122,2.942,4.753
T2,0.099,1.185,2.903,4.325
T2,0.093,1.193,2.983,4.784
T4,0.213,2.766,7.374,9.49
T2,0.108,1.158,3.358,4.931
T1,0.003,0.032,0.087,0.117
T2,0.093,1.125,2.91,4.964
T4,0.238,2.566,6.787,10.861
T3,0.153,2.005,4.626,6.848
T4,0.237,2.601,7.486,10.108
T4,0.235,2.364,6.508,10.24
T1,0.003,0.029,0.074,0.113
T4,0.201,2.734,6.35,9.528
T3,0.15,1.738,5.301,6.78
T3,0.159,1.86,5.36,7.85
T3,0.149,1.989,5.12,6.879
T4,0.222,2.473,6.464,10.492
T1,0.003,0.031,0.078,0.127
T3,0.15,1.712,4.896,6.633
T4,0.214,2.361,6.879,9.814
T3,0.161,1.992,4.884,6.851
T3,0.159,1.929,5.372,7.065
T1,0.003,0.029,0.078,0.117
T3,0.149,1.756,5.254,7.478
T3,0.154,1.766,5.443,7.297
T4,0.224,2.694,6.455,9.232
T3,0.148,1.885,5.09,7.069
T1,0.003,0.03,0.076,0.11
T1,0.002,0.029,0.088,0.109
T1,0.003,0.032,0.087,0.116
T3,0.172,1.914,4.898,7.12
T3,0.164,1.767,5.383,6.637
T4,0.203,2.582,6.954,9.328
T4,0.234,2.668,6.399,9.609
T4,0.213,2.765,7.084,10.711
T1,0.003,0.031,0.081,0.12
T1,0.002,0.032,0.08,0.124
T1,0.003,0.031,0.084,0.12
T3,0.148,1.745,5.429,6.645
T3,0.153,1.998,5.285,6.632
T4,0.216,2.586,6.941,9.2
T3,0.157,1.799,5.001,7.568
T3,0.169,1.784,5.367,6.651
T1,0.002,0.028,0.087,0.111
T4,0.203,2.681,6.348,10.049
T3,0.171,1.961,5.309,7.738
T4,0.2,2.678,6.332,9.464
T1,0.002,0.028,0.079,0.117
T1,0.003,0.028,0.083,0.108
T4,0.203,2.431,7.255,10.745
T1,0.003,0.032,0.077,0.12
T4,0.219,2.369,7.12,9.87
T1,0.003,0.03,0.086,0.117
T1,0.003,0.03,0.08,0.108
T1,0.003,0.03,0.078,0.112
T1,0.002,0.028,0.083,0.109
T4,0.201,2.638,7.367,10.06
T1,0.003,0.032,0.075,0.118
T4,0.217,2.554,7.196,9.6
T1,0.003,0.029,0.078,0.123
T4,0.221,2.36,6.563,9.262
T1,0.003,0.031,0.082,0.117
T4,0.214,2.724,7.392,9.868
T1,0.003,0.029,0.076,0.121
T4,0.234,2.616,7.394,10.134
T1,0.003,0.028,0.078,0.12
T4,0.211,2.727,7.499,9.178
T1,0.003,0.03,0.076,0.122
T1,0.003,0.028,0.08,0.114
T1,0.003,0.032,0.078,0.118
T4,0.228,2.668,6.986,9.472
T4,0.236,2.529,6.549,9.655
