task_type,m1_1,m2_1,m3_1,m4_1
T2,0.823,2.112,22.685,33.492
T2,0.742,2.113,23.121,37.865
T2,0.742,2.136,22.35,35.03
T3,0.943,2.336,25.668,37.509
T4,3.06,8.919,96.66,157.584
T3,0.86,2.193,25.132,41.68
T1,0.039,0.097,1.222,1.789
T4,3.563,8.105,95.996,157.567
T2,0.736,2.048,24.95,34.381
T1,0.04,0.101,1.044,1.646
T3,0.833,2.347,25.581,38.306
T3,0.921,2.165,24.689,42.606
T3,0.954,2.329,24.723,39.815
T2,0.733,2.108,24.443,36.328
T2,0.799,2.162,22.51,34.509
T1,0.041,0.089,1.054,1.876
T4,3.518,8.493,93.77,156.943
T3,0.855,2.299,25.192,41.638
T1,0.041,0.099,1.044,1.636
T3,0.927,2.128,24.833,39.767
T1,0.038,0.091,1.176,1.713
T2,0.818,1.999,23.643,38.814
T1,0.041,0.093,1.164,1.747
T1,0.041,0.1,1.073,1.735
T1,0.037,0.09,1.178,1.864
T1,0.037,0.095,1.207,1.832
T2,0.772,1.882,24.079,36.828
T2,0.773,2.127,21.584,35.105
T4,3.369,8.617,89.669,157.612
T1,0.04,0.09,1.037,1.859
T3,0.937,2.241,26.145,39.417
T2,0.851,2.118,24.816,36.032
T1,0.037,0.095,1.135,1.614
T3,0.897,2.176,26.539,37.122
T1,0.04,0.102,1.071,1.787
T1,0.041,0.105,1.15,1.8
T3,0.96,2.181,26.542,40.25
T4,3.407,8.292,100.589,162.246
T4,3.018,8.771,90.554,150.874
T4,3.258,8.108,88.469,141.146
T2,0.795,2.165,24.445,35.233
T2,0.781,2.055,24.782,33.892
T4,3.565,7.913,103.207,140.741
T3,0.91,2.201,26.106,43.628
T3,0.838,2.132,25.463,41.266
T4,3.56,7.689,100.289,148.651
T1,0.04,0.1,1.171,1.659
T2,0.808,1.837,25.019,36.82
T2,0.812,1.891,23.818,39.437
T3,0.955,2.273,23.862,44.048
T2,0.738,2.171,23.936,34.249
T2,0.816,1.836,25.111,36.033
T3,0.842,2.217,27.514,43.599
T4,3.42,8.518,90.16,162.425
T4,3.465,8.838,97.174,144.771
T2,0.813,2.003,23.249,38.595
T2,0.781,2.167,22.518,36.194
T2,0.811,1.858,23.87,38.969
T3,0.95,2.391,27.186,43.86
T4,3.504,7.821,103.246,148.074
T1,0.04,0.096,1.112,1.667
T3,0.875,2.352,28.024,39.136
T4,3.467,7.874,87.694,160.761
T3,0.961,2.415,24.08,42.705
T3,0.948,2.409,25.365,42.58
T1,0.037,0.101,1.15,1.85
T2,0.826,1.939,22.179,35.827
T4,3.474,8.777,96.789,139.878
T1,0.037,0.098,1.034,1.888
T3,0.832,2.22,23.7,42.146
T2,0.754,2.057,21.388,35.106
T2,0.843,1.923,24.525,36.327
T3,0.888,2.31,25.821,44.123
T1,0.035,0.099,1.063,1.767
T4,3.149,8.467,99.002,142.902
T3,0.839,2.064,23.938,43.228
T2,0.805,2.125,25.141,38.559
T4,3.359,8.067,88.897,155.669
T2,0.802,2.043,22.574,34.455
T4,3.231,8.983,95.594,161.782
T1,0.041,0.089,1.221,1.78
T4,3.158,8.433,99.082,157.203
T1,0.041,0.096,1.172,1.646
T2,0.801,2.141,24.996,35.072
T4,3.289,7.833,96.349,148.744
T1,0.037,0.102,1.174,1.743
T2,0.849,1.844,22.522,37.787
T3,0.934,2.429,24.42,39.809
T4,3.428,8.283,101.556,139.57
T1,0.036,0.098,1.09,1.69
T4,3.19,8.196,95.445,159.045
T2,0.836,2.008,21.436,33.487
T2,0.834,2.043,24.511,34.155
T4,3.188,7.57,93.943,153.91
T1,0.039,0.09,1.198,1.913
T4,3.494,8.048,92.215,153.704
T1,0.041,0.097,1.143,1.78
T1,0.039,0.101,1.195,1.813
T2,0.865,2.084,21.687,33.807
T3,0.939,2.254,24.875,37.708
T1,0.039,0.095,1.217,1.849
T4,3.541,8.234,95.467,154.698
T2,0.746,2.041,22.642,39.198
T4,3.439,8.21,94.467,141.75
T2,0.86,2.135,24.962,33.839
T4,3.276,7.736,100.903,151.636
T1,0.04,0.099,1.118,1.655
T1,0.038,0.092,1.168,1.823
T2,0.805,2.14,22.667,33.541
T2,0.854,1.93,23.62,38.738
T2,0.788,2.038,24.767,34.919
T3,0.911,2.112,27.471,39.069
T1,0.041,0.092,1.066,1.875
T2,0.782,2.062,23.453,38.502
T1,0.04,0.09,1.089,1.827
T2,0.734,2.115,24.31,38.993
T3,0.914,2.087,26.784,38.243
T2,0.806,2.15,22.598,38.384
T1,0.042,0.089,1.044,1.718
T3,0.925,2.242,26.571,39.367
T4,3.533,8.279,97.049,144.773
T2,0.836,1.971,22.485,35.606
T4,3.556,7.868,97.978,158.006
T3,0.833,2.13,25.355,43.986
T2,0.786,2.172,22.788,36.955
T2,0.826,2.046,24.972,39.141
T3,0.837,2.344,27.815,43.709
T1,0.041,0.099,1.116,1.888
T4,3.105,7.811,97.928,152.846
T3,0.91,2.297,27.535,43.843
T1,0.036,0.1,1.047,1.764
T2,0.738,1.997,21.506,36.372
T3,0.847,2.302,24.874,42.044
T4,3.195,8.375,89.748,160.975
T2,0.838,1.849,22.547,39.024
T4,3.179,7.725,103.964,148.692
T3,0.815,2.2,24.298,43.146
T4,3.279,8.623,90.965,152.659
T4,3.366,7.634,93.083,149.902
T4,3.225,8.197,97.176,150.762
T1,0.039,0.102,1.158,1.653
T1,0.037,0.093,1.038,1.872
T3,0.882,2.376,23.981,40.13
T2,0.809,1.951,23.561,34.692
T1,0.039,0.095,1.161,1.703
T4,3.112,8.824,96.436,147.347
T1,0.042,0.096,1.078,1.697
T4,3.335,8.46,90.939,159.936
T1,0.038,0.103,1.218,1.749
T1,0.036,0.096,1.087,1.69
T2,0.803,1.946,22.254,33.747
T1,0.037,0.1,1.195,1.727
T3,0.828,2.397,26.64,43.695
T1,0.04,0.093,1.176,1.869
T2,0.81,1.904,21.516,37.679
T2,0.783,2.012,21.23,34.286
T2,0.736,2.025,21.818,37.925
T4,3.193,8.882,102.049,142.351
T2,0.856,1.966,24.565,39.093
T1,0.04,0.102,1.205,1.756
T2,0.741,1.909,21.285,39.352
T4,3.566,8.242,93.922,162.916
T3,0.858,2.406,23.927,38.393
T4,3.554,8.352,103.6,151.619
T4,3.522,7.591,90.067,153.605
T1,0.038,0.094,1.03,1.697
T4,3.017,8.781,87.882,142.917
T3,0.842,2.086,27.419,38.008
T3,0.892,2.232,27.723,44.006
T3,0.833,2.388,26.482,38.562
T4,3.324,7.942,89.461,157.381
T1,0.041,0.101,1.084,1.899
T3,0.842,2.055,25.324,37.183
T4,3.209,7.581,95.205,147.205
T3,0.903,2.391,25.263,38.406
T3,0.893,2.315,27.782,39.608
T1,0.037,0.094,1.079,1.756
T3,0.835,2.107,27.174,41.921
T3,0.862,2.12,28.152,40.91
T4,3.36,8.65,89.329,138.473
T3,0.832,2.263,26.328,39.628
T1,0.041,0.097,1.058,1.644
T1,0.037,0.093,1.219,1.639
T1,0.038,0.102,1.197,1.747
T3,0.963,2.297,25.333,39.913
T3,0.92,2.12,27.844,37.209
T4,3.043,8.293,96.242,139.926
T4,3.505,8.567,88.557,144.134
T4,3.2,8.878,98.042,160.659
T1,0.038,0.1,1.128,1.802
T1,0.036,0.104,1.105,1.853
T1,0.038,0.1,1.165,1.793
T3,0.832,2.094,28.078,37.252
T3,0.859,2.398,27.334,37.176
T4,3.243,8.304,96.057,137.993
T3,0.879,2.16,25.868,42.428
T3,0.949,2.141,27.759,37.288
T1,0.036,0.091,1.199,1.66
T4,3.047,8.611,87.845,150.742
T3,0.957,2.353,27.457,43.379
T4,3.008,8.6,87.635,141.967
T1,0.037,0.091,1.095,1.759
T1,0.04,0.091,1.155,1.628
T4,3.05,7.807,100.408,161.177
T1,0.04,0.104,1.062,1.804
T4,3.284,7.607,98.534,148.049
T1,0.041,0.095,1.189,1.757
T1,0.04,0.095,1.104,1.615
T1,0.039,0.096,1.081,1.688
T1,0.036,0.09,1.149,1.63
T4,3.013,8.472,101.956,150.894
T1,0.041,0.102,1.04,1.767
T4,3.25,8.204,99.591,143.994
T1,0.041,0.094,1.084,1.841
T4,3.316,7.577,90.822,138.936
T1,0.041,0.1,1.133,1.758
T4,3.208,8.747,102.296,148.019
T1,0.039,0.094,1.058,1.814
T4,3.517,8.401,102.323,152.014
T1,0.041,0.089,1.082,1.798
T4,3.159,8.756,103.774,137.676
T1,0.039,0.096,1.058,1.832
T1,0.037,0.09,1.101,1.707
T1,0.04,0.104,1.079,1.767
T4,3.427,8.57,96.674,142.086
T4,3.541,8.123,90.633,144.828
