task_type,m1_1,m2_1,m3_1,m4_1
T4,0.228,0.432,1.053,1.083
T3,0.197,0.428,0.865,0.967
T2,0.176,0.37,0.78,0.813
T3,0.216,0.433,0.969,0.976
T4,0.236,0.491,0.967,1.032
T3,0.201,0.421,0.867,0.89
T4,0.225,0.463,1.073,0.983
T3,0.217,0.412,0.968,0.836
T3,0.205,0.413,0.855,0.946
T3,0.217,0.389,0.836,0.98
T4,0.209,0.429,1.0,0.997
T4,0.229,0.466,1.06,1.068
T2,0.17,0.39,0.805,0.855
T1,0.156,0.315,0.7,0.706
T3,0.193,0.39,0.862,0.886
T2,0.162,0.357,0.858,0.769
T2,0.167,0.359,0.789,0.794
T4,0.218,0.474,0.938,1.079
T4,0.204,0.477,1.038,1.015
T1,0.164,0.332,0.645,0.734
T1,0.148,0.323,0.685,0.639
T2,0.187,0.364,0.842,0.751
T3,0.207,0.383,0.921,0.885
T3,0.187,0.401,0.919,0.862
T1,0.149,0.295,0.703,0.72
T3,0.197,0.422,0.913,0.9
T1,0.159,0.304,0.732,0.731
T1,0.154,0.315,0.662,0.725
T2,0.178,0.35,0.738,0.837
T2,0.19,0.334,0.85,0.755
T3,0.188,0.387,0.972,0.84
T3,0.192,0.405,0.963,0.873
T2,0.179,0.396,0.745,0.796
T3,0.199,0.44,0.898,0.948
T4,0.228,0.442,0.953,0.964
T1,0.141,0.315,0.655,0.684
T3,0.188,0.416,0.886,0.93
T2,0.167,0.341,0.862,0.739
T2,0.176,0.361,0.759,0.775
T3,0.217,0.427,0.959,0.949
T4,0.231,0.463,1.083,1.008
T1,0.157,0.337,0.673,0.712
T2,0.179,0.34,0.812,0.759
T2,0.175,0.36,0.812,0.804
T1,0.155,0.288,0.692,0.715
T2,0.166,0.362,0.861,0.847
T4,0.241,0.485,0.992,1.001
T2,0.163,0.335,0.828,0.829
T3,0.195,0.406,0.911,0.96
T2,0.164,0.388,0.731,0.75
T1,0.155,0.317,0.69,0.714
T3,0.207,0.381,0.904,0.896
T2,0.192,0.339,0.83,0.758
T1,0.155,0.294,0.65,0.653
T4,0.233,0.498,1.03,0.952
T4,0.214,0.444,0.956,1.013
T1,0.151,0.322,0.682,0.7
T4,0.237,0.492,1.084,0.97
T1,0.139,0.285,0.73,0.657
T2,0.189,0.364,0.736,0.746
T4,0.212,0.443,0.992,0.974
T1,0.163,0.319,0.702,0.684
T3,0.203,0.392,0.974,0.866
T4,0.214,0.444,0.998,0.931
T2,0.164,0.391,0.858,0.85
T1,0.138,0.3,0.652,0.707
T2,0.192,0.351,0.764,0.764
T2,0.165,0.367,0.78,0.818
T4,0.226,0.454,0.939,0.926
T2,0.165,0.37,0.811,0.788
T1,0.139,0.33,0.706,0.716
T2,0.189,0.388,0.801,0.797
T2,0.187,0.374,0.859,0.83
T3,0.204,0.41,0.982,0.981
T4,0.217,0.433,1.012,0.998
T3,0.209,0.383,0.978,0.929
T2,0.191,0.342,0.803,0.823
T2,0.183,0.386,0.781,0.736
T2,0.165,0.386,0.796,0.832
T2,0.165,0.391,0.769,0.77
T3,0.213,0.433,0.895,0.835
T4,0.207,0.495,1.009,1.051
T3,0.194,0.406,0.876,0.928
T1,0.153,0.31,0.734,0.686
T4,0.241,0.45,1.002,1.05
T2,0.164,0.374,0.859,0.756
T1,0.157,0.324,0.627,0.631
T3,0.188,0.435,0.892,0.853
T3,0.208,0.401,0.861,0.949
T3,0.215,0.431,0.862,0.886
T2,0.163,0.385,0.841,0.798
T2,0.178,0.395,0.775,0.758
T1,0.161,0.285,0.633,0.72
T4,0.238,0.471,0.979,1.046
T3,0.193,0.426,0.878,0.927
T1,0.16,0.316,0.627,0.628
T3,0.209,0.394,0.866,0.885
T1,0.148,0.292,0.706,0.657
T2,0.182,0.366,0.814,0.853
T1,0.158,0.297,0.699,0.67
T1,0.158,0.319,0.645,0.666
T1,0.143,0.287,0.708,0.715
T1,0.143,0.304,0.725,0.703
T2,0.172,0.344,0.829,0.809
T2,0.172,0.389,0.743,0.772
T4,0.227,0.478,0.936,1.051
T1,0.154,0.287,0.623,0.713
T3,0.211,0.415,0.912,0.878
T2,0.19,0.387,0.854,0.792
T1,0.145,0.302,0.682,0.619
T3,0.202,0.403,0.925,0.826
T1,0.156,0.326,0.644,0.685
T1,0.161,0.335,0.691,0.69
T3,0.216,0.404,0.925,0.896
T4,0.23,0.46,1.05,1.082
T4,0.204,0.486,0.945,1.006
T4,0.22,0.45,0.924,0.941
T2,0.177,0.396,0.841,0.774
T2,0.174,0.376,0.853,0.745
T4,0.241,0.439,1.078,0.938
T3,0.205,0.408,0.91,0.971
T3,0.189,0.395,0.888,0.919
T4,0.24,0.426,1.047,0.991
T1,0.154,0.319,0.703,0.636
T2,0.18,0.336,0.861,0.809
T2,0.181,0.346,0.82,0.867
T3,0.215,0.421,0.832,0.981
T2,0.164,0.397,0.824,0.753
T2,0.182,0.336,0.864,0.792
T3,0.19,0.411,0.959,0.971
T4,0.231,0.472,0.941,1.083
T4,0.234,0.49,1.015,0.965
T2,0.181,0.366,0.8,0.848
T2,0.174,0.396,0.775,0.795
T2,0.181,0.34,0.822,0.856
T3,0.214,0.443,0.948,0.976
T4,0.237,0.434,1.078,0.987
T1,0.154,0.305,0.668,0.64
T3,0.197,0.436,0.977,0.871
T4,0.234,0.437,0.916,1.072
T3,0.217,0.447,0.84,0.951
T3,0.214,0.446,0.884,0.948
T1,0.145,0.323,0.691,0.71
T2,0.184,0.355,0.763,0.787
T4,0.235,0.487,1.011,0.933
T1,0.144,0.314,0.621,0.724
T3,0.188,0.411,0.826,0.938
T2,0.168,0.376,0.736,0.772
T2,0.188,0.352,0.844,0.798
T3,0.2,0.428,0.9,0.982
T1,0.138,0.315,0.638,0.678
T4,0.213,0.47,1.034,0.953
T3,0.189,0.382,0.835,0.962
T2,0.179,0.389,0.865,0.847
T4,0.227,0.447,0.928,1.038
T2,0.179,0.373,0.777,0.757
T4,0.218,0.498,0.998,1.079
T1,0.158,0.285,0.734,0.683
T4,0.213,0.468,1.034,1.048
T1,0.158,0.305,0.704,0.632
T2,0.178,0.391,0.86,0.771
T4,0.222,0.434,1.006,0.992
T1,0.144,0.326,0.706,0.669
T2,0.189,0.337,0.775,0.83
T3,0.211,0.45,0.851,0.886
T4,0.232,0.459,1.06,0.93
T1,0.14,0.312,0.655,0.648
T4,0.215,0.455,0.997,1.06
T2,0.186,0.367,0.738,0.736
T2,0.186,0.374,0.844,0.751
T4,0.215,0.42,0.981,1.026
T1,0.15,0.287,0.72,0.734
T4,0.236,0.446,0.963,1.025
T1,0.16,0.309,0.687,0.683
T1,0.151,0.322,0.718,0.695
T2,0.193,0.381,0.746,0.743
T3,0.212,0.417,0.867,0.84
T1,0.152,0.304,0.731,0.709
T4,0.239,0.457,0.997,1.031
T2,0.166,0.373,0.779,0.861
T4,0.232,0.455,0.986,0.945
T2,0.191,0.39,0.859,0.744
T4,0.221,0.429,1.053,1.011
T1,0.154,0.315,0.671,0.635
T1,0.147,0.294,0.702,0.699
T2,0.179,0.391,0.78,0.737
T2,0.19,0.353,0.813,0.851
T2,0.176,0.373,0.852,0.767
T3,0.205,0.391,0.958,0.87
T1,0.16,0.293,0.64,0.719
T2,0.174,0.377,0.807,0.846
T1,0.157,0.287,0.654,0.701
T2,0.163,0.387,0.837,0.857
T3,0.206,0.387,0.934,0.851
T2,0.179,0.393,0.778,0.844
T1,0.162,0.284,0.627,0.659
T3,0.209,0.415,0.926,0.876
T4,0.239,0.459,1.013,0.965
T2,0.186,0.36,0.774,0.783
T4,0.24,0.436,1.023,1.053
T3,0.188,0.394,0.884,0.979
T2,0.175,0.397,0.784,0.812
T2,0.184,0.374,0.86,0.86
T3,0.189,0.434,0.97,0.973
T1,0.161,0.317,0.67,0.724
T4,0.21,0.433,1.022,1.019
T3,0.205,0.425,0.96,0.976
T1,0.139,0.318,0.629,0.677
T2,0.164,0.365,0.74,0.799
T3,0.191,0.426,0.867,0.936
T4,0.216,0.464,0.937,1.073
T2,0.187,0.338,0.776,0.858
T4,0.215,0.428,1.085,0.991
T3,0.184,0.407,0.847,0.961
T4,0.221,0.478,0.95,1.018
T4,0.227,0.423,0.972,0.999
T4,0.218,0.455,1.015,1.005
T1,0.15,0.327,0.696,0.634
T1,0.144,0.297,0.624,0.718
T3,0.199,0.44,0.836,0.893
T2,0.18,0.357,0.811,0.762
T1,0.152,0.302,0.697,0.653
T4,0.21,0.489,1.007,0.982
T1,0.163,0.306,0.648,0.651
T4,0.225,0.469,0.949,1.066
T1,0.147,0.328,0.731,0.671
T1,0.139,0.305,0.653,0.648
T2,0.179,0.356,0.766,0.742
T1,0.145,0.319,0.718,0.662
T3,0.187,0.444,0.929,0.973
T1,0.156,0.296,0.707,0.717
T2,0.18,0.348,0.741,0.828
T2,0.174,0.368,0.731,0.754
T2,0.164,0.37,0.751,0.833
T4,0.216,0.493,1.065,0.949
T2,0.191,0.359,0.846,0.859
T1,0.154,0.325,0.724,0.674
T2,0.165,0.349,0.733,0.865
T4,0.241,0.457,0.981,1.086
T3,0.194,0.446,0.834,0.855
T4,0.24,0.463,1.082,1.011
T4,0.238,0.421,0.94,1.024
T1,0.147,0.301,0.619,0.651
T4,0.204,0.487,0.918,0.953
T3,0.19,0.386,0.956,0.846
T3,0.201,0.413,0.967,0.98
T3,0.188,0.442,0.923,0.859
T4,0.224,0.44,0.934,1.049
T1,0.16,0.321,0.651,0.729
T3,0.19,0.381,0.883,0.828
T4,0.217,0.42,0.994,0.981
T3,0.204,0.443,0.881,0.855
T3,0.201,0.429,0.969,0.882
T1,0.146,0.301,0.648,0.674
T3,0.188,0.39,0.947,0.933
T3,0.194,0.393,0.982,0.911
T4,0.227,0.48,0.933,0.923
T3,0.188,0.419,0.918,0.882
T1,0.16,0.311,0.636,0.631
T1,0.144,0.297,0.732,0.629
T1,0.149,0.325,0.719,0.67
T3,0.217,0.425,0.883,0.889
T3,0.208,0.393,0.971,0.828
T4,0.206,0.46,1.005,0.933
T4,0.237,0.475,0.925,0.961
T4,0.216,0.492,1.024,1.071
T1,0.148,0.319,0.677,0.691
T1,0.139,0.333,0.664,0.711
T1,0.147,0.319,0.7,0.688
T3,0.188,0.388,0.979,0.829
T3,0.194,0.444,0.953,0.828
T4,0.219,0.461,1.003,0.92
T3,0.198,0.4,0.902,0.945
T3,0.214,0.397,0.968,0.83
T1,0.14,0.291,0.72,0.637
T4,0.206,0.478,0.917,1.005
T3,0.216,0.436,0.957,0.966
T4,0.203,0.477,0.915,0.946
T1,0.144,0.292,0.658,0.675
T1,0.155,0.29,0.694,0.624
T4,0.206,0.433,1.048,1.075
T1,0.156,0.331,0.638,0.692
T4,0.222,0.422,1.029,0.987
T1,0.16,0.303,0.715,0.674
T1,0.155,0.303,0.663,0.62
T1,0.152,0.307,0.649,0.647
T1,0.14,0.287,0.69,0.625
T4,0.203,0.47,1.064,1.006
T1,0.158,0.324,0.625,0.678
T4,0.219,0.455,1.04,0.96
T1,0.159,0.299,0.651,0.706
T4,0.224,0.42,0.948,0.926
T1,0.159,0.32,0.681,0.674
T4,0.217,0.485,1.068,0.987
T1,0.151,0.302,0.635,0.696
T4,0.238,0.466,1.068,1.013
T1,0.158,0.285,0.65,0.69
T4,0.213,0.486,1.083,0.918
T1,0.152,0.306,0.636,0.703
T1,0.146,0.287,0.661,0.655
T1,0.157,0.333,0.648,0.678
T4,0.231,0.475,1.009,0.947
T4,0.239,0.45,0.946,0.966
