task_type,m1_1,m2_1,m3_1,m4_1
T2,0.341,0.759,1.637,1.661
T1,0.285,0.597,1.254,1.371
T1,0.283,0.657,1.3,1.447
T4,0.41,0.917,2.155,2.16
T4,0.472,0.875,2.075,1.977
T3,0.399,0.865,1.914,1.662
T2,0.329,0.702,1.462,1.684
T1,0.323,0.58,1.43,1.399
T1,0.284,0.601,1.31,1.38
T2,0.354,0.789,1.531,1.514
T4,0.432,0.851,1.894,2.023
T3,0.408,0.805,1.786,1.788
T3,0.393,0.883,1.962,1.786
T2,0.361,0.741,1.605,1.695
T1,0.282,0.609,1.238,1.424
T2,0.366,0.693,1.555,1.643
T3,0.371,0.838,1.685,1.686
T2,0.335,0.683,1.634,1.616
T2,0.379,0.688,1.568,1.515
T3,0.376,0.776,1.798,1.695
T2,0.338,0.686,1.574,1.539
T4,0.459,0.842,1.892,1.85
T4,0.452,0.877,1.859,2.126
T4,0.42,0.863,1.886,2.126
T4,0.452,0.896,2.007,1.832
T3,0.368,0.803,1.933,1.917
T3,0.394,0.787,1.658,1.841
T3,0.392,0.775,1.897,1.842
T3,0.398,0.898,1.652,1.829
T2,0.334,0.711,1.724,1.674
T4,0.412,0.933,2.055,1.994
T3,0.399,0.863,1.878,1.759
T3,0.399,0.759,1.792,1.72
T2,0.384,0.718,1.468,1.614
T1,0.289,0.629,1.448,1.371
T4,0.417,0.931,2.0,1.999
T3,0.433,0.891,1.919,1.789
T2,0.346,0.688,1.551,1.488
T1,0.324,0.623,1.399,1.269
T3,0.376,0.858,1.955,1.886
T3,0.395,0.835,1.684,1.81
T1,0.327,0.657,1.412,1.239
T4,0.434,0.986,1.949,1.828
T2,0.36,0.766,1.581,1.661
T4,0.451,0.855,2.058,1.961
T4,0.471,0.914,1.859,2.09
T3,0.398,0.798,1.857,1.709
T2,0.327,0.685,1.732,1.627
T1,0.282,0.577,1.376,1.245
T2,0.354,0.727,1.546,1.613
T4,0.447,0.984,1.999,1.84
T3,0.382,0.797,1.736,1.717
T3,0.426,0.879,1.777,1.842
T4,0.445,0.993,1.932,1.86
T3,0.429,0.872,1.916,1.928
T4,0.434,0.854,1.978,2.137
T2,0.354,0.746,1.659,1.538
T4,0.456,0.865,2.106,2.167
T3,0.394,0.855,1.73,1.934
T2,0.352,0.74,1.561,1.625
T3,0.433,0.866,1.938,1.953
T4,0.471,0.983,1.935,2.064
T3,0.403,0.842,1.735,1.781
T4,0.449,0.926,2.145,1.966
T3,0.435,0.823,1.935,1.671
T3,0.41,0.827,1.709,1.892
T3,0.435,0.778,1.672,1.959
T4,0.418,0.858,2.0,1.994
T4,0.458,0.933,2.12,2.137
T2,0.34,0.781,1.61,1.71
T1,0.313,0.631,1.399,1.412
T3,0.386,0.78,1.724,1.772
T2,0.325,0.714,1.717,1.538
T2,0.335,0.718,1.578,1.589
T4,0.436,0.948,1.875,2.157
T4,0.407,0.953,2.077,2.03
T1,0.327,0.665,1.29,1.469
T1,0.296,0.645,1.371,1.279
T2,0.374,0.727,1.684,1.501
T3,0.415,0.765,1.842,1.77
T3,0.374,0.803,1.839,1.725
T1,0.297,0.59,1.407,1.44
T3,0.394,0.844,1.827,1.8
T1,0.318,0.608,1.464,1.462
T1,0.307,0.63,1.324,1.449
T2,0.355,0.699,1.476,1.675
T2,0.381,0.668,1.701,1.51
T3,0.376,0.775,1.944,1.68
T3,0.385,0.81,1.926,1.746
T2,0.359,0.792,1.489,1.591
T3,0.398,0.88,1.796,1.895
T4,0.455,0.884,1.905,1.928
T1,0.282,0.629,1.31,1.367
T3,0.376,0.832,1.772,1.861
T2,0.334,0.683,1.724,1.478
T2,0.351,0.722,1.518,1.551
T3,0.434,0.854,1.919,1.898
T4,0.462,0.926,2.166,2.016
T1,0.315,0.674,1.346,1.423
T2,0.358,0.68,1.623,1.518
T2,0.35,0.721,1.625,1.607
T1,0.31,0.576,1.384,1.43
T2,0.332,0.724,1.722,1.695
T4,0.482,0.97,1.985,2.002
T2,0.327,0.671,1.655,1.658
T3,0.391,0.812,1.823,1.919
T2,0.327,0.776,1.461,1.499
T1,0.31,0.634,1.381,1.429
T3,0.414,0.763,1.809,1.792
T2,0.385,0.679,1.66,1.515
T1,0.311,0.588,1.299,1.306
T4,0.467,0.995,2.06,1.904
T4,0.428,0.889,1.912,2.027
T1,0.303,0.644,1.365,1.4
T4,0.473,0.985,2.168,1.94
T1,0.278,0.571,1.461,1.313
T2,0.379,0.729,1.473,1.493
T4,0.424,0.885,1.983,1.948
T1,0.325,0.639,1.405,1.368
T3,0.405,0.784,1.948,1.732
T4,0.427,0.889,1.997,1.862
T2,0.328,0.783,1.716,1.701
T1,0.276,0.599,1.304,1.414
T2,0.383,0.702,1.527,1.528
T2,0.33,0.733,1.559,1.635
T4,0.453,0.907,1.879,1.852
T2,0.331,0.739,1.622,1.577
T1,0.277,0.66,1.411,1.432
T2,0.379,0.776,1.602,1.594
T2,0.373,0.747,1.717,1.661
T3,0.408,0.819,1.965,1.961
T4,0.434,0.865,2.024,1.995
T3,0.418,0.766,1.955,1.857
T2,0.383,0.685,1.605,1.646
T2,0.367,0.772,1.561,1.472
T2,0.33,0.772,1.591,1.664
T2,0.331,0.781,1.538,1.54
T3,0.425,0.865,1.79,1.67
T4,0.413,0.989,2.018,2.101
T3,0.388,0.812,1.753,1.856
T1,0.306,0.62,1.469,1.373
T4,0.481,0.899,2.005,2.101
T2,0.328,0.749,1.717,1.511
T1,0.313,0.647,1.254,1.263
T3,0.376,0.87,1.784,1.706
T3,0.416,0.802,1.722,1.897
T3,0.43,0.863,1.724,1.773
T2,0.327,0.771,1.683,1.597
T2,0.356,0.791,1.549,1.517
T1,0.322,0.57,1.267,1.439
T4,0.475,0.942,1.958,2.093
T3,0.386,0.852,1.757,1.854
T1,0.32,0.633,1.254,1.255
T3,0.418,0.788,1.732,1.771
T1,0.296,0.584,1.413,1.314
T2,0.364,0.731,1.627,1.706
T1,0.315,0.594,1.398,1.34
T1,0.316,0.639,1.289,1.331
T1,0.285,0.575,1.416,1.43
T1,0.285,0.608,1.45,1.406
T2,0.344,0.688,1.657,1.619
T2,0.344,0.778,1.486,1.543
T4,0.455,0.956,1.872,2.101
T1,0.309,0.575,1.246,1.426
T3,0.422,0.83,1.823,1.755
T2,0.379,0.774,1.708,1.584
T1,0.29,0.604,1.363,1.238
T3,0.405,0.806,1.851,1.653
T1,0.312,0.652,1.287,1.371
T1,0.322,0.67,1.382,1.381
T3,0.433,0.808,1.851,1.792
T4,0.46,0.92,2.1,2.163
T4,0.408,0.973,1.891,2.012
T4,0.44,0.899,1.847,1.882
T2,0.354,0.791,1.683,1.549
T2,0.348,0.751,1.706,1.49
T4,0.482,0.878,2.155,1.877
T3,0.41,0.815,1.821,1.943
T3,0.378,0.79,1.776,1.837
T4,0.481,0.853,2.094,1.982
T1,0.308,0.639,1.407,1.273
T2,0.36,0.672,1.722,1.618
T2,0.361,0.691,1.639,1.733
T3,0.431,0.842,1.664,1.961
T2,0.328,0.794,1.648,1.505
T2,0.363,0.671,1.728,1.584
T3,0.38,0.821,1.919,1.941
T4,0.462,0.945,1.883,2.166
T4,0.468,0.98,2.029,1.93
T2,0.362,0.732,1.6,1.696
T2,0.348,0.792,1.55,1.591
T2,0.361,0.679,1.643,1.713
T3,0.429,0.886,1.896,1.953
T4,0.473,0.867,2.156,1.974
T1,0.308,0.61,1.337,1.279
T3,0.395,0.871,1.954,1.743
T4,0.468,0.873,1.831,2.143
T3,0.434,0.895,1.679,1.902
T3,0.428,0.892,1.769,1.896
T1,0.289,0.646,1.382,1.42
T2,0.368,0.709,1.527,1.575
T4,0.469,0.974,2.021,1.865
T1,0.288,0.628,1.243,1.448
T3,0.375,0.822,1.653,1.877
T2,0.336,0.752,1.472,1.543
T2,0.375,0.703,1.688,1.597
T3,0.4,0.856,1.801,1.965
T1,0.276,0.629,1.277,1.356
T4,0.425,0.939,2.067,1.905
T3,0.378,0.765,1.669,1.925
T2,0.358,0.777,1.731,1.695
T4,0.454,0.895,1.856,2.076
T2,0.357,0.747,1.554,1.514
T4,0.436,0.996,1.996,2.157
T1,0.316,0.571,1.467,1.365
T4,0.427,0.935,2.069,2.096
T1,0.316,0.61,1.408,1.263
T2,0.357,0.783,1.721,1.541
T4,0.444,0.869,2.012,1.983
T1,0.287,0.651,1.411,1.337
T2,0.378,0.674,1.55,1.661
T3,0.421,0.9,1.703,1.773
T4,0.463,0.919,2.121,1.861
T1,0.28,0.625,1.31,1.297
T4,0.431,0.909,1.993,2.121
T2,0.372,0.734,1.475,1.472
T2,0.371,0.747,1.687,1.501
T4,0.431,0.84,1.962,2.052
T1,0.3,0.573,1.439,1.468
T4,0.472,0.893,1.926,2.049
T1,0.32,0.618,1.374,1.365
T1,0.302,0.645,1.436,1.391
T2,0.385,0.762,1.493,1.486
T3,0.424,0.835,1.735,1.679
T1,0.305,0.607,1.463,1.418
T4,0.478,0.913,1.993,2.063
T2,0.332,0.746,1.559,1.723
T4,0.465,0.911,1.973,1.89
T2,0.383,0.781,1.718,1.487
T4,0.442,0.858,2.107,2.022
T1,0.309,0.631,1.343,1.269
T1,0.294,0.588,1.404,1.399
T2,0.359,0.782,1.56,1.474
T2,0.38,0.706,1.626,1.703
T2,0.351,0.745,1.705,1.535
T3,0.411,0.782,1.916,1.74
T1,0.32,0.585,1.281,1.439
T2,0.348,0.754,1.614,1.692
T1,0.315,0.574,1.308,1.402
T2,0.327,0.773,1.673,1.714
T3,0.412,0.773,1.868,1.703
T2,0.359,0.786,1.556,1.687
T1,0.324,0.568,1.255,1.318
T3,0.417,0.83,1.853,1.753
T4,0.477,0.918,2.027,1.93
T2,0.372,0.721,1.548,1.565
T4,0.48,0.873,2.046,2.107
T3,0.376,0.789,1.768,1.959
T2,0.35,0.794,1.569,1.624
T2,0.368,0.748,1.719,1.72
T3,0.378,0.868,1.94,1.946
T1,0.322,0.635,1.341,1.448
T4,0.419,0.866,2.045,2.038
T3,0.41,0.851,1.92,1.952
T1,0.278,0.636,1.259,1.353
T2,0.328,0.73,1.48,1.599
T3,0.382,0.853,1.735,1.872
T4,0.432,0.929,1.874,2.146
T2,0.373,0.676,1.552,1.715
T4,0.429,0.857,2.171,1.983
T3,0.367,0.815,1.694,1.921
T4,0.443,0.956,1.899,2.035
T4,0.455,0.847,1.944,1.999
T4,0.436,0.909,2.029,2.01
T1,0.3,0.654,1.391,1.269
T1,0.288,0.594,1.248,1.436
T3,0.398,0.88,1.672,1.787
T2,0.36,0.713,1.622,1.525
T1,0.304,0.604,1.395,1.307
T4,0.42,0.979,2.014,1.965
T1,0.326,0.612,1.296,1.302
T4,0.45,0.938,1.899,2.132
T1,0.295,0.655,1.463,1.342
T1,0.278,0.611,1.306,1.297
T2,0.358,0.711,1.532,1.483
T1,0.291,0.637,1.435,1.325
T3,0.373,0.888,1.858,1.946
T1,0.312,0.592,1.413,1.434
T2,0.361,0.696,1.481,1.656
T2,0.349,0.736,1.461,1.507
T2,0.328,0.741,1.502,1.667
T4,0.431,0.985,2.131,1.898
T2,0.381,0.719,1.691,1.718
T1,0.309,0.651,1.448,1.347
T2,0.33,0.698,1.465,1.73
T4,0.482,0.914,1.961,2.172
T3,0.387,0.891,1.669,1.71
T4,0.48,0.926,2.163,2.022
T4,0.476,0.842,1.881,2.048
T1,0.294,0.601,1.238,1.302
T4,0.407,0.974,1.835,1.906
T3,0.38,0.773,1.912,1.692
T3,0.402,0.827,1.933,1.959
T3,0.376,0.885,1.847,1.717
T4,0.449,0.881,1.868,2.098
T1,0.321,0.642,1.302,1.457
T3,0.38,0.761,1.766,1.656
T4,0.433,0.841,1.988,1.963
T3,0.407,0.886,1.762,1.71
T3,0.403,0.857,1.937,1.764
T1,0.291,0.601,1.297,1.348
T3,0.377,0.781,1.895,1.867
T3,0.389,0.785,1.963,1.822
T4,0.454,0.959,1.865,1.846
T3,0.375,0.838,1.836,1.765
T1,0.32,0.622,1.272,1.261
T1,0.289,0.594,1.464,1.257
T1,0.299,0.649,1.439,1.341
T3,0.434,0.851,1.767,1.777
T3,0.415,0.785,1.942,1.657
T4,0.411,0.92,2.01,1.866
T4,0.473,0.95,1.849,1.922
T4,0.432,0.985,2.047,2.142
T1,0.296,0.639,1.355,1.382
T1,0.278,0.666,1.327,1.422
T1,0.294,0.639,1.4,1.376
T3,0.375,0.776,1.958,1.659
T3,0.388,0.888,1.906,1.655
T4,0.438,0.921,2.006,1.84
T3,0.396,0.8,1.804,1.889
T3,0.428,0.793,1.936,1.66
T1,0.281,0.582,1.441,1.273
T4,0.412,0.955,1.834,2.01
T3,0.432,0.872,1.915,1.932
T4,0.406,0.954,1.83,1.893
T1,0.287,0.584,1.316,1.349
T1,0.309,0.58,1.387,1.249
T4,0.412,0.866,2.097,2.149
T1,0.312,0.662,1.276,1.384
T4,0.444,0.844,2.058,1.974
T1,0.321,0.607,1.429,1.348
T1,0.311,0.605,1.327,1.239
T1,0.304,0.613,1.299,1.295
T1,0.28,0.574,1.38,1.251
T4,0.407,0.94,2.129,2.012
T1,0.316,0.649,1.25,1.356
T4,0.439,0.91,2.08,1.92
T1,0.317,0.599,1.302,1.413
T4,0.448,0.84,1.896,1.852
T1,0.317,0.64,1.362,1.349
T4,0.433,0.97,2.136,1.974
T1,0.301,0.603,1.271,1.392
T4,0.475,0.932,2.137,2.027
T1,0.316,0.571,1.301,1.379
T4,0.427,0.971,2.167,1.836
T1,0.303,0.612,1.271,1.406
T1,0.291,0.575,1.323,1.31
T1,0.314,0.666,1.296,1.355
T4,0.463,0.951,2.019,1.894
T4,0.478,0.901,1.893,1.931
