task_type,m1_1,m2_1,m3_1,m4_1
T3,0.05,0.084,1.507,2.416
T1,0.002,0.004,0.069,0.118
T2,0.039,0.07,1.13,1.924
T3,0.047,0.084,1.361,2.317
T4,0.213,0.369,5.941,10.732
T2,0.044,0.065,1.184,2.065
T4,0.212,0.34,6.882,9.913
T3,0.045,0.08,1.33,2.378
T4,0.219,0.38,6.021,10.177
T4,0.224,0.336,6.161,9.993
T4,0.215,0.361,6.432,10.051
T1,0.003,0.005,0.077,0.11
T1,0.002,0.004,0.069,0.125
T3,0.049,0.087,1.312,2.212
T2,0.043,0.068,1.238,1.835
T1,0.003,0.004,0.077,0.114
T4,0.207,0.389,6.383,9.823
T1,0.003,0.004,0.071,0.113
T4,0.222,0.373,6.02,10.662
T1,0.003,0.005,0.081,0.117
T1,0.002,0.004,0.072,0.113
T2,0.042,0.068,1.169,1.785
T1,0.003,0.004,0.079,0.115
T3,0.046,0.087,1.458,2.408
T1,0.003,0.004,0.078,0.125
T2,0.043,0.067,1.13,1.993
T2,0.041,0.07,1.115,1.814
T2,0.039,0.071,1.146,2.007
T4,0.213,0.391,6.755,9.49
T2,0.045,0.069,1.29,2.068
T1,0.003,0.005,0.08,0.117
T2,0.039,0.067,1.118,2.082
T4,0.238,0.363,6.217,10.861
T3,0.047,0.088,1.309,2.116
T4,0.237,0.368,6.858,10.108
T4,0.235,0.334,5.962,10.24
T1,0.003,0.004,0.068,0.113
T4,0.201,0.387,5.817,9.528
T3,0.046,0.076,1.5,2.095
T3,0.049,0.081,1.517,2.425
T3,0.046,0.087,1.449,2.125
T4,0.222,0.35,5.922,10.492
T1,0.003,0.004,0.072,0.127
T3,0.046,0.075,1.386,2.049
T4,0.214,0.334,6.302,9.814
T3,0.05,0.087,1.382,2.117
T3,0.049,0.084,1.52,2.183
T1,0.003,0.004,0.071,0.117
T3,0.046,0.077,1.487,2.31
T3,0.048,0.077,1.541,2.255
T4,0.224,0.381,5.913,9.232
T3,0.046,0.082,1.441,2.184
T1,0.003,0.004,0.07,0.11
T1,0.002,0.004,0.081,0.109
T1,0.003,0.004,0.079,0.116
T3,0.053,0.084,1.386,2.2
T3,0.051,0.077,1.524,2.051
T4,0.203,0.365,6.371,9.328
T4,0.234,0.377,5.862,9.609
T4,0.213,0.391,6.49,10.711
T1,0.003,0.004,0.075,0.12
T1,0.002,0.005,0.073,0.124
T1,0.003,0.004,0.077,0.12
T3,0.046,0.076,1.537,2.053
T3,0.047,0.087,1.496,2.049
T4,0.216,0.366,6.358,9.2
T3,0.048,0.079,1.416,2.338
T3,0.052,0.078,1.519,2.055
T1,0.002,0.004,0.079,0.111
T4,0.203,0.379,5.815,10.049
T3,0.053,0.086,1.503,2.391
T4,0.2,0.379,5.801,9.464
T1,0.002,0.004,0.072,0.117
T1,0.003,0.004,0.076,0.108
T4,0.203,0.344,6.646,10.745
T1,0.003,0.005,0.07,0.12
T4,0.219,0.335,6.522,9.87
T1,0.003,0.004,0.079,0.117
T1,0.003,0.004,0.073,0.108
T1,0.003,0.004,0.071,0.112
T1,0.002,0.004,0.076,0.109
T4,0.201,0.373,6.749,10.06
T1,0.003,0.004,0.069,0.118
T4,0.217,0.361,6.592,9.6
T1,0.003,0.004,0.072,0.123
T4,0.221,0.334,6.012,9.262
T1,0.003,0.004,0.075,0.117
T4,0.214,0.385,6.771,9.868
T1,0.003,0.004,0.07,0.121
T4,0.234,0.37,6.773,10.134
T1,0.003,0.004,0.072,0.12
T4,0.211,0.386,6.869,9.178
T1,0.003,0.004,0.07,0.122
T1,0.003,0.004,0.073,0.114
T1,0.003,0.005,0.071,0.118
T4,0.228,0.378,6.399,9.472
T4,0.236,0.358,5.999,9.655
