#, task_type_id, size, arrival_time,	execution_time_cpu,	execution_time_gpu,	execution_time_CLOUD
1,	2,	188.0,	0.0,			2.302,			0.111,			0.111,			2.295,			0.107,			0.051
31,	1,	379.0,	14.3,			1.445,			0.948,			0.948,			1.454,			0.957,			0.5
32,	1,	44.0,	14.419,			1.451,			0.977,			0.977,			1.466,			0.968,			0.5
33,	1,	146.0,	14.424,			1.458,			0.959,			0.959,			1.461,			0.957,			0.499
34,	1,	7.0,	14.503,			1.456,			0.981,			0.981,			1.479,			0.982,			0.499
35,	1,	59.0,	14.818,			1.457,			0.984,			0.984,			1.468,			0.987,			0.498
36,	1,	559.0,	15.981,			1.453,			0.971,			0.971,			1.463,			0.953,			0.5
37,	1,	95.0,	16.384,			1.451,			0.977,			0.977,			1.471,			0.983,			0.501
38,	2,	157.0,	16.968,			2.325,			0.099,			0.099,			2.296,			0.103,			0.049
39,	1,	7.0,	17.373,			1.448,			0.971,			0.971,			1.448,			0.976,			0.501
40,	1,	7.0,	17.456,			1.467,			0.977,			0.977,			1.448,			0.972,			0.501
41,	1,	126.0,	17.662,			1.46,			0.977,			0.977,			1.45,			0.953,			0.498
42,	1,	559.0,	18.165,			1.451,			0.959,			0.959,			1.453,			0.986,			0.499
43,	1,	30.0,	18.51,			1.464,			0.964,			0.964,			1.47,			0.944,			0.498
44,	1,	157.0,	19.734,			1.458,			0.974,			0.974,			1.458,			0.971,			0.501
45,	2,	145.0,	20.379,			2.305,			0.094,			0.094,			2.309,			0.107,			0.048
46,	1,	7.0,	20.385,			1.443,			0.988,			0.988,			1.463,			0.963,			0.499
47,	1,	169.0,	20.413,			1.471,			0.976,			0.976,			1.454,			0.961,			0.5
48,	1,	95.0,	20.917,			1.457,			0.964,			0.964,			1.472,			0.975,			0.501
49,	1,	44.0,	21.021,			1.457,			0.964,			0.964,			1.468,			0.969,			0.5
50,	1,	498.0,	21.095,			1.456,			0.967,			0.967,			1.479,			0.971,			0.5
51,	1,	30.0,	21.831,			1.453,			0.963,			0.963,			1.47,			0.97,			0.501
52,	1,	95.0,	22.267,			1.424,			0.978,			0.978,			1.452,			0.969,			0.501
53,	1,	90.0,	22.504,			1.456,			0.988,			0.988,			1.456,			0.966,			0.499
54,	1,	126.0,	22.534,			1.457,			0.948,			0.948,			1.444,			0.975,			0.501
55,	1,	28.0,	22.81,			1.449,			0.981,			0.981,			1.458,			0.975,			0.5
56,	1,	7.0,	22.893,			1.464,			0.967,			0.967,			1.472,			0.972,			0.5
57,	1,	13.0,	23.927,			1.471,			0.97,			0.97,			1.456,			0.982,			0.501
58,	1,	28.0,	24.217,			1.481,			0.959,			0.959,			1.455,			0.955,			0.5
59,	1,	498.0,	25.795,			1.464,			0.978,			0.978,			1.459,			0.966,			0.5
60,	1,	498.0,	26.798,			1.462,			0.956,			0.956,			1.459,			0.982,			0.5
61,	1,	447.0,	27.366,			1.464,			0.947,			0.947,			1.46,			0.991,			0.5
62,	1,	512.0,	27.772,			1.454,			0.963,			0.963,			1.446,			0.969,			0.499
63,	1,	157.0,	28.951,			1.444,			0.968,			0.968,			1.459,			0.976,			0.502
64,	1,	447.0,	30.76,			1.464,			0.957,			0.957,			1.454,			0.973,			0.501
65,	1,	498.0,	30.775,			1.455,			0.971,			0.971,			1.461,			0.975,			0.502
66,	1,	103.0,	31.906,			1.462,			0.975,			0.975,			1.455,			0.97,			0.501
67,	1,	44.0,	32.414,			1.455,			0.972,			0.972,			1.453,			0.963,			0.5
68,	1,	44.0,	32.542,			1.459,			0.953,			0.953,			1.463,			0.975,			0.501
69,	1,	7.0,	33.553,			1.458,			0.969,			0.969,			1.465,			0.984,			0.501
70,	1,	512.0,	33.885,			1.455,			0.968,			0.968,			1.465,			0.968,			0.5
71,	1,	10.0,	34.706,			1.463,			0.959,			0.959,			1.465,			0.979,			0.499
72,	1,	7.0,	35.805,			1.472,			0.967,			0.967,			1.464,			0.981,			0.501
73,	1,	512.0,	35.877,			1.456,			0.97,			0.97,			1.467,			0.98,			0.5
74,	1,	559.0,	36.445,			1.459,			0.984,			0.984,			1.461,			0.964,			0.499
75,	1,	126.0,	36.89,			1.457,			0.953,			0.953,			1.47,			0.979,			0.5
76,	1,	498.0,	37.256,			1.457,			0.963,			0.963,			1.453,			0.989,			0.501
77,	1,	7.0,	37.818,			1.454,			0.984,			0.984,			1.466,			0.965,			0.501
78,	1,	44.0,	38.044,			1.458,			0.961,			0.961,			1.459,			0.971,			0.5
79,	1,	103.0,	38.576,			1.451,			0.964,			0.964,			1.462,			0.991,			0.501
80,	1,	90.0,	39.117,			1.466,			0.977,			0.977,			1.458,			0.97,			0.502
81,	1,	387.0,	39.56,			1.465,			0.978,			0.978,			1.452,			0.983,			0.5
82,	1,	16.0,	39.737,			1.438,			0.97,			0.97,			1.445,			0.963,			0.5
83,	1,	214.0,	40.612,			1.469,			0.967,			0.967,			1.459,			0.981,			0.499
84,	1,	103.0,	41.367,			1.463,			0.954,			0.954,			1.456,			0.963,			0.501
85,	1,	90.0,	41.422,			1.436,			0.955,			0.955,			1.453,			0.984,			0.498
86,	1,	157.0,	41.78,			1.465,			0.978,			0.978,			1.464,			0.962,			0.501
87,	1,	387.0,	41.91,			1.459,			0.965,			0.965,			1.447,			0.98,			0.499
88,	1,	498.0,	42.154,			1.455,			0.977,			0.977,			1.451,			0.975,			0.5
89,	1,	146.0,	42.403,			1.446,			0.986,			0.986,			1.457,			0.968,			0.5
90,	1,	95.0,	42.88,			1.457,			0.954,			0.954,			1.455,			0.956,			0.5
91,	1,	30.0,	43.098,			1.441,			0.964,			0.964,			1.457,			0.975,			0.5
92,	1,	13.0,	44.32,			1.47,			0.97,			0.97,			1.471,			0.975,			0.5
93,	1,	146.0,	45.148,			1.472,			0.971,			0.971,			1.463,			0.965,			0.502
94,	1,	146.0,	46.223,			1.48,			0.966,			0.966,			1.463,			0.972,			0.501
95,	1,	126.0,	47.059,			1.456,			0.948,			0.948,			1.458,			0.966,			0.499
96,	1,	95.0,	47.966,			1.466,			0.976,			0.976,			1.47,			0.968,			0.499
97,	1,	44.0,	48.449,			1.457,			0.968,			0.968,			1.464,			0.976,			0.501
98,	1,	13.0,	48.609,			1.451,			0.975,			0.975,			1.462,			0.978,			0.5
99,	1,	6.0,	48.618,			1.454,			0.972,			0.972,			1.452,			0.976,			0.499
100,	1,	7.0,	49.248,			1.457,			0.953,			0.953,			1.455,			0.974,			0.499
101,	1,	44.0,	49.372,			1.464,			0.969,			0.969,			1.454,			0.952,			0.499
102,	1,	59.0,	49.518,			1.468,			0.968,			0.968,			1.449,			0.968,			0.499
103,	1,	512.0,	49.806,			1.485,			0.971,			0.971,			1.465,			0.963,			0.5
104,	2,	200.0,	49.864,			2.289,			0.108,			0.108,			2.303,			0.106,			0.052
105,	1,	146.0,	50.798,			1.448,			0.972,			0.972,			1.451,			0.963,			0.5
106,	1,	6.0,	51.406,			1.458,			0.981,			0.981,			1.458,			0.974,			0.5
107,	1,	120.0,	51.813,			1.458,			0.974,			0.974,			1.453,			0.972,			0.499
108,	1,	7.0,	53.246,			1.44,			0.977,			0.977,			1.451,			0.967,			0.502
109,	1,	7.0,	53.413,			1.465,			0.98,			0.98,			1.464,			0.975,			0.502
110,	1,	7.0,	53.416,			1.447,			0.97,			0.97,			1.441,			0.954,			0.499
111,	1,	7.0,	53.506,			1.472,			0.976,			0.976,			1.466,			0.947,			0.502
112,	1,	28.0,	54.532,			1.465,			0.981,			0.981,			1.47,			0.968,			0.501
113,	1,	7.0,	55.938,			1.461,			0.963,			0.963,			1.454,			0.965,			0.499
114,	1,	120.0,	56.193,			1.459,			0.974,			0.974,			1.447,			0.955,			0.499
115,	1,	30.0,	57.109,			1.447,			0.969,			0.969,			1.451,			0.968,			0.499
116,	1,	7.0,	57.379,			1.477,			0.965,			0.965,			1.468,			0.978,			0.501
117,	1,	169.0,	57.653,			1.456,			0.964,			0.964,			1.464,			0.973,			0.499
118,	1,	7.0,	57.966,			1.452,			0.981,			0.981,			1.469,			0.965,			0.5
119,	1,	13.0,	58.265,			1.468,			0.961,			0.961,			1.443,			0.955,			0.501
120,	1,	214.0,	59.386,			1.449,			0.961,			0.961,			1.453,			0.949,			0.501
121,	1,	447.0,	60.116,			1.461,			0.98,			0.98,			1.436,			0.962,			0.499
122,	1,	10.0,	60.593,			1.444,			0.973,			0.973,			1.456,			0.969,			0.499
123,	1,	16.0,	61.027,			1.446,			0.969,			0.969,			1.454,			0.961,			0.498
124,	1,	7.0,	61.087,			1.465,			0.982,			0.982,			1.473,			0.983,			0.499
125,	1,	126.0,	61.854,			1.442,			0.975,			0.975,			1.463,			0.979,			0.502
126,	1,	387.0,	62.377,			1.444,			0.969,			0.969,			1.469,			0.959,			0.5
127,	1,	157.0,	62.637,			1.463,			0.972,			0.972,			1.452,			0.969,			0.501
128,	1,	146.0,	62.795,			1.477,			0.96,			0.96,			1.459,			0.981,			0.5
129,	1,	90.0,	62.929,			1.454,			0.979,			0.979,			1.458,			0.974,			0.501
130,	1,	6.0,	62.942,			1.465,			0.969,			0.969,			1.436,			0.976,			0.499
131,	1,	387.0,	63.115,			1.466,			0.971,			0.971,			1.45,			0.969,			0.501
132,	1,	44.0,	63.429,			1.458,			0.982,			0.982,			1.472,			0.974,			0.501
133,	1,	146.0,	63.547,			1.462,			0.956,			0.956,			1.471,			0.991,			0.5
134,	1,	44.0,	64.189,			1.456,			0.987,			0.987,			1.462,			0.978,			0.499
135,	1,	6.0,	64.387,			1.459,			0.958,			0.958,			1.456,			0.978,			0.499
136,	1,	59.0,	64.839,			1.455,			0.973,			0.973,			1.451,			0.977,			0.5
137,	2,	172.0,	64.907,			2.306,			0.103,			0.103,			2.292,			0.104,			0.05
138,	1,	7.0,	66.165,			1.451,			0.952,			0.952,			1.473,			0.948,			0.499
139,	1,	28.0,	66.487,			1.471,			0.966,			0.966,			1.474,			0.973,			0.498
140,	1,	95.0,	66.71,			1.441,			0.982,			0.982,			1.463,			0.98,			0.499
141,	1,	512.0,	66.992,			1.451,			0.965,			0.965,			1.458,			0.981,			0.501
142,	1,	7.0,	67.951,			1.448,			0.964,			0.964,			1.448,			0.97,			0.501
143,	1,	379.0,	68.407,			1.465,			0.971,			0.971,			1.457,			0.957,			0.501
144,	1,	7.0,	68.769,			1.471,			0.995,			0.995,			1.451,			1.005,			0.499
145,	1,	44.0,	69.676,			1.445,			0.964,			0.964,			1.45,			0.968,			0.5
146,	2,	257.0,	69.732,			2.304,			0.098,			0.098,			2.297,			0.104,			0.047
147,	1,	379.0,	70.418,			1.461,			0.968,			0.968,			1.46,			0.961,			0.5
148,	1,	6.0,	70.479,			1.464,			0.986,			0.986,			1.489,			0.982,			0.501
149,	2,	77.0,	70.497,			2.312,			0.103,			0.103,			2.306,			0.099,			0.05
150,	2,	93.0,	70.584,			2.301,			0.096,			0.096,			2.299,			0.106,			0.05
151,	1,	28.0,	70.639,			1.461,			0.977,			0.977,			1.474,			0.968,			0.501
152,	1,	10.0,	72.664,			1.467,			0.968,			0.968,			1.459,			0.973,			0.502
153,	1,	214.0,	73.837,			1.463,			0.976,			0.976,			1.468,			0.977,			0.501
154,	1,	16.0,	73.966,			1.461,			0.982,			0.982,			1.464,			0.958,			0.501
155,	1,	387.0,	74.182,			1.458,			0.963,			0.963,			1.475,			0.969,			0.499
156,	1,	169.0,	74.279,			1.467,			0.963,			0.963,			1.459,			0.969,			0.5
157,	1,	7.0,	74.292,			1.436,			0.965,			0.965,			1.437,			0.97,			0.501
158,	1,	120.0,	75.355,			1.451,			0.978,			0.978,			1.461,			0.968,			0.499
159,	1,	447.0,	75.688,			1.453,			0.981,			0.981,			1.445,			0.97,			0.501
160,	1,	120.0,	75.924,			1.464,			0.955,			0.955,			1.462,			0.974,			0.5
161,	1,	59.0,	77.396,			1.468,			0.979,			0.979,			1.451,			0.976,			0.499
162,	1,	379.0,	77.99,			1.479,			0.95,			0.95,			1.452,			0.98,			0.499
163,	1,	498.0,	78.008,			1.449,			0.99,			0.99,			1.469,			0.964,			0.5
164,	1,	49.0,	78.651,			1.455,			0.963,			0.963,			1.485,			0.958,			0.499
165,	3,	71.8,	79.314,			5.484,			1.51,			1.51,			5.503,			1.508,			0.898
166,	3,	96.3,	79.643,			5.512,			1.493,			1.493,			5.494,			1.5,			0.908
167,	2,	298.0,	79.85,			2.309,			0.092,			0.092,			2.31,			0.098,			0.051
168,	1,	146.0,	81.301,			1.453,			0.973,			0.973,			1.448,			0.969,			0.5
169,	3,	134.0,	81.765,			5.494,			1.488,			1.488,			5.506,			1.489,			0.906
170,	1,	7.0,	81.812,			1.462,			0.972,			0.972,			1.457,			0.955,			0.5
171,	3,	472.3,	82.198,			5.497,			1.507,			1.507,			5.506,			1.489,			0.905
172,	1,	169.0,	82.326,			1.458,			0.965,			0.965,			1.451,			0.981,			0.5
173,	1,	16.0,	82.327,			1.464,			0.969,			0.969,			1.454,			0.971,			0.5
174,	3,	461.2,	82.517,			5.519,			1.504,			1.504,			5.504,			1.504,			0.905
175,	3,	141.6,	82.637,			5.525,			1.49,			1.49,			5.5,			1.495,			0.898
176,	1,	157.0,	82.895,			1.477,			0.973,			0.973,			1.463,			0.954,			0.501
177,	1,	30.0,	83.742,			1.479,			0.949,			0.949,			1.462,			0.97,			0.499
178,	1,	6.0,	83.758,			1.467,			0.981,			0.981,			1.453,			0.964,			0.501
179,	1,	44.0,	85.247,			1.466,			0.949,			0.949,			1.485,			0.976,			0.501
180,	1,	90.0,	85.319,			1.472,			0.974,			0.974,			1.457,			0.973,			0.5
181,	1,	7.0,	85.434,			1.449,			0.955,			0.955,			1.476,			0.964,			0.499
182,	1,	7.0,	85.755,			1.46,			0.983,			0.983,			1.463,			0.983,			0.499
183,	1,	10.0,	86.234,			1.463,			0.966,			0.966,			1.45,			0.979,			0.5
184,	3,	395.7,	87.875,			5.505,			1.509,			1.509,			5.502,			1.5,			0.899
185,	1,	6.0,	88.183,			1.456,			0.971,			0.971,			1.475,			0.969,			0.501
186,	2,	186.0,	88.625,			2.311,			0.095,			0.095,			2.294,			0.105,			0.05
187,	1,	44.0,	88.773,			1.454,			0.972,			0.972,			1.446,			0.969,			0.5
188,	1,	214.0,	89.244,			1.452,			0.962,			0.962,			1.465,			0.957,			0.499
189,	1,	387.0,	89.807,			1.455,			0.972,			0.972,			1.449,			0.973,			0.501
190,	1,	30.0,	90.194,			1.454,			0.974,			0.974,			1.461,			0.978,			0.499
191,	1,	44.0,	90.74,			1.465,			0.968,			0.968,			1.457,			0.966,			0.499
192,	1,	6.0,	91.065,			1.449,			0.976,			0.976,			1.456,			0.963,			0.5
193,	1,	169.0,	91.129,			1.465,			0.99,			0.99,			1.459,			0.969,			0.5
194,	1,	44.0,	91.434,			1.438,			0.981,			0.981,			1.458,			0.954,			0.5
195,	1,	120.0,	91.677,			1.463,			0.961,			0.961,			1.468,			0.958,			0.5
196,	1,	10.0,	91.847,			1.469,			0.971,			0.971,			1.461,			0.97,			0.5
197,	1,	7.0,	91.987,			1.449,			0.973,			0.973,			1.462,			0.966,			0.499
198,	1,	13.0,	92.259,			1.458,			0.97,			0.97,			1.469,			0.959,			0.5
199,	1,	214.0,	92.718,			1.476,			0.974,			0.974,			1.463,			0.978,			0.501
200,	1,	90.0,	94.026,			1.457,			0.965,			0.965,			1.457,			0.991,			0.5
201,	1,	146.0,	95.554,			1.446,			0.971,			0.971,			1.429,			0.971,			0.502
202,	1,	379.0,	95.568,			1.477,			0.974,			0.974,			1.431,			0.966,			0.501
203,	2,	55.0,	95.632,			2.317,			0.1,			0.1,			2.292,			0.106,			0.049
204,	1,	169.0,	95.661,			1.451,			0.973,			0.973,			1.466,			0.96,			0.5
205,	1,	6.0,	95.737,			1.435,			0.95,			0.95,			1.457,			0.983,			0.5
206,	1,	214.0,	96.041,			1.454,			0.983,			0.983,			1.456,			0.949,			0.5
207,	1,	387.0,	96.322,			1.482,			0.967,			0.967,			1.466,			0.98,			0.5
208,	1,	44.0,	96.992,			1.465,			0.989,			0.989,			1.477,			0.971,			0.499
209,	1,	120.0,	97.28,			1.441,			0.959,			0.959,			1.441,			0.967,			0.499
210,	1,	7.0,	97.355,			1.461,			0.965,			0.965,			1.468,			0.963,			0.5
211,	2,	218.0,	97.36,			2.288,			0.097,			0.097,			2.294,			0.099,			0.05
212,	1,	559.0,	97.644,			1.454,			0.954,			0.954,			1.462,			0.964,			0.5
213,	1,	214.0,	98.084,			1.455,			0.979,			0.979,			1.451,			0.965,			0.501
214,	1,	16.0,	98.212,			1.457,			0.982,			0.982,			1.445,			0.979,			0.502
215,	1,	44.0,	98.917,			1.461,			0.965,			0.965,			1.453,			0.969,			0.5
216,	1,	387.0,	98.976,			1.471,			0.97,			0.97,			1.479,			0.973,			0.5
217,	1,	559.0,	99.867,			1.453,			0.981,			0.981,			1.458,			0.975,			0.499
218,	1,	95.0,	100.853,			1.454,			0.95,			0.95,			1.454,			0.971,			0.5
219,	1,	44.0,	101.132,			1.458,			0.973,			0.973,			1.463,			0.954,			0.5
220,	1,	120.0,	101.825,			1.455,			0.95,			0.95,			1.46,			0.965,			0.498
221,	1,	387.0,	102.058,			1.446,			0.966,			0.966,			1.464,			0.977,			0.5
222,	1,	157.0,	102.314,			1.424,			0.971,			0.971,			1.459,			0.95,			0.499
223,	2,	170.0,	103.044,			2.293,			0.108,			0.108,			2.31,			0.107,			0.049
224,	1,	7.0,	103.261,			1.457,			0.973,			0.973,			1.454,			0.959,			0.499
225,	2,	129.0,	103.549,			2.297,			0.106,			0.106,			2.297,			0.099,			0.049
226,	1,	498.0,	103.624,			1.442,			0.958,			0.958,			1.449,			0.975,			0.499
227,	1,	157.0,	104.647,			1.459,			0.967,			0.967,			1.453,			0.97,			0.502
228,	1,	512.0,	104.744,			1.438,			0.98,			0.98,			1.469,			0.968,			0.499
229,	1,	126.0,	104.889,			1.454,			0.97,			0.97,			1.451,			0.984,			0.5
230,	1,	126.0,	104.935,			1.468,			0.982,			0.982,			1.43,			0.975,			0.499
231,	3,	265.9,	105.078,			5.508,			1.499,			1.499,			5.502,			1.483,			0.903
232,	1,	13.0,	105.524,			1.465,			0.963,			0.963,			1.453,			0.975,			0.5
233,	1,	6.0,	105.532,			1.464,			0.967,			0.967,			1.447,			0.953,			0.5
234,	1,	379.0,	105.747,			1.45,			0.971,			0.971,			1.463,			0.975,			0.501
235,	1,	95.0,	105.996,			1.468,			0.948,			0.948,			1.451,			0.975,			0.5
236,	1,	379.0,	106.597,			1.46,			0.967,			0.967,			1.473,			0.961,			0.5
237,	1,	44.0,	106.668,			1.457,			0.968,			0.968,			1.463,			0.963,			0.5
238,	1,	6.0,	107.13,			1.463,			0.963,			0.963,			1.457,			0.978,			0.499
239,	1,	387.0,	108.2,			1.463,			0.965,			0.965,			1.473,			0.983,			0.502
240,	1,	146.0,	108.363,			1.458,			0.975,			0.975,			1.463,			0.984,			0.501
241,	1,	44.0,	108.379,			1.468,			0.983,			0.983,			1.472,			0.974,			0.501
242,	1,	7.0,	108.57,			1.455,			0.972,			0.972,			1.48,			0.974,			0.498
243,	1,	6.0,	109.707,			1.461,			0.973,			0.973,			1.455,			0.976,			0.499
244,	1,	214.0,	112.125,			1.459,			0.981,			0.981,			1.471,			0.983,			0.5
245,	1,	103.0,	112.28,			1.459,			0.965,			0.965,			1.462,			0.959,			0.499
246,	1,	10.0,	112.633,			1.456,			0.967,			0.967,			1.466,			0.96,			0.5
247,	1,	7.0,	112.78,			1.469,			0.983,			0.983,			1.474,			0.971,			0.5
248,	1,	7.0,	114.067,			1.468,			0.977,			0.977,			1.452,			0.954,			0.501
249,	1,	44.0,	114.768,			1.458,			0.97,			0.97,			1.453,			0.956,			0.501
250,	2,	69.0,	115.766,			2.304,			0.097,			0.097,			2.296,			0.105,			0.049
251,	1,	10.0,	116.59,			1.457,			0.954,			0.954,			1.46,			0.965,			0.5
252,	1,	387.0,	116.646,			1.459,			0.983,			0.983,			1.464,			0.979,			0.499
253,	1,	44.0,	116.763,			1.453,			0.984,			0.984,			1.459,			0.954,			0.501
254,	1,	157.0,	116.848,			1.459,			0.967,			0.967,			1.47,			0.959,			0.5
255,	2,	186.0,	117.812,			2.315,			0.098,			0.098,			2.289,			0.102,			0.05
256,	1,	169.0,	117.922,			1.437,			0.967,			0.967,			1.474,			0.966,			0.499
257,	1,	44.0,	118.085,			1.479,			0.969,			0.969,			1.466,			0.973,			0.5
258,	1,	49.0,	118.204,			1.454,			0.974,			0.974,			1.448,			0.978,			0.502
259,	1,	103.0,	118.246,			1.459,			0.982,			0.982,			1.454,			0.963,			0.497
260,	1,	13.0,	118.702,			1.452,			0.959,			0.959,			1.461,			0.985,			0.501
261,	1,	214.0,	119.036,			1.464,			0.969,			0.969,			1.448,			0.969,			0.501
262,	1,	157.0,	119.855,			1.468,			0.959,			0.959,			1.444,			0.974,			0.5
263,	1,	30.0,	120.672,			1.453,			0.975,			0.975,			1.462,			0.976,			0.5
264,	2,	192.0,	121.526,			2.306,			0.102,			0.102,			2.29,			0.103,			0.05
265,	1,	28.0,	121.96,			1.454,			0.953,			0.953,			1.463,			0.971,			0.501
266,	1,	157.0,	122.14,			1.45,			0.979,			0.979,			1.448,			0.963,			0.499
267,	1,	379.0,	122.713,			1.494,			0.969,			0.969,			1.478,			0.983,			0.498
268,	1,	30.0,	122.773,			1.468,			0.973,			0.973,			1.451,			0.969,			0.502
269,	2,	236.0,	122.889,			2.311,			0.093,			0.093,			2.29,			0.111,			0.05
270,	1,	28.0,	123.2,			1.469,			0.962,			0.962,			1.456,			0.987,			0.5
271,	1,	30.0,	123.245,			1.446,			0.958,			0.958,			1.464,			0.966,			0.502
272,	1,	512.0,	123.525,			1.457,			0.979,			0.979,			1.485,			0.954,			0.501
273,	1,	103.0,	124.213,			1.467,			0.974,			0.974,			1.462,			0.974,			0.5
274,	2,	193.0,	125.218,			2.303,			0.108,			0.108,			2.306,			0.096,			0.049
275,	1,	498.0,	126.993,			1.459,			0.967,			0.967,			1.463,			0.98,			0.5
276,	2,	164.0,	127.081,			2.295,			0.101,			0.101,			2.289,			0.102,			0.048
277,	1,	126.0,	127.21,			1.468,			0.958,			0.958,			1.474,			0.971,			0.5
278,	2,	159.0,	127.371,			2.312,			0.103,			0.103,			2.293,			0.101,			0.049
279,	1,	30.0,	127.789,			1.452,			0.951,			0.951,			1.459,			0.954,			0.5
280,	1,	169.0,	128.691,			1.469,			0.96,			0.96,			1.468,			0.971,			0.499
281,	1,	44.0,	128.762,			1.458,			0.974,			0.974,			1.441,			0.958,			0.5
282,	1,	7.0,	129.146,			1.449,			0.965,			0.965,			1.465,			0.971,			0.501
283,	2,	85.0,	129.217,			2.292,			0.099,			0.099,			2.3,			0.093,			0.05
284,	1,	498.0,	129.292,			1.446,			0.961,			0.961,			1.452,			0.959,			0.501
285,	1,	28.0,	129.531,			1.452,			0.969,			0.969,			1.472,			0.98,			0.5
286,	1,	120.0,	130.116,			1.469,			0.974,			0.974,			1.45,			0.987,			0.498
287,	2,	238.0,	130.486,			2.288,			0.099,			0.099,			2.294,			0.094,			0.05
288,	1,	44.0,	130.684,			1.457,			0.967,			0.967,			1.473,			1.003,			0.5
289,	1,	44.0,	131.269,			1.469,			0.983,			0.983,			1.456,			0.974,			0.499
290,	1,	16.0,	131.701,			1.463,			0.962,			0.962,			1.468,			0.976,			0.501
291,	1,	498.0,	131.793,			1.464,			0.971,			0.971,			1.462,			0.954,			0.5
292,	1,	103.0,	132.782,			1.457,			0.969,			0.969,			1.463,			0.976,			0.499
293,	2,	173.0,	133.011,			2.306,			0.097,			0.097,			2.304,			0.092,			0.05
294,	1,	379.0,	133.166,			1.448,			0.965,			0.965,			1.464,			0.978,			0.5
295,	2,	58.0,	133.353,			2.311,			0.1,			0.1,			2.309,			0.096,			0.051
296,	2,	369.0,	133.361,			2.311,			0.098,			0.098,			2.312,			0.094,			0.048
297,	2,	93.0,	133.481,			2.298,			0.104,			0.104,			2.33,			0.098,			0.05
298,	1,	103.0,	133.642,			1.453,			0.973,			0.973,			1.48,			0.959,			0.501
299,	1,	169.0,	133.856,			1.452,			0.978,			0.978,			1.473,			0.959,			0.501
300,	1,	214.0,	134.639,			1.439,			0.964,			0.964,			1.462,			0.975,			0.498
301,	1,	379.0,	134.758,			1.461,			0.971,			0.971,			1.465,			0.981,			0.5
302,	1,	214.0,	134.813,			1.466,			0.974,			0.974,			1.459,			0.98,			0.5
303,	1,	447.0,	135.353,			1.475,			0.99,			0.99,			1.437,			0.973,			0.499
304,	1,	49.0,	135.844,			1.455,			0.978,			0.978,			1.445,			0.979,			0.5
305,	2,	211.0,	135.891,			2.306,			0.095,			0.095,			2.307,			0.104,			0.051
306,	2,	160.0,	136.231,			2.295,			0.096,			0.096,			2.303,			0.103,			0.05
307,	1,	95.0,	136.51,			1.443,			0.976,			0.976,			1.474,			0.97,			0.501
