#, task_type_id, size, arrival_time,	execution_time_cpu,	execution_time_gpu,	execution_time_CLOUD
1,	2,	183.0,	0.0,			2.283,			0.11,			0.11,			2.286,			0.101,			0.049
66,	1,	559.0,	23.384,			1.45,			0.976,			0.976,			1.46,			0.954,			0.5
67,	1,	146.0,	23.443,			1.479,			0.975,			0.975,			1.465,			0.975,			0.501
68,	1,	7.0,	24.31,			1.462,			0.968,			0.968,			1.469,			0.967,			0.5
69,	1,	447.0,	25.004,			1.455,			0.976,			0.976,			1.459,			0.978,			0.502
70,	1,	214.0,	25.26,			1.452,			0.972,			0.972,			1.457,			0.958,			0.499
71,	1,	498.0,	25.393,			1.457,			0.979,			0.979,			1.458,			0.97,			0.502
72,	1,	49.0,	25.519,			1.453,			0.954,			0.954,			1.473,			0.982,			0.499
73,	1,	379.0,	25.827,			1.468,			0.966,			0.966,			1.466,			0.974,			0.499
74,	1,	30.0,	26.216,			1.478,			0.976,			0.976,			1.446,			0.978,			0.499
75,	1,	447.0,	26.492,			1.471,			0.954,			0.954,			1.454,			0.966,			0.5
76,	1,	10.0,	26.78,			1.44,			0.975,			0.975,			1.466,			0.981,			0.501
77,	1,	16.0,	26.797,			1.487,			0.963,			0.963,			1.451,			0.983,			0.5
78,	1,	30.0,	27.162,			1.473,			0.98,			0.98,			1.463,			0.971,			0.502
79,	1,	126.0,	28.684,			1.472,			0.975,			0.975,			1.465,			0.964,			0.499
80,	1,	6.0,	29.18,			1.472,			0.97,			0.97,			1.446,			0.981,			0.499
81,	1,	7.0,	29.303,			1.468,			0.98,			0.98,			1.468,			0.965,			0.5
82,	1,	120.0,	30.602,			1.457,			0.979,			0.979,			1.461,			0.958,			0.499
83,	1,	157.0,	30.862,			1.48,			0.97,			0.97,			1.455,			0.958,			0.501
84,	1,	7.0,	31.138,			1.444,			0.976,			0.976,			1.456,			0.984,			0.498
85,	1,	169.0,	32.696,			1.451,			0.976,			0.976,			1.462,			0.968,			0.502
86,	1,	7.0,	33.218,			1.46,			0.961,			0.961,			1.468,			0.967,			0.501
87,	1,	512.0,	33.479,			1.457,			0.97,			0.97,			1.454,			0.969,			0.502
88,	1,	6.0,	33.527,			1.461,			0.965,			0.965,			1.451,			0.977,			0.5
89,	1,	498.0,	33.637,			1.458,			0.969,			0.969,			1.468,			0.956,			0.499
90,	1,	95.0,	34.718,			1.468,			0.964,			0.964,			1.473,			0.958,			0.499
91,	1,	16.0,	34.731,			1.461,			0.958,			0.958,			1.449,			0.964,			0.502
92,	1,	59.0,	34.822,			1.466,			0.963,			0.963,			1.472,			0.972,			0.499
93,	1,	13.0,	34.917,			1.449,			0.972,			0.972,			1.463,			0.97,			0.5
94,	1,	44.0,	35.147,			1.443,			0.968,			0.968,			1.458,			0.97,			0.502
95,	1,	90.0,	35.611,			1.459,			0.989,			0.989,			1.442,			0.954,			0.499
96,	1,	7.0,	35.985,			1.447,			0.98,			0.98,			1.459,			0.983,			0.5
97,	1,	512.0,	36.556,			1.471,			0.988,			0.988,			1.458,			0.952,			0.5
98,	1,	126.0,	37.152,			1.458,			0.963,			0.963,			1.462,			0.97,			0.499
99,	1,	44.0,	38.636,			1.465,			0.975,			0.975,			1.465,			0.983,			0.5
100,	1,	146.0,	38.711,			1.464,			0.971,			0.971,			1.457,			0.952,			0.5
101,	1,	498.0,	39.381,			1.461,			0.968,			0.968,			1.46,			0.978,			0.5
102,	1,	30.0,	39.907,			1.459,			0.976,			0.976,			1.448,			0.991,			0.499
103,	1,	16.0,	40.243,			1.458,			0.976,			0.976,			1.48,			0.944,			0.499
104,	1,	146.0,	41.197,			1.457,			0.97,			0.97,			1.459,			0.959,			0.5
105,	1,	90.0,	42.031,			1.453,			0.982,			0.982,			1.45,			0.974,			0.499
106,	1,	120.0,	42.91,			1.471,			0.979,			0.979,			1.456,			0.955,			0.499
107,	1,	7.0,	44.393,			1.467,			0.955,			0.955,			1.444,			0.968,			0.501
108,	1,	28.0,	44.511,			1.459,			0.984,			0.984,			1.454,			0.965,			0.501
109,	1,	90.0,	45.175,			1.466,			0.969,			0.969,			1.472,			0.958,			0.498
110,	1,	120.0,	45.283,			1.469,			0.965,			0.965,			1.436,			0.986,			0.499
111,	1,	379.0,	46.116,			1.451,			0.976,			0.976,			1.47,			0.969,			0.499
112,	1,	16.0,	46.127,			1.466,			0.963,			0.963,			1.463,			0.977,			0.501
113,	1,	126.0,	47.156,			1.451,			0.963,			0.963,			1.449,			0.974,			0.501
114,	1,	44.0,	47.533,			1.48,			0.979,			0.979,			1.477,			0.971,			0.499
115,	1,	498.0,	48.907,			1.455,			0.965,			0.965,			1.464,			0.958,			0.499
116,	1,	10.0,	49.647,			1.454,			0.971,			0.971,			1.465,			0.973,			0.5
117,	1,	7.0,	50.01,			1.451,			0.973,			0.973,			1.468,			0.96,			0.503
118,	1,	13.0,	51.557,			1.459,			0.978,			0.978,			1.464,			0.989,			0.501
119,	1,	447.0,	51.57,			1.459,			0.965,			0.965,			1.469,			0.966,			0.5
120,	1,	7.0,	52.4,			1.46,			0.984,			0.984,			1.458,			0.967,			0.499
121,	1,	146.0,	52.538,			1.444,			0.981,			0.981,			1.467,			0.987,			0.501
122,	1,	120.0,	52.57,			1.455,			0.967,			0.967,			1.461,			0.959,			0.5
123,	1,	90.0,	53.781,			1.447,			0.977,			0.977,			1.467,			0.969,			0.5
124,	1,	6.0,	54.119,			1.478,			0.983,			0.983,			1.462,			0.969,			0.501
125,	1,	44.0,	54.428,			1.47,			0.976,			0.976,			1.471,			0.963,			0.5
126,	1,	95.0,	55.657,			1.461,			0.976,			0.976,			1.464,			0.989,			0.499
127,	1,	6.0,	57.539,			1.474,			0.961,			0.961,			1.471,			0.976,			0.501
128,	1,	498.0,	57.676,			1.462,			0.966,			0.966,			1.438,			0.968,			0.502
129,	1,	49.0,	57.749,			1.457,			0.975,			0.975,			1.473,			0.975,			0.499
130,	1,	7.0,	58.057,			1.474,			0.975,			0.975,			1.453,			0.973,			0.502
131,	2,	131.0,	58.606,			2.324,			0.102,			0.102,			2.296,			0.103,			0.05
132,	1,	7.0,	59.414,			1.468,			0.982,			0.982,			1.458,			0.967,			0.5
133,	1,	44.0,	60.679,			1.459,			0.979,			0.979,			1.458,			0.96,			0.5
134,	1,	146.0,	60.92,			1.444,			0.974,			0.974,			1.452,			0.977,			0.499
135,	1,	498.0,	61.228,			1.482,			0.962,			0.962,			1.459,			0.975,			0.501
136,	1,	126.0,	61.229,			1.46,			0.975,			0.975,			1.47,			0.977,			0.5
137,	1,	103.0,	62.435,			1.451,			0.962,			0.962,			1.455,			0.963,			0.499
138,	1,	49.0,	63.275,			1.453,			0.97,			0.97,			1.465,			0.948,			0.499
139,	1,	13.0,	65.791,			1.482,			0.972,			0.972,			1.454,			0.975,			0.5
140,	1,	13.0,	66.145,			1.477,			0.982,			0.982,			1.45,			0.981,			0.502
141,	1,	7.0,	66.223,			1.458,			0.965,			0.965,			1.465,			0.974,			0.501
142,	1,	49.0,	66.643,			1.44,			0.952,			0.952,			1.439,			0.971,			0.5
143,	1,	95.0,	66.76,			1.462,			0.966,			0.966,			1.459,			0.944,			0.502
144,	1,	7.0,	66.805,			1.451,			0.987,			0.987,			1.458,			0.976,			0.501
145,	1,	447.0,	67.132,			1.456,			0.978,			0.978,			1.47,			0.974,			0.499
146,	1,	44.0,	67.337,			1.477,			0.979,			0.979,			1.459,			0.971,			0.501
147,	1,	387.0,	68.475,			1.451,			0.955,			0.955,			1.447,			0.961,			0.501
148,	1,	13.0,	68.627,			1.454,			0.974,			0.974,			1.46,			0.983,			0.499
149,	1,	90.0,	68.725,			1.463,			0.961,			0.961,			1.45,			0.972,			0.5
150,	1,	30.0,	68.841,			1.46,			0.957,			0.957,			1.443,			0.965,			0.499
151,	1,	214.0,	69.748,			1.482,			0.976,			0.976,			1.461,			0.982,			0.5
152,	1,	59.0,	69.822,			1.456,			0.974,			0.974,			1.466,			0.977,			0.5
153,	1,	7.0,	70.804,			1.453,			0.97,			0.97,			1.455,			0.98,			0.502
154,	1,	146.0,	72.337,			1.463,			0.975,			0.975,			1.459,			0.968,			0.499
155,	1,	146.0,	72.408,			1.449,			0.966,			0.966,			1.454,			0.982,			0.5
156,	1,	6.0,	72.535,			1.467,			0.974,			0.974,			1.47,			0.955,			0.5
157,	1,	157.0,	72.65,			1.459,			0.957,			0.957,			1.438,			0.977,			0.499
158,	1,	44.0,	73.791,			1.462,			0.956,			0.956,			1.473,			0.965,			0.5
159,	1,	10.0,	73.909,			1.464,			0.962,			0.962,			1.467,			0.968,			0.499
160,	1,	447.0,	74.709,			1.464,			0.98,			0.98,			1.464,			0.971,			0.5
161,	1,	498.0,	75.449,			1.468,			0.958,			0.958,			1.453,			0.953,			0.5
162,	1,	10.0,	75.718,			1.482,			0.959,			0.959,			1.467,			0.981,			0.497
163,	1,	7.0,	77.096,			1.463,			0.974,			0.974,			1.446,			0.962,			0.499
164,	1,	169.0,	77.858,			1.464,			0.979,			0.979,			1.441,			0.995,			0.5
165,	1,	44.0,	77.881,			1.447,			0.948,			0.948,			1.457,			0.966,			0.5
166,	1,	44.0,	79.158,			1.482,			0.963,			0.963,			1.468,			0.95,			0.5
167,	1,	16.0,	79.986,			1.463,			0.952,			0.952,			1.452,			0.973,			0.499
168,	1,	95.0,	80.418,			1.458,			0.981,			0.981,			1.459,			0.95,			0.501
169,	1,	95.0,	83.055,			1.45,			0.956,			0.956,			1.468,			0.97,			0.499
170,	1,	126.0,	83.584,			1.454,			0.969,			0.969,			1.453,			0.964,			0.498
171,	1,	169.0,	84.021,			1.449,			0.981,			0.981,			1.465,			0.978,			0.5
172,	1,	447.0,	84.239,			1.472,			0.98,			0.98,			1.463,			0.968,			0.502
173,	1,	379.0,	85.827,			1.461,			0.949,			0.949,			1.447,			0.97,			0.499
174,	1,	13.0,	86.732,			1.483,			0.951,			0.951,			1.451,			0.97,			0.5
175,	1,	559.0,	87.992,			1.464,			0.958,			0.958,			1.451,			0.964,			0.5
176,	1,	44.0,	88.186,			1.449,			0.975,			0.975,			1.466,			0.977,			0.5
177,	1,	103.0,	88.206,			1.463,			0.955,			0.955,			1.478,			0.977,			0.5
178,	1,	169.0,	88.227,			1.462,			0.982,			0.982,			1.458,			0.975,			0.5
179,	1,	28.0,	88.274,			1.453,			0.972,			0.972,			1.459,			0.979,			0.501
180,	1,	387.0,	88.434,			1.456,			0.982,			0.982,			1.448,			0.982,			0.498
181,	1,	120.0,	88.874,			1.439,			0.947,			0.947,			1.459,			0.978,			0.501
182,	1,	103.0,	89.356,			1.482,			0.967,			0.967,			1.468,			0.983,			0.5
183,	1,	126.0,	90.072,			1.457,			0.963,			0.963,			1.47,			0.966,			0.5
184,	1,	90.0,	92.866,			1.459,			0.983,			0.983,			1.446,			0.963,			0.501
185,	2,	97.0,	93.034,			2.315,			0.1,			0.1,			2.285,			0.097,			0.049
186,	1,	214.0,	95.958,			1.464,			0.971,			0.971,			1.454,			0.958,			0.5
187,	1,	7.0,	96.089,			1.44,			0.977,			0.977,			1.453,			0.965,			0.499
188,	1,	169.0,	96.123,			1.454,			0.971,			0.971,			1.472,			0.971,			0.5
189,	1,	44.0,	96.316,			1.451,			0.968,			0.968,			1.479,			0.978,			0.5
190,	1,	49.0,	96.344,			1.462,			0.983,			0.983,			1.465,			0.975,			0.5
191,	1,	7.0,	96.703,			1.466,			0.98,			0.98,			1.452,			0.984,			0.5
192,	1,	120.0,	97.087,			1.461,			0.97,			0.97,			1.451,			0.98,			0.5
193,	1,	126.0,	97.447,			1.458,			0.967,			0.967,			1.464,			0.962,			0.501
194,	1,	44.0,	98.246,			1.44,			0.976,			0.976,			1.48,			0.961,			0.5
195,	2,	365.0,	99.203,			2.291,			0.101,			0.101,			2.322,			0.102,			0.049
196,	1,	214.0,	99.672,			1.462,			0.957,			0.957,			1.462,			0.974,			0.501
197,	2,	243.0,	99.761,			2.305,			0.088,			0.088,			2.305,			0.104,			0.051
198,	1,	103.0,	100.41,			1.455,			0.989,			0.989,			1.462,			0.983,			0.499
199,	1,	498.0,	101.5,			1.459,			0.98,			0.98,			1.461,			0.973,			0.501
200,	1,	146.0,	101.736,			1.462,			0.964,			0.964,			1.457,			0.96,			0.5
201,	2,	122.0,	101.853,			2.289,			0.105,			0.105,			2.294,			0.104,			0.051
202,	2,	252.0,	102.033,			2.303,			0.091,			0.091,			2.298,			0.117,			0.049
203,	1,	10.0,	102.569,			1.47,			0.97,			0.97,			1.451,			0.975,			0.499
204,	3,	198.8,	103.467,			5.506,			1.5,			1.5,			5.479,			1.492,			0.903
205,	3,	180.5,	103.521,			5.501,			1.506,			1.506,			5.496,			1.502,			0.902
206,	3,	275.1,	103.585,			5.531,			1.486,			1.486,			5.5,			1.502,			0.895
207,	3,	149.0,	103.651,			5.485,			1.496,			1.496,			5.505,			1.497,			0.904
208,	3,	348.8,	103.666,			5.501,			1.506,			1.506,			5.501,			1.502,			0.902
209,	3,	734.6,	103.886,			5.489,			1.497,			1.497,			5.508,			1.488,			0.904
210,	3,	321.2,	103.944,			5.496,			1.486,			1.486,			5.503,			1.495,			0.898
211,	3,	234.8,	104.087,			5.507,			1.498,			1.498,			5.511,			1.511,			0.901
212,	3,	90.1,	104.134,			5.476,			1.498,			1.498,			5.497,			1.5,			0.899
213,	3,	99.9,	104.137,			5.506,			1.502,			1.502,			5.49,			1.497,			0.898
214,	1,	7.0,	104.227,			1.471,			0.967,			0.967,			1.451,			0.986,			0.5
215,	3,	258.5,	104.248,			5.509,			1.5,			1.5,			5.513,			1.502,			0.908
216,	3,	218.7,	104.277,			5.508,			1.501,			1.501,			5.505,			1.507,			0.899
217,	3,	184.6,	104.28,			5.494,			1.492,			1.492,			5.504,			1.5,			0.887
218,	1,	146.0,	104.329,			1.441,			0.966,			0.966,			1.462,			0.969,			0.5
219,	1,	13.0,	104.38,			1.473,			0.963,			0.963,			1.465,			0.969,			0.499
220,	1,	157.0,	104.446,			1.44,			0.962,			0.962,			1.464,			0.971,			0.5
221,	3,	184.3,	104.451,			5.517,			1.486,			1.486,			5.496,			1.492,			0.901
222,	3,	540.2,	104.485,			5.511,			1.488,			1.488,			5.51,			1.496,			0.905
223,	3,	147.9,	104.575,			5.504,			1.488,			1.488,			5.511,			1.521,			0.907
224,	3,	67.4,	104.659,			5.505,			1.509,			1.509,			5.497,			1.499,			0.895
225,	3,	182.1,	104.696,			5.512,			1.517,			1.517,			5.507,			1.509,			0.889
226,	1,	44.0,	104.754,			1.472,			0.968,			0.968,			1.444,			0.981,			0.499
227,	3,	346.5,	104.813,			5.503,			1.489,			1.489,			5.482,			1.509,			0.901
228,	1,	10.0,	104.868,			1.452,			0.973,			0.973,			1.464,			0.963,			0.501
229,	3,	56.6,	104.93,			5.504,			1.499,			1.499,			5.49,			1.503,			0.902
230,	3,	86.2,	104.932,			5.498,			1.507,			1.507,			5.515,			1.512,			0.903
231,	3,	79.9,	104.958,			5.497,			1.492,			1.492,			5.493,			1.493,			0.908
232,	3,	266.0,	105.03,			5.5,			1.501,			1.501,			5.528,			1.495,			0.895
233,	3,	138.5,	105.03,			5.508,			1.478,			1.478,			5.504,			1.506,			0.898
234,	3,	381.6,	105.038,			5.49,			1.495,			1.495,			5.503,			1.494,			0.901
235,	3,	373.7,	105.049,			5.511,			1.518,			1.518,			5.512,			1.498,			0.899
236,	3,	298.7,	105.129,			5.494,			1.502,			1.502,			5.51,			1.512,			0.903
237,	3,	159.8,	105.245,			5.497,			1.5,			1.5,			5.493,			1.498,			0.898
238,	3,	469.8,	105.364,			5.511,			1.497,			1.497,			5.482,			1.492,			0.906
239,	3,	225.1,	105.438,			5.514,			1.494,			1.494,			5.492,			1.501,			0.903
240,	2,	116.0,	105.514,			2.287,			0.107,			0.107,			2.301,			0.107,			0.052
241,	1,	447.0,	105.527,			1.459,			0.96,			0.96,			1.451,			0.968,			0.499
242,	3,	139.8,	105.547,			5.488,			1.492,			1.492,			5.487,			1.503,			0.901
243,	1,	7.0,	105.561,			1.454,			0.973,			0.973,			1.449,			0.961,			0.501
244,	3,	893.0,	105.598,			5.511,			1.52,			1.52,			5.494,			1.499,			0.892
245,	3,	153.0,	105.628,			5.499,			1.495,			1.495,			5.493,			1.5,			0.897
246,	3,	92.9,	105.732,			5.501,			1.504,			1.504,			5.51,			1.502,			0.908
247,	3,	496.2,	105.757,			5.49,			1.507,			1.507,			5.492,			1.516,			0.899
248,	3,	474.8,	105.892,			5.496,			1.515,			1.515,			5.488,			1.506,			0.898
249,	3,	103.0,	105.921,			5.495,			1.496,			1.496,			5.504,			1.521,			0.898
250,	3,	168.4,	106.015,			5.509,			1.51,			1.51,			5.497,			1.498,			0.903
251,	3,	582.3,	106.025,			5.501,			1.495,			1.495,			5.496,			1.509,			0.903
252,	3,	150.2,	106.027,			5.51,			1.516,			1.516,			5.499,			1.497,			0.902
253,	1,	95.0,	106.212,			1.451,			0.975,			0.975,			1.47,			0.973,			0.499
254,	3,	140.9,	106.246,			5.506,			1.496,			1.496,			5.501,			1.492,			0.897
255,	3,	248.5,	106.315,			5.513,			1.497,			1.497,			5.505,			1.498,			0.903
256,	3,	650.7,	106.317,			5.516,			1.517,			1.517,			5.505,			1.491,			0.91
257,	2,	126.0,	106.388,			2.302,			0.105,			0.105,			2.307,			0.1,			0.051
258,	1,	16.0,	106.48,			1.467,			0.958,			0.958,			1.452,			0.98,			0.499
259,	3,	585.4,	106.565,			5.499,			1.498,			1.498,			5.525,			1.505,			0.898
260,	3,	596.6,	106.63,			5.487,			1.497,			1.497,			5.511,			1.497,			0.9
261,	3,	288.4,	106.655,			5.498,			1.492,			1.492,			5.516,			1.479,			0.901
262,	3,	173.2,	106.795,			5.516,			1.502,			1.502,			5.511,			1.497,			0.904
263,	3,	496.2,	106.861,			5.502,			1.505,			1.505,			5.506,			1.489,			0.896
264,	3,	338.0,	106.918,			5.505,			1.506,			1.506,			5.487,			1.505,			0.905
265,	1,	59.0,	106.936,			1.444,			0.984,			0.984,			1.458,			0.968,			0.502
266,	3,	128.2,	107.079,			5.491,			1.514,			1.514,			5.509,			1.48,			0.902
267,	3,	105.7,	107.18,			5.488,			1.501,			1.501,			5.504,			1.488,			0.891
268,	3,	182.1,	107.208,			5.506,			1.494,			1.494,			5.503,			1.491,			0.9
269,	3,	244.0,	107.273,			5.496,			1.496,			1.496,			5.492,			1.498,			0.909
270,	3,	636.2,	107.344,			5.508,			1.498,			1.498,			5.506,			1.507,			0.895
271,	3,	73.0,	107.409,			5.506,			1.498,			1.498,			5.511,			1.514,			0.904
272,	1,	447.0,	107.488,			1.466,			0.97,			0.97,			1.459,			0.966,			0.501
273,	3,	290.7,	107.512,			5.502,			1.495,			1.495,			5.502,			1.499,			0.896
274,	3,	147.0,	107.533,			5.507,			1.493,			1.493,			5.498,			1.491,			0.898
275,	3,	268.7,	107.559,			5.513,			1.497,			1.497,			5.487,			1.515,			0.905
276,	3,	224.5,	107.584,			5.521,			1.5,			1.5,			5.476,			1.498,			0.899
277,	3,	102.0,	107.66,			5.511,			1.495,			1.495,			5.517,			1.502,			0.901
278,	3,	256.3,	107.923,			5.505,			1.506,			1.506,			5.516,			1.513,			0.908
279,	3,	543.2,	107.93,			5.531,			1.499,			1.499,			5.494,			1.508,			0.905
280,	3,	140.9,	107.956,			5.493,			1.499,			1.499,			5.508,			1.528,			0.907
281,	3,	153.7,	108.078,			5.51,			1.503,			1.503,			5.508,			1.484,			0.909
282,	1,	120.0,	108.24,			1.457,			0.969,			0.969,			1.466,			0.958,			0.501
283,	3,	165.7,	108.362,			5.489,			1.5,			1.5,			5.508,			1.512,			0.895
284,	3,	181.3,	108.385,			5.502,			1.512,			1.512,			5.503,			1.469,			0.903
285,	1,	10.0,	108.427,			1.474,			0.973,			0.973,			1.468,			0.96,			0.501
286,	1,	120.0,	109.602,			1.449,			0.97,			0.97,			1.455,			0.952,			0.499
287,	1,	157.0,	109.621,			1.448,			0.967,			0.967,			1.454,			0.952,			0.5
288,	1,	559.0,	110.089,			1.464,			0.987,			0.987,			1.458,			0.968,			0.499
289,	1,	169.0,	110.271,			1.474,			0.972,			0.972,			1.459,			0.971,			0.499
290,	1,	59.0,	110.613,			1.48,			0.97,			0.97,			1.454,			0.965,			0.5
291,	1,	146.0,	111.341,			1.466,			0.968,			0.968,			1.467,			0.967,			0.502
292,	1,	7.0,	111.576,			1.451,			0.973,			0.973,			1.459,			0.975,			0.499
293,	1,	146.0,	111.617,			1.444,			0.97,			0.97,			1.47,			0.96,			0.501
294,	1,	49.0,	111.708,			1.454,			0.984,			0.984,			1.473,			0.97,			0.501
295,	2,	123.0,	111.894,			2.306,			0.109,			0.109,			2.304,			0.103,			0.05
296,	1,	379.0,	112.425,			1.438,			0.967,			0.967,			1.466,			0.975,			0.5
297,	1,	30.0,	112.477,			1.463,			0.956,			0.956,			1.461,			0.969,			0.501
298,	1,	90.0,	112.608,			1.446,			0.958,			0.958,			1.466,			0.976,			0.502
299,	1,	146.0,	113.378,			1.447,			0.974,			0.974,			1.453,			0.986,			0.5
300,	1,	7.0,	113.986,			1.456,			0.981,			0.981,			1.455,			0.971,			0.498
301,	1,	6.0,	114.112,			1.469,			0.982,			0.982,			1.467,			0.959,			0.502
302,	2,	159.0,	114.128,			2.276,			0.105,			0.105,			2.293,			0.103,			0.051
303,	2,	127.0,	114.335,			2.305,			0.103,			0.103,			2.301,			0.094,			0.049
304,	1,	7.0,	114.732,			1.451,			0.97,			0.97,			1.449,			0.963,			0.499
305,	2,	221.0,	114.734,			2.296,			0.1,			0.1,			2.293,			0.105,			0.049
306,	1,	379.0,	117.332,			1.464,			0.974,			0.974,			1.468,			0.948,			0.501
307,	3,	212.1,	117.618,			5.502,			1.491,			1.491,			5.509,			1.493,			0.891
