#, task_type_id, size, arrival_time,	execution_time_cpu,	execution_time_gpu,	execution_time_CLOUD
1,	2,	170.0,	0.0,			2.305,			0.098,			0.098,			2.291,			0.103,			0.048
136,	1,	7.0,	56.953,			1.457,			0.98,			0.98,			1.456,			0.977,			0.501
137,	1,	13.0,	57.17,			1.451,			0.963,			0.963,			1.456,			0.973,			0.501
138,	1,	387.0,	57.442,			1.46,			0.988,			0.988,			1.458,			0.938,			0.501
139,	1,	28.0,	57.753,			1.453,			0.973,			0.973,			1.449,			0.968,			0.502
140,	1,	214.0,	57.977,			1.474,			0.975,			0.975,			1.449,			0.973,			0.499
141,	1,	7.0,	58.688,			1.44,			0.972,			0.972,			1.485,			0.974,			0.501
142,	1,	7.0,	59.196,			1.448,			0.968,			0.968,			1.472,			0.963,			0.499
143,	1,	59.0,	60.662,			1.44,			0.962,			0.962,			1.457,			0.973,			0.502
144,	1,	6.0,	60.855,			1.468,			0.957,			0.957,			1.464,			0.961,			0.502
145,	1,	28.0,	62.036,			1.461,			0.983,			0.983,			1.431,			0.978,			0.499
146,	1,	16.0,	62.838,			1.445,			0.965,			0.965,			1.453,			0.974,			0.5
147,	1,	6.0,	63.017,			1.454,			0.966,			0.966,			1.482,			0.978,			0.501
148,	2,	133.0,	64.014,			2.298,			0.094,			0.094,			2.305,			0.115,			0.05
149,	1,	7.0,	64.382,			1.46,			0.95,			0.95,			1.46,			0.987,			0.499
150,	1,	157.0,	64.873,			1.464,			0.977,			0.977,			1.474,			0.972,			0.502
151,	1,	6.0,	65.002,			1.473,			0.973,			0.973,			1.44,			0.979,			0.5
152,	1,	90.0,	65.433,			1.448,			0.979,			0.979,			1.453,			0.981,			0.5
153,	1,	6.0,	65.452,			1.47,			0.952,			0.952,			1.459,			0.974,			0.501
154,	1,	157.0,	65.574,			1.455,			0.97,			0.97,			1.444,			0.967,			0.501
155,	1,	6.0,	65.859,			1.453,			0.947,			0.947,			1.466,			0.959,			0.5
156,	1,	146.0,	65.944,			1.459,			0.986,			0.986,			1.462,			0.982,			0.501
157,	1,	7.0,	66.002,			1.464,			0.965,			0.965,			1.448,			0.986,			0.502
158,	1,	7.0,	66.01,			1.452,			0.974,			0.974,			1.455,			0.956,			0.499
159,	1,	44.0,	66.172,			1.468,			0.97,			0.97,			1.455,			0.951,			0.499
160,	1,	559.0,	67.417,			1.461,			0.969,			0.969,			1.462,			0.978,			0.501
161,	1,	95.0,	68.957,			1.446,			0.955,			0.955,			1.456,			0.938,			0.5
162,	1,	387.0,	69.04,			1.465,			0.971,			0.971,			1.466,			0.97,			0.5
163,	1,	44.0,	70.898,			1.445,			0.965,			0.965,			1.474,			0.965,			0.5
164,	1,	6.0,	71.286,			1.471,			0.973,			0.973,			1.462,			0.981,			0.501
165,	1,	95.0,	71.549,			1.468,			0.969,			0.969,			1.458,			0.963,			0.499
166,	1,	7.0,	72.679,			1.456,			0.955,			0.955,			1.47,			0.971,			0.499
167,	1,	379.0,	73.202,			1.456,			0.976,			0.976,			1.457,			0.971,			0.498
168,	1,	44.0,	73.502,			1.466,			0.98,			0.98,			1.468,			0.964,			0.5
169,	1,	28.0,	73.768,			1.472,			0.965,			0.965,			1.456,			0.966,			0.499
170,	1,	126.0,	73.857,			1.455,			0.984,			0.984,			1.456,			0.971,			0.5
171,	1,	7.0,	74.203,			1.466,			0.97,			0.97,			1.461,			0.963,			0.501
172,	2,	94.0,	74.86,			2.312,			0.102,			0.102,			2.29,			0.101,			0.051
173,	1,	6.0,	75.951,			1.46,			0.987,			0.987,			1.454,			0.981,			0.498
174,	1,	379.0,	76.598,			1.453,			0.969,			0.969,			1.464,			0.973,			0.503
175,	1,	6.0,	77.036,			1.452,			0.972,			0.972,			1.458,			0.98,			0.502
176,	2,	125.0,	77.096,			2.312,			0.096,			0.096,			2.303,			0.09,			0.051
177,	1,	103.0,	77.148,			1.461,			0.979,			0.979,			1.467,			0.966,			0.502
178,	1,	90.0,	77.167,			1.463,			0.961,			0.961,			1.461,			0.966,			0.5
179,	1,	157.0,	78.043,			1.474,			0.958,			0.958,			1.459,			0.953,			0.501
180,	1,	7.0,	78.113,			1.467,			0.969,			0.969,			1.482,			0.989,			0.499
181,	2,	165.0,	78.492,			2.299,			0.099,			0.099,			2.296,			0.096,			0.049
182,	1,	49.0,	78.646,			1.472,			0.969,			0.969,			1.459,			0.974,			0.5
183,	1,	59.0,	79.328,			1.491,			0.959,			0.959,			1.451,			0.969,			0.499
184,	1,	30.0,	80.047,			1.454,			0.958,			0.958,			1.472,			0.967,			0.5
185,	1,	146.0,	80.508,			1.451,			0.979,			0.979,			1.466,			0.942,			0.499
186,	1,	146.0,	80.718,			1.483,			0.961,			0.961,			1.453,			0.968,			0.501
187,	1,	6.0,	81.182,			1.467,			0.961,			0.961,			1.456,			0.974,			0.501
188,	1,	6.0,	81.187,			1.463,			0.956,			0.956,			1.462,			0.963,			0.501
189,	1,	120.0,	82.232,			1.452,			0.976,			0.976,			1.451,			0.98,			0.499
190,	1,	498.0,	82.89,			1.471,			0.985,			0.985,			1.467,			0.983,			0.502
191,	1,	126.0,	84.633,			1.453,			0.971,			0.971,			1.454,			0.981,			0.501
192,	1,	6.0,	85.087,			1.454,			0.979,			0.979,			1.465,			0.953,			0.499
193,	2,	69.0,	85.145,			2.293,			0.107,			0.107,			2.297,			0.092,			0.049
194,	1,	59.0,	85.178,			1.463,			0.982,			0.982,			1.458,			0.974,			0.501
195,	1,	7.0,	85.206,			1.444,			0.973,			0.973,			1.464,			0.968,			0.501
196,	1,	169.0,	85.459,			1.462,			0.968,			0.968,			1.478,			0.957,			0.498
197,	1,	7.0,	85.836,			1.465,			0.966,			0.966,			1.446,			0.968,			0.499
198,	1,	512.0,	86.162,			1.473,			0.956,			0.956,			1.459,			0.958,			0.499
199,	1,	169.0,	86.915,			1.469,			0.965,			0.965,			1.47,			0.95,			0.5
200,	1,	447.0,	87.25,			1.446,			0.973,			0.973,			1.455,			0.982,			0.5
201,	1,	10.0,	88.038,			1.464,			0.973,			0.973,			1.48,			0.97,			0.501
202,	1,	44.0,	88.408,			1.463,			0.973,			0.973,			1.456,			0.964,			0.501
203,	1,	126.0,	88.81,			1.455,			0.972,			0.972,			1.459,			0.97,			0.501
204,	1,	214.0,	89.078,			1.452,			0.984,			0.984,			1.46,			0.952,			0.499
205,	2,	83.0,	89.375,			2.294,			0.093,			0.093,			2.304,			0.101,			0.051
206,	1,	447.0,	89.655,			1.458,			0.952,			0.952,			1.45,			0.952,			0.501
207,	1,	7.0,	89.774,			1.462,			0.969,			0.969,			1.45,			0.986,			0.499
208,	1,	44.0,	89.827,			1.449,			0.951,			0.951,			1.469,			0.964,			0.5
209,	2,	178.0,	89.988,			2.299,			0.107,			0.107,			2.315,			0.092,			0.048
210,	1,	44.0,	90.243,			1.46,			0.97,			0.97,			1.465,			0.966,			0.5
211,	1,	157.0,	91.324,			1.482,			0.979,			0.979,			1.452,			0.971,			0.5
212,	1,	28.0,	91.668,			1.464,			0.991,			0.991,			1.462,			0.954,			0.502
213,	1,	512.0,	94.489,			1.457,			0.977,			0.977,			1.451,			0.953,			0.501
214,	1,	13.0,	94.68,			1.456,			0.963,			0.963,			1.445,			0.974,			0.499
215,	2,	115.0,	94.892,			2.325,			0.096,			0.096,			2.325,			0.108,			0.05
216,	1,	120.0,	95.015,			1.459,			0.967,			0.967,			1.453,			0.959,			0.5
217,	1,	559.0,	95.749,			1.476,			0.976,			0.976,			1.468,			0.981,			0.499
218,	1,	379.0,	95.819,			1.453,			0.977,			0.977,			1.47,			0.981,			0.5
219,	1,	90.0,	96.944,			1.429,			0.965,			0.965,			1.463,			0.969,			0.502
220,	2,	124.0,	97.518,			2.292,			0.09,			0.09,			2.301,			0.1,			0.049
221,	1,	44.0,	97.57,			1.447,			0.969,			0.969,			1.449,			0.989,			0.501
222,	1,	169.0,	98.058,			1.47,			0.979,			0.979,			1.471,			0.98,			0.5
223,	1,	103.0,	99.437,			1.456,			0.973,			0.973,			1.455,			0.97,			0.501
224,	2,	165.0,	99.791,			2.298,			0.097,			0.097,			2.294,			0.102,			0.049
225,	1,	16.0,	99.903,			1.456,			0.965,			0.965,			1.447,			0.972,			0.5
226,	2,	106.0,	100.242,			2.31,			0.096,			0.096,			2.286,			0.105,			0.052
227,	1,	44.0,	100.962,			1.456,			0.97,			0.97,			1.466,			0.973,			0.501
228,	1,	379.0,	102.532,			1.451,			0.969,			0.969,			1.463,			0.961,			0.501
229,	1,	559.0,	102.796,			1.451,			0.948,			0.948,			1.458,			0.981,			0.499
230,	1,	10.0,	102.85,			1.459,			0.961,			0.961,			1.472,			0.973,			0.499
231,	1,	379.0,	103.081,			1.447,			0.966,			0.966,			1.458,			0.983,			0.5
232,	1,	90.0,	103.235,			1.468,			0.964,			0.964,			1.45,			0.97,			0.498
233,	3,	212.6,	103.315,			5.502,			1.476,			1.476,			5.494,			1.499,			0.895
234,	1,	169.0,	103.339,			1.451,			0.96,			0.96,			1.47,			0.988,			0.498
235,	3,	373.4,	103.346,			5.504,			1.484,			1.484,			5.499,			1.499,			0.903
236,	3,	236.8,	103.348,			5.509,			1.507,			1.507,			5.504,			1.508,			0.897
237,	3,	59.6,	103.382,			5.509,			1.506,			1.506,			5.521,			1.507,			0.905
238,	3,	69.8,	103.396,			5.501,			1.498,			1.498,			5.497,			1.503,			0.901
239,	3,	204.9,	103.405,			5.511,			1.507,			1.507,			5.519,			1.5,			0.907
240,	3,	579.6,	103.486,			5.496,			1.513,			1.513,			5.505,			1.515,			0.907
241,	3,	87.0,	103.499,			5.528,			1.492,			1.492,			5.508,			1.515,			0.902
242,	3,	156.0,	103.504,			5.501,			1.505,			1.505,			5.51,			1.501,			0.902
243,	3,	97.3,	103.533,			5.509,			1.511,			1.511,			5.508,			1.495,			0.906
244,	3,	304.1,	103.563,			5.502,			1.521,			1.521,			5.498,			1.494,			0.908
245,	3,	142.3,	103.648,			5.505,			1.513,			1.513,			5.506,			1.497,			0.902
246,	3,	215.9,	103.691,			5.509,			1.505,			1.505,			5.499,			1.516,			0.905
247,	3,	78.7,	103.761,			5.494,			1.493,			1.493,			5.502,			1.501,			0.901
248,	3,	66.8,	103.772,			5.52,			1.512,			1.512,			5.497,			1.513,			0.907
249,	3,	218.4,	103.792,			5.487,			1.508,			1.508,			5.499,			1.488,			0.908
250,	1,	157.0,	103.873,			1.45,			0.976,			0.976,			1.473,			0.97,			0.499
251,	3,	328.7,	104.038,			5.51,			1.499,			1.499,			5.498,			1.492,			0.9
252,	3,	257.3,	104.056,			5.52,			1.506,			1.506,			5.521,			1.503,			0.901
253,	3,	151.0,	104.107,			5.496,			1.501,			1.501,			5.497,			1.492,			0.898
254,	3,	938.8,	104.116,			5.5,			1.495,			1.495,			5.495,			1.501,			0.902
255,	3,	129.9,	104.12,			5.522,			1.509,			1.509,			5.502,			1.487,			0.894
256,	3,	139.0,	104.153,			5.507,			1.5,			1.5,			5.504,			1.507,			0.894
257,	1,	387.0,	104.237,			1.457,			0.959,			0.959,			1.468,			0.956,			0.501
258,	3,	142.3,	104.329,			5.488,			1.489,			1.489,			5.505,			1.497,			0.898
259,	3,	191.5,	104.396,			5.511,			1.518,			1.518,			5.503,			1.505,			0.905
260,	3,	218.4,	104.427,			5.489,			1.504,			1.504,			5.499,			1.494,			0.898
261,	3,	86.8,	104.438,			5.503,			1.506,			1.506,			5.514,			1.483,			0.909
262,	3,	287.9,	104.485,			5.486,			1.487,			1.487,			5.488,			1.495,			0.896
263,	3,	622.3,	104.529,			5.492,			1.51,			1.51,			5.506,			1.507,			0.901
264,	3,	82.6,	104.648,			5.502,			1.498,			1.498,			5.5,			1.486,			0.899
265,	3,	277.4,	104.705,			5.494,			1.497,			1.497,			5.514,			1.491,			0.901
266,	3,	321.2,	104.742,			5.496,			1.497,			1.497,			5.493,			1.509,			0.905
267,	3,	117.0,	104.771,			5.518,			1.503,			1.503,			5.519,			1.5,			0.903
268,	3,	190.1,	104.839,			5.504,			1.489,			1.489,			5.493,			1.51,			0.89
269,	1,	28.0,	104.941,			1.447,			0.964,			0.964,			1.46,			0.961,			0.499
270,	3,	235.7,	105.064,			5.49,			1.489,			1.489,			5.495,			1.494,			0.902
271,	1,	126.0,	105.093,			1.47,			0.97,			0.97,			1.458,			0.978,			0.502
272,	3,	79.9,	105.118,			5.518,			1.503,			1.503,			5.502,			1.49,			0.903
273,	3,	502.7,	105.131,			5.491,			1.503,			1.503,			5.491,			1.486,			0.899
274,	3,	279.5,	105.22,			5.499,			1.491,			1.491,			5.504,			1.5,			0.897
275,	3,	501.3,	105.234,			5.501,			1.49,			1.49,			5.487,			1.499,			0.902
276,	3,	227.0,	105.236,			5.502,			1.515,			1.515,			5.495,			1.512,			0.884
277,	1,	447.0,	105.262,			1.462,			0.947,			0.947,			1.451,			0.978,			0.498
278,	3,	118.2,	105.289,			5.511,			1.508,			1.508,			5.506,			1.493,			0.904
279,	3,	140.4,	105.29,			5.497,			1.502,			1.502,			5.505,			1.512,			0.901
280,	3,	146.6,	105.297,			5.494,			1.497,			1.497,			5.514,			1.504,			0.896
281,	3,	263.0,	105.332,			5.499,			1.51,			1.51,			5.501,			1.508,			0.908
282,	3,	115.5,	105.366,			5.497,			1.497,			1.497,			5.492,			1.488,			0.898
283,	1,	30.0,	105.434,			1.464,			0.951,			0.951,			1.449,			0.958,			0.5
284,	3,	194.1,	105.458,			5.507,			1.492,			1.492,			5.496,			1.485,			0.889
285,	3,	375.7,	105.52,			5.483,			1.523,			1.523,			5.525,			1.471,			0.899
286,	3,	180.5,	105.554,			5.505,			1.496,			1.496,			5.503,			1.521,			0.898
287,	3,	182.1,	105.563,			5.492,			1.491,			1.491,			5.514,			1.492,			0.899
288,	3,	215.9,	105.598,			5.514,			1.49,			1.49,			5.473,			1.518,			0.895
289,	3,	140.4,	105.619,			5.513,			1.502,			1.502,			5.51,			1.489,			0.902
290,	3,	417.0,	105.638,			5.522,			1.517,			1.517,			5.512,			1.517,			0.896
291,	3,	121.3,	105.643,			5.507,			1.484,			1.484,			5.512,			1.511,			0.905
292,	3,	91.5,	105.653,			5.493,			1.513,			1.513,			5.505,			1.49,			0.906
293,	3,	431.3,	105.731,			5.489,			1.497,			1.497,			5.527,			1.508,			0.896
294,	1,	120.0,	105.835,			1.467,			0.97,			0.97,			1.454,			0.981,			0.5
295,	3,	147.9,	106.019,			5.51,			1.482,			1.482,			5.503,			1.502,			0.897
296,	3,	98.8,	106.079,			5.496,			1.5,			1.5,			5.514,			1.499,			0.893
297,	1,	90.0,	106.15,			1.446,			0.963,			0.963,			1.458,			0.962,			0.5
298,	3,	509.1,	106.176,			5.509,			1.492,			1.492,			5.503,			1.483,			0.903
299,	3,	96.0,	106.183,			5.483,			1.497,			1.497,			5.511,			1.514,			0.9
300,	3,	122.4,	106.187,			5.507,			1.487,			1.487,			5.505,			1.489,			0.896
301,	3,	96.0,	106.194,			5.487,			1.493,			1.493,			5.505,			1.495,			0.905
302,	3,	73.0,	106.203,			5.504,			1.503,			1.503,			5.516,			1.479,			0.896
303,	3,	443.0,	106.23,			5.501,			1.5,			1.5,			5.482,			1.508,			0.901
304,	3,	130.7,	106.264,			5.503,			1.502,			1.502,			5.495,			1.499,			0.902
305,	3,	113.7,	106.32,			5.518,			1.496,			1.496,			5.495,			1.51,			0.904
306,	3,	301.5,	106.336,			5.49,			1.498,			1.498,			5.5,			1.496,			0.905
307,	3,	76.8,	106.339,			5.495,			1.514,			1.514,			5.494,			1.498,			0.903
