task_type,m1_1,m2_1,m3_1,m4_1
T3,0.246,1.151,1.645,2.039
T3,0.264,1.113,1.626,2.081
T1,0.019,0.081,0.118,0.138
T4,0.278,1.218,1.661,2.143
T1,0.018,0.082,0.119,0.145
T4,0.273,1.214,1.519,2.055
T4,0.259,1.114,1.496,2.169
T3,0.232,1.065,1.502,1.882
T4,0.275,1.228,1.521,2.16
T3,0.248,1.217,1.677,1.976
T2,0.248,1.064,1.321,1.732
T3,0.255,1.232,1.639,1.946
T3,0.231,1.18,1.628,1.898
T2,0.237,1.137,1.464,1.85
T2,0.23,1.151,1.417,1.734
T3,0.247,1.223,1.698,2.076
T1,0.02,0.091,0.121,0.155
T2,0.237,1.15,1.356,1.719
T2,0.223,1.134,1.453,1.618
T2,0.222,1.062,1.337,1.882
T3,0.25,1.148,1.437,2.045
T4,0.262,1.099,1.579,1.91
T1,0.02,0.09,0.122,0.158
T1,0.019,0.095,0.124,0.136
T2,0.245,1.109,1.399,1.685
T3,0.246,1.202,1.678,2.053
T2,0.215,1.047,1.442,1.809
T4,0.245,1.232,1.478,2.048
T2,0.227,1.074,1.314,1.79
T1,0.018,0.09,0.119,0.154
T3,0.246,1.177,1.461,2.091
T1,0.019,0.086,0.127,0.152
T1,0.018,0.08,0.112,0.153
T2,0.219,1.115,1.419,1.64
T1,0.017,0.093,0.116,0.136
T1,0.02,0.084,0.119,0.135
T1,0.018,0.081,0.116,0.152
T4,0.273,1.12,1.501,2.026
T4,0.238,1.219,1.604,1.835
T1,0.02,0.08,0.124,0.14
T4,0.28,1.257,1.522,1.904
T1,0.018,0.086,0.119,0.148
T1,0.018,0.089,0.122,0.154
T1,0.018,0.082,0.116,0.157
T4,0.257,1.25,1.532,2.024
T2,0.24,0.976,1.45,1.857
T1,0.019,0.08,0.126,0.158
T1,0.02,0.083,0.108,0.146
T3,0.262,1.068,1.661,2.041
T1,0.018,0.089,0.126,0.146
T2,0.22,1.102,1.464,1.84
T1,0.018,0.084,0.109,0.148
T1,0.018,0.093,0.113,0.156
T4,0.238,1.202,1.74,2.16
T4,0.274,1.147,1.675,1.977
T3,0.248,1.215,1.657,1.783
T2,0.212,1.019,1.307,1.866
T1,0.02,0.082,0.124,0.151
T1,0.018,0.085,0.114,0.149
T2,0.228,1.146,1.369,1.677
T4,0.251,1.115,1.529,2.023
T3,0.254,1.132,1.546,1.917
T3,0.245,1.241,1.698,1.915
T2,0.232,1.076,1.435,1.878
T1,0.018,0.086,0.108,0.153
T2,0.235,1.007,1.391,1.821
T3,0.231,1.178,1.458,1.808
T2,0.215,0.991,1.462,1.791
T2,0.244,0.999,1.402,1.678
T3,0.234,1.09,1.556,1.818
T2,0.217,0.996,1.408,1.706
T4,0.267,1.103,1.527,1.85
T4,0.262,1.15,1.5,2.126
T4,0.244,1.131,1.522,2.126
T4,0.262,1.174,1.62,1.832
T3,0.229,1.128,1.673,2.056
T3,0.245,1.106,1.435,1.975
T3,0.244,1.09,1.642,1.976
T3,0.248,1.262,1.43,1.961
T2,0.215,1.032,1.541,1.856
T4,0.239,1.223,1.658,1.994
T3,0.249,1.212,1.626,1.886
T3,0.248,1.067,1.551,1.844
T2,0.247,1.043,1.313,1.789
T1,0.018,0.089,0.126,0.147
T4,0.242,1.22,1.614,1.999
T3,0.27,1.252,1.661,1.919
T2,0.222,1.0,1.387,1.649
T1,0.02,0.088,0.122,0.137
T3,0.234,1.206,1.692,2.023
T3,0.246,1.174,1.457,1.941
T1,0.02,0.093,0.123,0.133
T4,0.252,1.293,1.573,1.828
T2,0.231,1.112,1.414,1.841
T4,0.262,1.12,1.661,1.961
T4,0.273,1.198,1.5,2.09
T3,0.248,1.121,1.607,1.833
T2,0.21,0.995,1.549,1.803
T1,0.018,0.081,0.12,0.134
T2,0.228,1.057,1.383,1.787
T4,0.259,1.29,1.613,1.84
T3,0.238,1.12,1.502,1.841
T3,0.265,1.236,1.538,1.976
T4,0.258,1.301,1.559,1.86
T3,0.267,1.226,1.658,2.067
T4,0.252,1.119,1.596,2.137
T2,0.228,1.083,1.484,1.704
T4,0.265,1.133,1.699,2.167
T3,0.245,1.202,1.497,2.074
T2,0.226,1.074,1.396,1.801
T3,0.269,1.217,1.677,2.094
T4,0.273,1.288,1.562,2.064
T3,0.251,1.183,1.501,1.91
T4,0.261,1.213,1.731,1.966
T3,0.27,1.157,1.675,1.792
T3,0.255,1.162,1.479,2.029
T3,0.27,1.093,1.447,2.101
T4,0.243,1.125,1.614,1.994
T4,0.266,1.222,1.711,2.137
T2,0.218,1.134,1.44,1.895
T1,0.02,0.089,0.122,0.152
T3,0.24,1.096,1.492,1.9
T2,0.209,1.036,1.535,1.704
T2,0.215,1.043,1.411,1.76
T4,0.253,1.243,1.513,2.157
T4,0.236,1.25,1.676,2.03
T1,0.02,0.094,0.112,0.158
T1,0.019,0.091,0.119,0.138
T2,0.24,1.056,1.506,1.664
T3,0.258,1.076,1.594,1.898
T3,0.233,1.128,1.591,1.849
T1,0.019,0.083,0.122,0.155
T3,0.245,1.186,1.581,1.93
T1,0.02,0.086,0.127,0.157
T1,0.019,0.089,0.115,0.156
T2,0.228,1.015,1.32,1.856
T2,0.245,0.971,1.521,1.673
T3,0.234,1.089,1.682,1.802
T3,0.239,1.139,1.667,1.872
T2,0.231,1.151,1.332,1.763
T3,0.248,1.237,1.554,2.033
T4,0.264,1.159,1.538,1.928
T1,0.018,0.089,0.114,0.147
T3,0.234,1.169,1.533,1.995
T2,0.215,0.991,1.541,1.638
T2,0.226,1.048,1.357,1.718
T3,0.27,1.2,1.661,2.036
T4,0.268,1.213,1.748,2.016
T1,0.02,0.095,0.117,0.153
T2,0.23,0.987,1.452,1.683
T2,0.225,1.047,1.453,1.781
T1,0.019,0.081,0.12,0.154
T2,0.213,1.052,1.54,1.878
T4,0.28,1.272,1.602,2.002
T2,0.21,0.974,1.48,1.837
T3,0.243,1.141,1.578,2.058
T2,0.21,1.127,1.307,1.661
T1,0.019,0.089,0.12,0.154
T3,0.258,1.072,1.565,1.922
T2,0.247,0.986,1.484,1.679
T1,0.019,0.083,0.113,0.141
T4,0.271,1.304,1.663,1.904
T4,0.248,1.165,1.543,2.027
T1,0.019,0.091,0.119,0.151
T4,0.275,1.291,1.75,1.94
T1,0.017,0.08,0.127,0.141
T2,0.244,1.059,1.317,1.654
T4,0.246,1.16,1.601,1.948
T1,0.02,0.09,0.122,0.147
T3,0.252,1.101,1.686,1.858
T4,0.248,1.165,1.612,1.862
T2,0.211,1.137,1.535,1.885
T1,0.017,0.084,0.113,0.152
T2,0.246,1.019,1.366,1.693
T2,0.212,1.065,1.394,1.812
T4,0.263,1.189,1.516,1.852
T2,0.213,1.074,1.45,1.747
T1,0.017,0.093,0.123,0.154
T2,0.244,1.127,1.432,1.766
T2,0.24,1.085,1.536,1.84
T3,0.254,1.151,1.7,2.103
T4,0.252,1.134,1.634,1.995
T3,0.26,1.077,1.692,1.992
T2,0.246,0.994,1.436,1.824
T2,0.236,1.121,1.396,1.631
T2,0.212,1.122,1.423,1.844
T2,0.213,1.134,1.376,1.706
T3,0.265,1.216,1.549,1.791
T4,0.24,1.297,1.629,2.101
T3,0.241,1.142,1.517,1.99
T1,0.019,0.087,0.128,0.148
T4,0.279,1.178,1.618,2.101
T2,0.211,1.087,1.536,1.675
T1,0.02,0.091,0.109,0.136
T3,0.234,1.222,1.544,1.829
T3,0.259,1.127,1.49,2.034
T3,0.268,1.213,1.492,1.901
T2,0.21,1.119,1.505,1.769
T2,0.229,1.148,1.386,1.681
T1,0.02,0.08,0.11,0.155
T4,0.276,1.235,1.58,2.093
T3,0.24,1.197,1.52,1.988
T1,0.02,0.089,0.109,0.135
T3,0.26,1.108,1.499,1.899
T1,0.018,0.082,0.123,0.141
T2,0.234,1.062,1.455,1.89
T1,0.02,0.084,0.121,0.144
T1,0.02,0.09,0.112,0.143
T1,0.018,0.081,0.123,0.154
T1,0.018,0.086,0.126,0.151
T2,0.221,1.0,1.482,1.794
T2,0.221,1.129,1.329,1.71
T4,0.264,1.253,1.511,2.101
T1,0.019,0.081,0.108,0.153
T3,0.263,1.167,1.578,1.882
T2,0.244,1.125,1.528,1.755
T1,0.018,0.085,0.118,0.133
T3,0.252,1.133,1.602,1.773
T1,0.02,0.092,0.112,0.148
T1,0.02,0.094,0.12,0.149
T3,0.269,1.135,1.602,1.922
T4,0.267,1.205,1.695,2.163
T4,0.237,1.275,1.526,2.012
T4,0.255,1.179,1.491,1.882
T2,0.228,1.149,1.505,1.716
T2,0.224,1.091,1.526,1.651
T4,0.279,1.15,1.739,1.877
T3,0.255,1.146,1.576,2.083
T3,0.235,1.11,1.537,1.97
T4,0.279,1.118,1.69,1.982
T1,0.019,0.09,0.122,0.137
T2,0.231,0.975,1.54,1.793
T2,0.232,1.004,1.466,1.921
T3,0.268,1.183,1.44,2.103
T2,0.211,1.153,1.473,1.668
T2,0.234,0.975,1.546,1.755
T3,0.236,1.154,1.66,2.082
T4,0.268,1.238,1.519,2.166
T4,0.272,1.285,1.638,1.93
T2,0.233,1.063,1.431,1.88
T2,0.224,1.151,1.386,1.763
T2,0.232,0.986,1.469,1.898
T3,0.267,1.245,1.641,2.094
T4,0.275,1.137,1.74,1.974
T1,0.019,0.086,0.116,0.138
T3,0.246,1.224,1.691,1.869
T4,0.272,1.145,1.478,2.143
T3,0.27,1.257,1.453,2.039
T3,0.266,1.254,1.531,2.033
T1,0.018,0.091,0.12,0.153
T2,0.237,1.03,1.365,1.745
T4,0.272,1.276,1.631,1.865
T1,0.018,0.089,0.108,0.156
T3,0.234,1.156,1.43,2.012
T2,0.216,1.092,1.317,1.71
T2,0.241,1.021,1.51,1.769
T3,0.249,1.203,1.558,2.107
T1,0.017,0.089,0.111,0.146
T4,0.247,1.231,1.668,1.905
T3,0.235,1.075,1.445,2.064
T2,0.231,1.129,1.548,1.878
T4,0.263,1.173,1.498,2.076
T2,0.23,1.085,1.39,1.678
T4,0.253,1.306,1.611,2.157
T1,0.02,0.08,0.127,0.147
T4,0.248,1.226,1.67,2.096
T1,0.02,0.086,0.122,0.136
T2,0.229,1.137,1.539,1.708
T4,0.258,1.139,1.624,1.983
T1,0.018,0.092,0.123,0.144
T2,0.243,0.979,1.386,1.84
T3,0.262,1.265,1.474,1.901
T4,0.269,1.204,1.711,1.861
T1,0.017,0.088,0.114,0.14
T4,0.25,1.191,1.608,2.121
T2,0.24,1.066,1.32,1.631
T2,0.239,1.085,1.509,1.664
T4,0.25,1.1,1.583,2.052
T1,0.019,0.081,0.125,0.158
T4,0.274,1.17,1.554,2.049
T1,0.02,0.087,0.119,0.147
T1,0.019,0.091,0.125,0.15
T2,0.248,1.106,1.335,1.647
T3,0.264,1.173,1.501,1.801
T1,0.019,0.086,0.127,0.153
T4,0.278,1.197,1.609,2.063
T2,0.214,1.084,1.394,1.909
T4,0.27,1.193,1.592,1.89
T2,0.246,1.134,1.537,1.648
T4,0.257,1.125,1.7,2.022
T1,0.019,0.089,0.117,0.137
T1,0.018,0.083,0.122,0.151
T2,0.231,1.136,1.395,1.634
T2,0.244,1.025,1.454,1.887
T2,0.226,1.082,1.525,1.701
T3,0.256,1.099,1.658,1.866
T1,0.02,0.083,0.111,0.155
T2,0.224,1.095,1.444,1.875
T1,0.02,0.081,0.114,0.151
T2,0.21,1.123,1.496,1.899
T3,0.257,1.087,1.616,1.826
T2,0.231,1.142,1.391,1.87
T1,0.02,0.08,0.109,0.142
T3,0.26,1.167,1.604,1.88
T4,0.277,1.203,1.635,1.93
T2,0.239,1.047,1.384,1.734
T4,0.279,1.144,1.651,2.107
T3,0.234,1.109,1.53,2.1
T2,0.225,1.153,1.403,1.8
T2,0.237,1.086,1.537,1.906
T3,0.235,1.22,1.679,2.087
T1,0.02,0.09,0.117,0.156
T4,0.243,1.135,1.65,2.038
T3,0.255,1.196,1.662,2.094
T1,0.017,0.09,0.109,0.146
T2,0.211,1.06,1.324,1.771
T3,0.238,1.198,1.501,2.008
T4,0.25,1.217,1.512,2.146
T2,0.24,0.982,1.388,1.901
T4,0.249,1.123,1.752,1.983
T3,0.229,1.146,1.466,2.06
T4,0.257,1.254,1.533,2.035
T4,0.264,1.11,1.569,1.999
T4,0.253,1.192,1.638,2.01
T1,0.019,0.092,0.121,0.137
T1,0.018,0.084,0.108,0.155
T3,0.247,1.237,1.447,1.916
T2,0.232,1.036,1.45,1.69
T1,0.019,0.085,0.121,0.141
T4,0.244,1.283,1.625,1.965
T1,0.02,0.086,0.113,0.14
T4,0.261,1.23,1.533,2.132
T1,0.018,0.092,0.127,0.144
T1,0.017,0.086,0.113,0.14
T2,0.23,1.033,1.37,1.644
T1,0.018,0.09,0.125,0.143
T3,0.232,1.248,1.608,2.086
T1,0.02,0.084,0.123,0.154
T2,0.232,1.011,1.324,1.835
T2,0.224,1.068,1.307,1.67
T2,0.211,1.076,1.343,1.847
T4,0.25,1.291,1.72,1.898
T2,0.245,1.044,1.512,1.904
T1,0.019,0.092,0.126,0.145
T2,0.212,1.014,1.31,1.917
T4,0.28,1.198,1.583,2.172
T3,0.241,1.253,1.444,1.833
T4,0.279,1.214,1.746,2.022
T4,0.276,1.103,1.518,2.048
T1,0.018,0.085,0.108,0.14
T4,0.236,1.276,1.481,1.906
T3,0.236,1.086,1.655,1.815
T3,0.25,1.162,1.673,2.101
T3,0.234,1.243,1.598,1.841
T4,0.261,1.155,1.508,2.098
T1,0.02,0.091,0.113,0.157
T3,0.236,1.07,1.528,1.775
T4,0.252,1.102,1.604,1.963
T3,0.253,1.245,1.525,1.834
T3,0.251,1.205,1.677,1.891
T1,0.018,0.085,0.113,0.145
T3,0.234,1.097,1.64,2.002
T3,0.242,1.103,1.699,1.953
T4,0.263,1.257,1.505,1.846
T3,0.234,1.178,1.589,1.892
T1,0.02,0.088,0.11,0.136
T1,0.018,0.084,0.127,0.135
T1,0.019,0.092,0.125,0.144
T3,0.27,1.196,1.529,1.906
T3,0.258,1.104,1.68,1.777
T4,0.239,1.206,1.622,1.866
T4,0.275,1.245,1.492,1.922
T4,0.251,1.291,1.652,2.142
T1,0.018,0.09,0.118,0.149
T1,0.017,0.094,0.115,0.153
T1,0.018,0.09,0.122,0.148
T3,0.234,1.09,1.695,1.779
T3,0.241,1.248,1.65,1.775
T4,0.254,1.207,1.619,1.84
T3,0.247,1.124,1.561,2.026
T3,0.266,1.115,1.675,1.781
T1,0.018,0.082,0.125,0.137
T4,0.239,1.252,1.48,2.01
T3,0.269,1.225,1.657,2.071
T4,0.236,1.25,1.477,1.893
T1,0.018,0.082,0.114,0.145
T1,0.019,0.082,0.121,0.134
T4,0.239,1.135,1.692,2.149
T1,0.019,0.093,0.111,0.149
T4,0.257,1.106,1.661,1.974
T1,0.02,0.086,0.124,0.145
T1,0.019,0.085,0.115,0.133
T1,0.019,0.086,0.113,0.139
T1,0.017,0.081,0.12,0.135
T4,0.236,1.232,1.718,2.012
T1,0.02,0.091,0.109,0.146
T4,0.255,1.193,1.678,1.92
T1,0.02,0.084,0.113,0.152
T4,0.26,1.102,1.531,1.852
T1,0.02,0.09,0.118,0.145
T4,0.251,1.272,1.724,1.974
T1,0.019,0.085,0.11,0.15
T4,0.276,1.221,1.724,2.027
T1,0.02,0.081,0.113,0.148
T4,0.248,1.273,1.749,1.836
T1,0.019,0.086,0.11,0.151
T1,0.018,0.081,0.115,0.141
T1,0.02,0.094,0.113,0.146
T4,0.269,1.246,1.629,1.894
T4,0.278,1.181,1.527,1.931
